Date,BIL,GLD,QQQ,SCHD,SPY,SWAN,VXUS,KS200
2018-12-12,76.49610900878906,117.79000091552734,157.51007080078125,12.780413627624512,237.35107421875,20.11052131652832,39.12007141113281,268.4700012207031
2018-12-13,76.50447845458984,117.52999877929688,157.5577850341797,12.79865550994873,237.2705841064453,20.086273193359375,39.06434631347656,269.4100036621094
2018-12-14,76.51282501220703,117.05999755859375,153.72145080566406,12.631867408752441,232.88949584960938,19.916526794433594,38.522987365722656,265.54998779296875
2018-12-17,76.52120971679688,117.87000274658203,150.2381134033203,12.36603832244873,228.32058715820312,19.771026611328125,38.19659423828125,266.3299865722656
2018-12-18,76.52120971679688,118.1500015258789,151.18292236328125,12.347797393798828,228.0701904296875,19.851863861083984,38.244361877441406,265.17999267578125
2018-12-19,76.51282501220703,117.43000030517578,147.4706268310547,12.160157203674316,224.65469360351562,19.762954711914062,37.806514739990234,267.3099975585937
2018-12-20,76.52957916259766,119.23999786376953,145.33297729492188,11.998575210571289,220.997802734375,19.625537872314453,37.75873947143555,264.8099975585937
2018-12-21,76.54629516601562,118.72000122070312,140.82862854003906,11.860454559326172,216.46961975097656,19.504297256469727,37.177608489990234,265.0599975585937
2018-12-24,76.5546875,120.0199966430664,137.33633422851562,11.526867866516113,210.74989318847656,19.38304328918457,36.78816223144531,264.45001220703125
2018-12-26,76.54629516601562,119.66000366210938,145.91148376464844,12.022031784057617,221.39801025390625,19.52853775024414,37.68935012817383,260.9800109863281
2018-12-27,76.57146453857422,120.56999969482422,146.47610473632812,12.167973518371582,223.09774780273438,19.649789810180664,37.69739532470703,260.57000732421875
2018-12-28,76.57980346679688,121.05999755859375,146.39956665039062,12.13930606842041,222.8099365234375,19.723556518554688,37.90659713745117,261.9800109863281
2018-12-31,76.58821868896484,121.25,147.63409423828125,12.240947723388672,224.76148986816406,19.804624557495117,37.9951057434082,261.9800109863281
2019-01-02,76.57980346679688,121.33000183105469,148.22755432128906,12.240947723388672,224.99533081054688,19.837051391601562,37.92269515991211,258.2300109863281
2019-01-03,76.60494995117188,122.43000030517578,143.3848419189453,12.00118350982666,219.6262664794922,19.82083511352539,37.49623489379883,255.7700042724609
2019-01-04,76.61331176757812,121.44000244140625,149.51956176757812,12.332160949707031,226.9828338623047,19.910009384155273,38.71928405761719,257.8900146484375
2019-01-07,76.61331176757812,121.86000061035156,151.29965209960938,12.415557861328125,228.77256774902344,19.94243812561035,38.83998489379883,261.57000732421875
2019-01-08,76.61331176757812,121.52999877929688,152.668212890625,12.532831192016602,230.9219207763672,19.982969284057617,39.12161636352539,259.6499938964844
2019-01-09,76.61331176757812,122.30999755859375,153.9123992919922,12.543254852294922,232.00112915039062,20.015399932861328,39.64461898803711,265.6000061035156
2019-01-10,76.62169647216797,121.58999633789062,154.35260009765625,12.597984313964844,232.8195343017578,20.023502349853516,39.77336883544922,265.54998779296875
2019-01-11,76.63843536376953,121.80000305175781,153.78797912597656,12.61362361907959,232.9094696044922,20.015399932861328,39.5158805847168,267.1300048828125
2019-01-14,76.63006591796875,122.08999633789062,152.4290008544922,12.55628776550293,231.48851013183594,19.94243812561035,39.34690475463867,264.989990234375
2019-01-15,76.64680480957031,121.87999725341797,155.4053497314453,12.579743385314941,234.14151000976562,19.97486686706543,39.59634017944336,269.92999267578125
2019-01-16,76.6551742553711,122.2699966430664,155.37667846679688,12.535440444946289,234.70814514160156,20.007286071777344,39.75727462768555,271.2300109863281
2019-01-17,76.67192077636719,122.11000061035156,156.6017303466797,12.624045372009277,236.48883056640625,20.096466064453125,39.934295654296875,271.8800048828125
2019-01-18,76.67192077636719,121.0199966430664,158.1521453857422,12.832535743713379,239.6364288330078,20.218069076538086,40.256141662597656,273.8800048828125
2019-01-22,76.6803207397461,121.44999694824219,154.9842987060547,12.660531044006348,236.3988494873047,20.08025360107422,39.64461898803711,272.7099914550781
2019-01-23,76.6803207397461,121.27999877929688,155.1852569580078,12.710047721862793,236.89353942871094,20.13699722290039,39.88600540161133,273.8699951171875
2019-01-24,76.70541381835938,121.08999633789062,156.1901397705078,12.749139785766602,237.01939392089844,20.209959030151367,40.030845642089844,276.6099853515625
2019-01-25,76.69702911376953,122.86000061035156,158.05638122558594,12.796051025390625,239.02491760253906,20.209959030151367,40.4734001159668,281.6700134277344
2019-01-28,76.70541381835938,123.29000091552734,156.10398864746094,12.723077774047852,237.20826721191406,20.120784759521484,40.256141662597656,281.6400146484375
2019-01-29,76.70541381835938,123.9800033569336,154.63021850585938,12.738718032836914,236.89353942871094,20.16132164001465,40.33661651611328,283.0
2019-01-30,76.72217559814453,124.69000244140625,158.5636444091797,12.858595848083496,240.64369201660156,20.347776412963867,40.81939697265625,286.6199951171875
2019-01-31,76.72217559814453,124.75,160.9371337890625,12.981085777282715,242.75723266601562,20.534229278564453,40.90790939331055,285.8900146484375
2019-02-01,76.7297134399414,124.5,160.25758361816406,13.012356758117676,242.87416076660156,20.420734405517578,40.84354019165039,285.7900085449219
2019-02-04,76.73812103271484,123.95999908447266,162.2482452392578,13.087937355041504,244.5828399658203,20.453157424926758,40.98032760620117,285.7900085449219
2019-02-05,76.73812103271484,124.27999877929688,163.683837890625,13.121813774108887,245.60809326171875,20.566652297973633,41.34241485595703,285.7900085449219
2019-02-06,76.75491333007812,123.44000244140625,163.19577026367188,13.168725967407227,245.28428649902344,20.534229278564453,41.052738189697266,285.7900085449219
2019-02-07,76.75491333007812,123.73999786376953,161.0040740966797,13.077512741088867,242.94602966308594,20.485591888427734,40.51362609863281,285.6499938964844
2019-02-08,76.77168273925781,124.20999908447266,161.31993103027344,13.077512741088867,243.2427978515625,20.509906768798828,40.36075210571289,281.489990234375
2019-02-11,76.76327514648438,123.5999984741211,161.16677856445312,13.1035737991333,243.37770080566406,20.501802444458008,40.28028869628906,282.1000061035156
2019-02-12,76.78007507324219,123.86000061035156,163.54986572265625,13.291213035583496,246.50743103027344,20.67203712463379,40.70674514770508,283.69000244140625
2019-02-13,76.78007507324219,123.37000274658203,163.66465759277344,13.366791725158691,247.3077850341797,20.63961410522461,40.65041732788086,284.9700012207031
2019-02-14,76.7968521118164,124.05999755859375,163.8656768798828,13.325090408325195,246.75921630859375,20.67203712463379,40.66651153564453,288.67999267578125
2019-02-15,76.7968521118164,124.80000305175781,164.55470275878906,13.478852272033691,249.44815063476562,20.83417510986328,41.07687759399414,283.9800109863281
2019-02-19,76.81362915039062,126.69999694824219,164.8801727294922,13.530976295471191,249.8798828125,20.866601943969727,41.294124603271484,284.9100036621094
2019-02-20,76.81362915039062,126.4800033569336,164.85142517089844,13.528366088867188,250.38356018066406,20.866601943969727,41.487247467041016,288.3999938964844
2019-02-21,76.82201385498047,125.05000305175781,164.24851989746094,13.478852272033691,249.4931640625,20.753108978271484,41.35849380493164,288.4100036621094
2019-02-22,76.83878326416016,125.5,165.4639129638672,13.575277328491211,251.04005432128906,20.87470817565918,41.615989685058594,288.739990234375
2019-02-25,76.83043670654297,125.37000274658203,166.06686401367188,13.575277328491211,251.38172912597656,20.8828125,41.80105209350586,289.0
2019-02-26,76.83878326416016,125.58000183105469,166.23916625976562,13.544008255004883,251.20188903808594,20.915241241455078,41.94590759277344,287.8900146484375
2019-02-27,76.84716796875,124.69000244140625,166.1338348388672,13.510127067565918,251.093994140625,20.817956924438477,41.74473190307617,288.760009765625
2019-02-28,76.86398315429688,123.98999786376953,165.75106811523438,13.50752067565918,250.62632751464844,20.736892700195312,41.57575988769531,283.79998779296875
2019-03-01,76.87236785888672,121.87999725341797,166.89952087402344,13.562251091003418,252.19119262695312,20.777427673339844,41.688419342041016,283.79998779296875
2019-03-04,76.8639907836914,121.55999755859375,166.92823791503906,13.510127067565918,251.27378845214844,20.761219024658203,41.640132904052734,282.510009765625
2019-03-05,76.87236785888672,121.72000122070312,167.05264282226562,13.478852272033691,250.9320526123047,20.79364013671875,41.720584869384766,280.45001220703125
2019-03-06,76.88080596923828,121.61000061035156,166.10519409179688,13.42673110961914,249.41220092773438,20.720680236816406,41.58380889892578,279.8500061035156
2019-03-07,76.8976058959961,121.51000213623047,164.06668090820312,13.335515022277832,247.32577514648438,20.67203712463379,41.028602600097656,278.8699951171875
2019-03-08,76.90599822998047,122.83999633789062,163.81784057617188,13.29642391204834,246.83103942871094,20.680143356323242,40.940093994140625,274.8399963378906
2019-03-11,76.90599822998047,122.23999786376953,167.22486877441406,13.484065055847168,250.41050720214844,20.826065063476562,41.42287826538086,275.0599975585937
2019-03-12,76.9144058227539,122.9800033569336,168.14366149902344,13.50230884552002,251.3546905517578,20.939563751220703,41.487247467041016,277.7300109863281
2019-03-13,76.92282104492188,123.83999633789062,169.40695190429688,13.588313102722168,253.01861572265625,21.012523651123047,41.74473190307617,276.0
2019-03-14,76.92282104492188,122.41000366210938,169.11990356445312,13.549220085144043,252.85667419433594,20.947668075561523,41.68035888671875,276.6400146484375
2019-03-15,76.93122100830078,122.97000122070312,170.68943786621094,13.62218952178955,254.10594177246094,21.085481643676758,42.10682678222656,279.8699951171875
2019-03-18,76.93960571289062,123.04000091552734,171.09591674804688,13.689950942993164,255.02734375,21.109804153442383,42.34821701049805,279.92999267578125
2019-03-19,76.93960571289062,123.37999725341797,171.67120361328125,13.674310684204102,255.09056091308594,21.085481643676758,42.38844680786133,279.82000732421875
2019-03-20,76.93960571289062,124.18000030517578,172.35195922851562,13.588253021240234,254.32273864746094,21.174657821655273,42.39649200439453,279.9200134277344
2019-03-21,76.96483612060547,123.68000030517578,175.04617309570312,13.73780345916748,257.1951904296875,21.32868194580078,42.404537200927734,282.3800048828125
2019-03-22,76.96483612060547,123.97000122070312,171.20138549804688,13.541025161743164,252.2451171875,21.22329330444336,41.49529266357422,283.1300048828125
2019-03-25,76.96483612060547,124.91999816894531,170.87539672851562,13.51216983795166,252.055419921875,21.239505767822266,41.53242874145508,277.45001220703125
2019-03-26,76.9732666015625,124.30000305175781,171.67120361328125,13.666964530944824,253.93434143066406,21.30436134338379,41.774600982666016,277.6000061035156
2019-03-27,76.98165130615234,123.6500015258789,170.56863403320312,13.614492416381836,252.60653686523438,21.312471389770508,41.645442962646484,277.2799987792969
2019-03-28,76.99846649169922,121.9000015258789,170.96168518066406,13.643352508544922,253.56390380859375,21.370290756225586,41.66966247558594,275.0799865722656
2019-03-29,76.99846649169922,122.01000213623047,172.25607299804688,13.716818809509277,255.1627655029297,21.435447692871094,41.895694732666016,276.4800109863281
2019-04-01,77.01195526123047,121.52999877929688,174.53797912597656,13.874241828918457,258.1888122558594,21.49245262145996,42.43653106689453,280.32000732421875
2019-04-02,77.00352478027344,121.9800033569336,175.19955444335938,13.832265853881836,258.3153076171875,21.516883850097656,42.476890563964844,281.7200012207031
2019-04-03,77.01195526123047,121.80000305175781,176.20626831054688,13.855870246887207,258.72174072265625,21.476163864135742,42.7432861328125,285.6499938964844
2019-04-04,77.03719329833984,122.11000061035156,176.13916015625,13.93195915222168,259.4083251953125,21.5250301361084,42.783653259277344,286.1499938964844
2019-04-05,77.03719329833984,121.9800033569336,177.05003356933594,13.984435081481934,260.6638488769531,21.630903244018555,42.89666748046875,286.67999267578125
2019-04-08,77.03719329833984,122.51000213623047,177.50064086914062,14.034284591674805,260.8626708984375,21.59018898010254,42.888587951660156,286.3800048828125
2019-04-09,77.045654296875,123.1500015258789,176.87745666503906,13.913593292236328,259.5257263183594,21.5250301361084,42.751365661621094,286.7099914550781
2019-04-10,77.045654296875,123.52999877929688,177.82667541503906,13.93195915222168,260.4109191894531,21.598329544067383,42.88051986694336,287.9200134277344
2019-04-11,77.07090759277344,121.94999694824219,177.40475463867188,13.973939895629883,260.3386535644531,21.565752029418945,42.73521423339844,287.4200134277344
2019-04-12,77.07090759277344,121.83000183105469,178.1718292236328,14.06314754486084,262.1001281738281,21.58203887939453,43.058109283447266,288.3699951171875
2019-04-15,77.07931518554688,121.5999984741211,178.20057678222656,14.07626724243164,261.9284973144531,21.59018898010254,43.01774978637695,289.3800048828125
2019-04-16,77.07931518554688,120.51000213623047,178.81422424316406,14.18646240234375,262.1001281738281,21.54132080078125,43.1791877746582,290.6199951171875
2019-04-17,77.0961685180664,120.27999877929688,179.43740844726562,14.225818634033203,261.4588623046875,21.516883850097656,43.227638244628906,290.3299865722656
2019-04-18,77.10458374023438,120.37000274658203,179.6675262451172,14.223196983337402,261.9736633300781,21.58203887939453,43.19533920288086,285.82000732421875
2019-04-22,77.10458374023438,120.37000274658203,180.17567443847656,14.22844123840332,262.199462890625,21.565752029418945,43.1146125793457,285.8699951171875
2019-04-23,77.10458374023438,120.12000274658203,182.4671630859375,14.325521469116211,264.5570983886719,21.736778259277344,43.21955871582031,286.4700012207031
2019-04-24,77.12144470214844,120.47000122070312,181.89190673828125,14.312397956848145,263.9699401855469,21.81007957458496,42.807861328125,283.70001220703125
2019-04-25,77.13825225830078,120.56999969482422,182.6301727294922,14.094632148742676,263.807373046875,21.76935386657715,42.73521423339844,282.8299865722656
2019-04-26,77.12985229492188,121.37000274658203,182.79318237304688,14.099879264831543,265.035888671875,21.850799560546875,42.961238861083984,281.3399963378906
2019-04-29,77.13825225830078,120.83000183105469,183.14793395996094,14.07626724243164,265.4513244628906,21.842653274536133,43.06618118286133,286.7900085449219
2019-04-30,77.14669799804688,121.19999694824219,181.72891235351562,14.15760326385498,265.5868835449219,21.891517639160156,43.058109283447266,284.9200134277344
2019-05-01,77.15007781982422,120.4000015258789,181.14407348632812,14.034284591674805,263.5905456542969,21.79378890991211,42.832088470458984,284.9200134277344
2019-05-02,77.15850067138672,119.94000244140625,180.3578643798828,14.050029754638672,263.02142333984375,21.712345123291016,42.76749801635742,286.1199951171875
2019-05-03,77.16693115234375,120.6500015258789,183.23422241210938,14.165475845336914,265.5958557128906,21.875226974487305,43.20341110229492,283.6700134277344
2019-05-06,77.17539978027344,120.80999755859375,182.1124267578125,14.078890800476074,264.5028991699219,21.883378982543945,42.6787109375,283.6700134277344
2019-05-07,77.183837890625,121.20999908447266,178.56491088867188,13.845380783081055,260.0858154296875,21.663480758666992,41.95219421386719,281.3099975585937
2019-05-08,77.183837890625,120.91000366210938,178.11431884765625,13.816515922546387,259.724365234375,21.598329544067383,41.992557525634766,280.1499938964844
2019-05-09,77.19226837158203,121.19999694824219,177.15548706054688,13.745677947998047,258.93865966796875,21.59018898010254,41.65351486206055,271.0
2019-05-10,77.20912170410156,121.43000030517578,177.3760223388672,13.819144248962402,260.2393798828125,21.598329544067383,41.960262298583984,272.0599975585937
2019-05-13,77.20069122314453,122.66999816894531,171.22061157226562,13.525285720825195,253.69943237304688,21.362144470214844,40.91086196899414,268.7200012207031
2019-05-14,77.20912170410156,122.45999908447266,173.0998077392578,13.619735717773438,255.9938507080078,21.435447692871094,41.32254409790039,268.57000732421875
2019-05-15,77.21758270263672,122.38999938964844,175.5447235107422,13.690580368041992,257.4933166503906,21.606468200683594,41.451698303222656,269.6400146484375
2019-05-16,77.22600555419922,121.51000213623047,177.3088836669922,13.729935646057129,259.8780517578125,21.663480758666992,41.645442962646484,265.989990234375
2019-05-17,77.23441314697266,120.6500015258789,175.4967803955078,13.653849601745605,258.1978454589844,21.58203887939453,41.2983283996582,264.3500061035156
2019-05-20,77.24287414550781,120.63999938964844,172.53411865234375,13.577757835388184,256.49066162109375,21.468021392822266,41.136878967285156,264.9599914550781
2019-05-21,77.24287414550781,120.36000061035156,174.33663940429688,13.677457809448242,258.80303955078125,21.565752029418945,41.411354064941406,266.1199951171875
2019-05-22,77.25975799560547,120.23999786376953,173.56002807617188,13.624982833862305,258.0081787109375,21.573894500732422,41.27411651611328,266.6499938964844
2019-05-23,77.27664184570312,121.16999816894531,170.9041748046875,13.493800163269043,254.85569763183594,21.49245262145996,40.85435104370117,266.3800048828125
2019-05-24,77.27664184570312,121.30000305175781,170.81788635253906,13.485928535461426,255.43373107910156,21.565752029418945,41.18531799316406,264.4200134277344
2019-05-28,77.28506469726562,120.83000183105469,170.17550659179688,13.276030540466309,253.05810546875,21.508737564086914,40.927005767822266,264.70001220703125
2019-05-29,77.28506469726562,120.87000274658203,168.7756805419922,13.244546890258789,251.35995483398438,21.354000091552734,40.78976821899414,261.3699951171875
2019-05-30,77.31039428710938,121.69000244140625,169.4851837158203,13.273406028747559,252.04640197753906,21.476163864135742,40.9350700378418,263.92999267578125
2019-05-31,77.31039428710938,123.33000183105469,166.7814178466797,13.081877708435059,248.6501007080078,21.42729949951172,40.72520446777344,263.8900146484375
2019-06-03,77.30701446533203,125.11000061035156,163.10923767089844,13.234052658081055,248.0177459716797,21.44358253479004,40.975433349609375,268.1600036621094
2019-06-04,77.32392120361328,125.1500015258789,167.70181274414062,13.504295349121094,253.40139770507812,21.663480758666992,41.37904739379883,267.6600036621094
2019-06-05,77.32392120361328,125.47000122070312,168.94830322265625,13.556770324707031,255.596435546875,21.77750015258789,41.28218078613281,267.989990234375
2019-06-06,77.34925842285156,125.87999725341797,170.2905731201172,13.65647029876709,257.2584533691406,21.875226974487305,41.37904739379883,267.989990234375
2019-06-07,77.34083557128906,126.58999633789062,173.5792236328125,13.745677947998047,259.8328552246094,22.054405212402344,41.85532760620117,268.2699890136719
2019-06-10,77.35775756835938,125.33000183105469,175.60226440429688,13.798151969909668,261.025146484375,22.02996826171875,42.024837493896484,272.1000061035156
2019-06-11,77.34925842285156,125.18000030517578,175.84190368652344,13.827014923095703,260.9619140625,22.046255111694336,42.29930114746094,273.2099914550781
2019-06-12,77.35775756835938,125.83000183105469,174.82565307617188,13.7876558303833,260.5013732910156,22.046255111694336,41.92796325683594,272.739990234375
2019-06-13,77.38309478759766,126.5999984741211,175.8611297607422,13.879485130310059,261.57623291015625,22.11956024169922,41.976417541503906,271.1300048828125
2019-06-14,77.39152526855469,126.55999755859375,175.11329650878906,13.832265853881836,261.287109375,22.11956024169922,41.63737487792969,270.4800109863281
2019-06-17,77.39152526855469,126.4800033569336,176.1679229736328,13.79552936553955,261.3865051269531,22.168418884277344,41.6777229309082,270.0899963378906
2019-06-18,77.39152526855469,127.12000274658203,178.7279052734375,13.921466827392578,264.12347412109375,22.33944320678711,42.339664459228516,271.3599853515625
2019-06-19,77.40843200683594,127.88999938964844,179.39906311035156,13.950323104858398,264.71966552734375,22.412744522094727,42.62220001220703,275.3099975585937
2019-06-20,77.41693878173828,131.11000061035156,181.06736755371094,14.089385032653809,267.2489013671875,22.583772659301758,43.074256896972656,276.010009765625
2019-06-21,77.41693878173828,131.97999572753906,180.7989044189453,14.073643684387207,266.8604431152344,22.486040115356445,42.90358352661133,275.4800109863281
2019-06-24,77.4253921508789,133.94000244140625,180.80470275878906,14.023792266845703,266.5336608886719,22.502330780029297,42.944419860839844,275.5799865722656
2019-06-25,77.4253921508789,134.1999969482422,177.700927734375,13.945079803466797,263.91943359375,22.412744522094727,42.64228439331055,275.2799987792969
2019-06-26,77.44227600097656,132.97000122070312,178.52732849121094,13.945343971252441,263.6562805175781,22.34758949279785,42.77293014526367,275.5299987792969
2019-06-27,77.44227600097656,132.83999633789062,179.20956420898438,13.982370376586914,264.59112548828125,22.43671417236328,42.9117546081543,277.75
2019-06-28,77.45071411132812,133.1999969482422,179.44017028808594,14.035261154174805,265.95269775390625,22.51030921936035,43.07508850097656,277.5
2019-07-01,77.44651794433594,130.6199951171875,181.86166381835938,14.151629447937012,268.3671875,22.592073440551758,43.328216552734375,277.2699890136719
2019-07-02,77.45494842529297,133.41000366210938,182.58233642578125,14.146336555480957,269.0660705566406,22.731075286865234,43.48336410522461,275.9700012207031
2019-07-03,77.48039245605469,133.6300048828125,183.9564208984375,14.257413864135742,271.2173156738281,22.886430740356445,43.63851547241211,272.3699951171875
2019-07-05,77.47190856933594,132.13999938964844,183.58169555664062,14.215099334716797,270.9087219238281,22.682018280029297,43.35271453857422,274.3500061035156
2019-07-08,77.47190856933594,131.2899932861328,182.29409790039062,14.159563064575195,269.4200134277344,22.624780654907227,43.0832405090332,268.54998779296875
2019-07-09,77.48039245605469,131.75,183.20693969726562,14.098734855651855,269.75592041015625,22.63295555114746,42.91992950439453,267.7200012207031
2019-07-10,77.48881530761719,133.8300018310547,185.0326690673828,14.138406753540039,271.0447692871094,22.682018280029297,43.11589050292969,268.75
2019-07-11,77.50578308105469,132.6999969482422,184.8981170654297,14.180720329284668,271.68023681640625,22.60842514038086,43.1403923034668,271.7799987792969
2019-07-12,77.5142593383789,133.52999877929688,185.9647216796875,14.299731254577637,272.8965148925781,22.698368072509766,43.173072814941406,272.67999267578125
2019-07-15,77.5142593383789,133.52999877929688,186.56051635742188,14.320887565612793,272.9873352050781,22.7392520904541,43.246559143066406,272.6400146484375
2019-07-16,77.52271270751953,132.39999389648438,185.59959411621094,14.312952041625977,272.1068420410156,22.682018280029297,43.10774230957031,274.04998779296875
2019-07-17,77.52271270751953,134.5800018310547,184.68679809570312,14.199234008789062,270.2551574707031,22.673839569091797,43.02607727050781,271.4800109863281
2019-07-18,77.54813385009766,136.47999572753906,184.8981170654297,14.246838569641113,271.2444763183594,22.722898483276367,43.16489028930664,270.6700134277344
2019-07-19,77.54813385009766,134.47000122070312,183.543212890625,14.215099334716797,269.7379150390625,22.624780654907227,43.02607727050781,274.54998779296875
2019-07-22,77.54813385009766,134.4499969482422,185.00379943847656,14.207167625427246,270.40045166015625,22.673839569091797,43.09140396118164,274.54998779296875
2019-07-23,77.53968048095703,133.69000244140625,186.214599609375,14.360555648803711,272.33380126953125,22.763782501220703,43.27921676635742,275.9200134277344
2019-07-24,77.55664825439453,134.3699951171875,187.52139282226562,14.50337028503418,273.6136474609375,22.861900329589844,43.27921676635742,273.2200012207031
2019-07-25,77.57357025146484,133.4199981689453,185.74375915527344,14.48750114440918,272.3065185546875,22.747432708740234,42.87909698486328,273.0400085449219
2019-07-26,77.56507110595703,133.63999938964844,187.65594482421875,14.556262969970703,274.1310729980469,22.853729248046875,42.993412017822266,272.25
2019-07-29,77.58200073242188,134.52999877929688,187.01211547851562,14.550973892211914,273.6318054199219,22.829193115234375,43.00973892211914,267.75
2019-07-30,77.58200073242188,134.97999572753906,186.2049560546875,14.49543571472168,272.96002197265625,22.788314819335938,42.54429626464844,268.95001220703125
2019-07-31,77.59046936035156,133.2100067138672,183.6297149658203,14.267993927001953,269.9737243652344,22.706544876098633,42.217647552490234,266.3399963378906
2019-08-01,77.61170196533203,136.41000366210938,182.7168731689453,14.064353942871094,267.62286376953125,22.780134201049805,41.907344818115234,265.7300109863281
2019-08-02,77.61170196533203,135.88999938964844,180.0263214111328,13.990302085876465,265.6078186035156,22.706544876098633,41.597049713134766,262.989990234375
2019-08-05,77.60319519042969,137.7899932861328,173.6651153564453,13.596246719360352,257.62017822265625,22.477602005004883,40.46199035644531,257.19000244140625
2019-08-06,77.61170196533203,138.91000366210938,176.09622192382812,13.71260929107666,261.2327575683594,22.657485961914062,40.804954528808594,253.41000366210935
2019-08-07,77.62862396240234,141.02000427246094,177.0474853515625,13.754925727844238,261.38702392578125,22.722898483276367,40.98459243774414,252.0
2019-08-08,77.63713836669922,141.72999572753906,180.9007568359375,13.992945671081543,266.51544189453125,22.960020065307617,41.45822525024414,252.3999938964844
2019-08-09,77.62862396240234,141.25999450683594,179.19996643066406,13.831621170043945,264.7000732421875,22.87007713317871,41.13975524902344,254.8500061035156
2019-08-12,77.64564514160156,142.6300048828125,177.14361572265625,13.686165809631348,261.477783203125,22.894609451293945,40.73963165283203,255.3500061035156
2019-08-13,77.65409851074219,141.77999877929688,181.0256805419922,13.873940467834473,265.54425048828125,23.017261505126953,41.18874740600586,252.8300018310547
2019-08-14,77.64564514160156,142.75,175.61572265625,13.522198677062988,257.6927185058594,22.780134201049805,40.02919387817383,254.8600006103516
2019-08-15,77.67955017089844,143.6999969482422,175.41395568847656,13.551290512084961,258.37353515625,22.968198776245117,40.176177978515625,254.8600006103516
2019-08-16,77.67110443115234,142.77999877929688,178.22943115234375,13.78930950164795,262.18585205078125,23.08266830444336,40.68246078491211,253.8999938964844
2019-08-19,77.67110443115234,141.11000061035156,181.06407165527344,13.969146728515625,265.3446044921875,23.131732940673828,40.878448486328125,255.1100006103516
2019-08-20,77.67955017089844,142.2100067138672,179.66114807128906,13.884516716003418,263.3114013671875,23.09084701538086,40.796783447265625,258.04998779296875
