,SPY,QQQ,GLD,KOSPI,CAGR,MDD,Sharpe
142,50,35,10,5,0.139398170218078,-0.26311994459984944,0.616590355977433
143,55,35,5,5,0.14093514820686104,-0.2772060878840922,0.5943335097234927
144,10,40,20,30,0.11112834953288475,-0.22527908419540488,0.572089394904524
145,15,40,15,30,0.11342845868154106,-0.2392651879772364,0.5650312551935031
146,15,40,20,25,0.11658361149107477,-0.2256086730557395,0.6055326714211353
147,20,40,10,30,0.11557242521453293,-0.25312754418086436,0.5540672646993461
148,20,40,15,25,0.11880734111760294,-0.23968490290881317,0.5943628639161043
149,20,40,20,20,0.12190152635616536,-0.22605889490759024,0.6314395671926536
150,25,40,5,30,0.11755926466660127,-0.26686384413453057,0.5403166870820548
151,25,40,10,25,0.12087382303597849,-0.25363389141690096,0.5798789705040361
152,25,40,15,20,0.12404778428072905,-0.24022293647014215,0.6168723197030322
153,25,40,20,15,0.12707990555344595,-0.226629507202591,0.6500895842957343
154,30,40,5,25,0.12278210091536557,-0.2674533907966673,0.563169555015301
155,30,40,10,20,0.12603571503899258,-0.25425625320723355,0.5995987342516619
156,30,40,15,15,0.1291476236683906,-0.2408790163963298,0.6329432921560775
157,30,40,20,10,0.1321166050731628,-0.22732022561776988,0.6621648593011245
158,35,40,5,20,0.12786439093294955,-0.2681566592425917,0.5806240957484033
159,35,40,10,15,0.13105596135279995,-0.25499432877823514,0.6136478649801658
160,35,40,15,10,0.13410474002194195,-0.241652829487498,0.6432478095613444
161,35,40,20,5,0.13700952679769918,-0.22813072423354896,0.6685747629015226
162,40,40,5,15,0.13280402003050984,-0.2689733213778489,0.5930977218130098
163,40,40,10,10,0.13593246801960257,-0.2558477772584983,0.6226505334996801
164,40,40,15,5,0.13891706064223985,-0.24254402179853574,0.6486057257241606
165,45,40,5,10,0.1375989200911225,-0.2699030098445476,0.6011496663627588
166,45,40,10,5,0.14066318829824098,-0.2568162178798341,0.6273255245279666
167,50,40,5,5,0.14224707086107835,-0.27094531823310963,0.6053994238859447
168,5,45,20,30,0.11204940238221872,-0.22092303663673285,0.5736028532770304
169,10,45,15,30,0.11439568953876789,-0.23331559197586071,0.5684390914639248
170,10,45,20,25,0.11753781036807887,-0.2195569963432097,0.607989654978965
171,15,45,10,30,0.11658584327931076,-0.24720659522573896,0.5590702419429671
172,15,45,15,25,0.1198078870631043,-0.2336620636613712,0.5986810619221509
173,15,45,20,20,0.12288897184225389,-0.2199328520990268,0.6349463305197989
174,20,45,5,30,0.1186188632638514,-0.26097345436805774,0.5465967494437841
175,20,45,10,25,0.12192071707882102,-0.24764183760038982,0.5857112364586764
176,20,45,15,20,0.1250817382969689,-0.234127903205264,0.6221268005705398
177,20,45,20,15,0.12810068834904764,-0.22043016909979551,0.6546565302336402
178,25,45,5,25,0.1238753281219116,-0.2614940040469341,0.5701766126891935
179,25,45,10,20,0.12711617037111433,-0.24819414652714966,0.6062337212563147
180,25,45,15,15,0.13021506876780298,-0.2347128626829137,0.6390893835381201
181,25,45,20,10,0.13317080590340846,-0.22104868771543273,0.6677230259934069
182,30,45,5,20,0.12899132431982774,-0.2621293295534586,0.5883010996538939
183,30,45,10,15,0.13217005322927333,-0.24886324483665467,0.6210106312303808
184,30,45,15,10,0.1352057491558305,-0.23541665283977442,0.6501888303961764
185,30,45,20,5,0.13809721632307714,-0.22178810631649193,0.6750020051545373
186,35,45,5,15,0.13396472702947682,-0.26287912567111194,0.6013565385341021
187,35,45,10,10,0.13708026155150588,-0.2496488148650884,0.6306346797388314
188,35,45,15,5,0.14005169661468742,-0.23623894327156303,0.6562149105364139
189,40,45,5,10,0.13879345791008713,-0.263743047521825,0.6098849376628366
190,40,45,10,5,0.141844738369874,-0.2505504986459126,0.6358100923665134
191,45,45,5,5,0.14347548640468433,-0.2647207107687639,0.6145009556737752
192,0,50,20,30,0.11288854928544456,-0.21670969495918901,0.5718758134671232
193,5,50,15,30,0.115280921125543,-0.22741314454420536,0.5687871731534061
194,5,50,20,25,0.11840975332441217,-0.2136334726287693,0.6070968335306408
195,10,50,10,30,0.1175171799953687,-0.24133083989617232,0.5612541462308418
196,10,50,15,25,0.12072608873228874,-0.2276852474474531,0.599889587881964
197,10,50,20,20,0.12379382005656714,-0.2138536736124872,0.6350888740837999
198,15,50,5,30,0.11959630972077973,-0.2551263435107717,0.5503268526650604
199,15,50,10,25,0.12288518979791396,-0.24169385999291826,0.588717467742405
200,15,50,15,20,0.12603301171148829,-0.2280777549127383,0.6243017446920628
201,15,50,20,15,0.12903854126857395,-0.2142765363043131,0.655931985539785
202,20,50,5,25,0.12488606830385462,-0.25557678731380207,0.5746544735161075
203,20,50,10,20,0.12811387313997846,-0.24217498666558046,0.6100996509106565
204,20,50,15,15,0.1311995057422115,-0.22859044374651094,0.6422546370275807
205,20,50,20,10,0.1341417531207474,-0.2148216838098551,0.670132251036436
206,25,50,5,20,0.13003544458642002,-0.25614304955436784,0.5935188742221711
207,25,50,10,15,0.13320107015844496,-0.24277396673733154,0.6257131063865902
208,25,50,15,10,0.13622343156250727,-0.2292230490348267,0.6542992898685402
209,25,50,20,5,0.13910133748411213,-0.21548883919216744,0.678471182352741
210,30,50,5,15,0.13504230371926562,-0.25682484827945873,0.6072642036726978
211,30,50,10,10,0.13814466672472991,-0.243490506144466,0.6361042484806382
212,30,50,15,5,0.14110269629496686,-0.22997526431379933,0.6611771051580209
213,35,50,5,10,0.13990455725322226,-0.2576218614804521,0.616403131927947
214,35,50,10,5,0.14294259575852752,-0.24432427011870905,0.6419481306508314
215,40,50,5,5,0.14462016444065484,-0.2585337272867648,0.6215342424003236
216,0,55,15,30,0.11608396546984201,-0.22157349320573716,0.5662475440871322
217,0,55,20,25,0.11919925448052271,-0.20940255583502576,0.6030848692355851
218,5,55,10,30,0.11836624166128007,-0.23550173686814102,0.5607125132116971
219,5,55,15,25,0.1215617544894767,-0.2217559381043357,0.5981254505921129
220,5,55,20,20,0.12461588146960478,-0.20782286878334488,0.6320513581680459
221,10,55,5,30,0.12049140462505026,-0.24932395112605843,0.5515402377362372
222,10,55,10,25,0.12376704381895243,-0.2357914230485031,0.5889604422510238
223,10,55,15,20,0.12690140922932347,-0.22207398127126587,0.6234941223447542
224,10,55,20,15,0.12989327113707416,-0.20817012405659907,0.6540492483409874
225,15,55,5,25,0.1258141183680599,-0.2497031855268559,0.5766117222343522
226,15,55,10,20,0.12902862230398537,-0.23620024349971647,0.6112277631221801
227,15,55,15,15,0.13210073564310432,-0.22251325474615902,0.642496280482058
228,15,55,20,10,0.13502924991064447,-0.20864073467917899,0.6694770826571155
229,20,55,5,20,0.13099654496559743,-0.25019926919077773,0.5962628232021845
230,20,55,10,15,0.13414880743836521,-0.23672796942416552,0.627757624145093
231,20,55,15,10,0.13715758464698213,-0.22307351834933975,0.6556009808117066
232,20,55,20,5,0.14002168983389462,-0.20923444880740005,0.6790245763682832
233,25,55,5,15,0.13603653966694496,-0.2508119438124472,0.6107863762090077
234,25,55,10,10,0.13912547518528884,-0.2373743307493159,0.6390374817044469
235,25,55,15,5,0.14206985345005307,-0.2237544899554199,0.6634852078267766
236,30,55,5,10,0.14093200403132689,-0.2515409106409763,0.620654603460589
237,30,55,10,5,0.14395654846785177,-0.238139016300431,0.6456995002664416
238,35,55,5,5,0.1456808872344284,-0.2523858306643385,0.6264389348194398
239,0,60,10,30,0.11913284716244754,-0.22972074364185502,0.5576162924991586
240,0,60,15,25,0.12231470533008237,-0.21587561827479274,0.5936113912667522
241,0,60,20,20,0.125354979225764,-0.2020751775497328,0.6261093096102262
242,5,60,5,30,0.12130396114218978,-0.2435677159366627,0.5503395936673572
243,5,60,10,25,0.12456609439070876,-0.2299359903674395,0.5865817881388428
244,5,60,15,20,0.12768674822234716,-0.21611807109262327,0.619887502262804
245,5,60,20,15,0.1306646974887138,-0.20211244671686757,0.6492333417310342
246,10,60,5,25,0.12665928783445457,-0.24387464309162243,0.5761253908178198
247,10,60,10,20,0.12986022947928455,-0.23027138637505917,0.6097260541204781
248,10,60,15,15,0.13291857222293468,-0.2164827903015366,0.6399549022563142
249,10,60,20,10,0.1358331122012828,-0.20250736055447582,0.6659295485086422
250,15,60,5,20,0.13187443133691468,-0.24429943820059175,0.5965832287259953
251,15,60,10,15,0.1350130730579202,-0.23072672763130575,0.6272182721356805
252,15,60,15,10,0.13800801854778944,-0.2169695608480917,0.6541926533830178
253,15,60,20,5,0.14085808570024216,-0.20302646089498222,0.6767843789267812
254,20,60,5,15,0.1369472371182603,-0.2448418669883904,0.6119481427938482
255,20,60,10,10,0.140022491301512,-0.23130176844430772,0.6394774210739084
256,20,60,15,5,0.14295297461139111,-0.21757812534191956,0.6632007410203501
257,25,60,5,10,0.14187559686428153,-0.24550165434873472,0.6226425972721574
258,25,60,10,5,0.14488639725367802,-0.23199622162671085,0.6470809497203678
259,30,60,5,5,0.14665744978930784,-0.24627848451915513,0.6292006727795001
260,0,65,5,30,0.12203380508339334,-0.23785907547574614,0.546886309400719
261,0,65,10,25,0.12528216945242265,-0.2241290243414673,0.5817873664887294
262,0,65,15,20,0.12838885879624207,-0.21021151196086107,0.6137332931505562
263,0,65,20,15,0.13135265263332419,-0.1961050173982335,0.6417783120452419
264,5,65,5,25,0.12742139890474213,-0.23809260354163497,0.5733325892613942
265,5,65,10,20,0.13060851900809256,-0.22438988375161817,0.6057679553071854
266,5,65,15,15,0.13365284200304717,-0.21050054413320718,0.6348400654470505
267,5,65,20,10,0.13655316873105505,-0.1964230807539612,0.6597319503793788
268,10,65,5,20,0.13266892229622784,-0.2384450057672841,0.5945893556806415
269,10,65,10,15,0.1357936877660677,-0.22477171553044017,0.6242328644845349
270,10,65,15,10,0.13877455620581092,-0.2109126760253197,0.6502398267790426
271,10,65,20,5,0.14161035025409774,-0.19686640060905136,0.6719405645142116
272,15,65,5,15,0.13777421106821253,-0.23891607228863665,0.6108303759528445
273,15,65,10,10,0.14083553223419942,-0.22527429875456328,0.6375267843984194
274,15,65,15,5,0.1437518791446204,-0.21144767537669895,0.660447245904864
275,20,65,5,10,0.14273514715253866,-0.23950555202935087,0.622421452592371
276,20,65,10,5,0.14573195569508668,-0.22589737061631998,0.646163307307959
277,25,65,5,5,0.14754965991886348,-0.24021315286612255,0.6298506631203462
278,0,70,5,25,0.12810028652814198,-0.23235850918863965,0.5684183522572525
279,0,70,10,20,0.13127332802402303,-0.21855720284821634,0.599577022891174
280,0,70,15,15,0.13430338433856526,-0.2047086219739519,0.6274119636290768
281,0,70,20,10,0.13718926111302054,-0.19671026002201708,0.6511759786297038
282,5,70,5,20,0.13337984922235813,-0.2326374201711291,0.5904397142211675
283,5,70,10,15,0.13649048513807638,-0.21886440637614613,0.6189908217342429
284,5,70,15,10,0.13945703343008997,-0.2056827661122389,0.6439604529673163
285,5,70,20,5,0.14227832157489284,-0.19773512898998546,0.6647347690192648
286,10,70,5,15,0.1385172893286004,-0.23303601360987736,0.6075624542180981
287,10,70,10,10,0.14156442800376667,-0.2192934006121161,0.6333389701721835
288,10,70,15,5,0.14446639931630045,-0.20680368109771308,0.6553997337049496
289,15,70,5,10,0.143510479145597,-0.23355406284220903,0.6200915535766945
290,15,70,10,5,0.14649305026246173,-0.2198439475188263,0.6430652342827282
291,20,70,5,5,0.14835733831633213,-0.2341912997720973,0.6284624811921614
292,0,75,5,20,0.13400705634073984,-0.22687812843857158,0.5843298979976153
293,0,75,10,15,0.13710331163873812,-0.2151424626161622,0.6117187248212295
294,0,75,15,10,0.14005529896059699,-0.20722165636925838,0.6356085058066927
295,0,75,20,5,0.1428618507128796,-0.19930344309317238,0.6554424644707799
296,5,75,5,15,0.13917631259259466,-0.22720314391454977,0.6023123903425763
297,5,75,10,10,0.14220902155436055,-0.2161253324510024,0.6271064789385765
298,5,75,15,5,0.14509638035756778,-0.2082548704057111,0.6482716892670043
299,10,75,5,10,0.14420143000745544,-0.22764864533195728,0.6157917395546785
300,10,75,10,5,0.14716952038250342,-0.21725300230904143,0.6379444113996022
301,15,75,5,5,0.14908031862095417,-0.22821438900856517,0.6251465406552039
302,0,80,5,15,0.13975113449623322,-0.2255079913617476,0.5952756206874487
303,0,80,10,10,0.14276916881492796,-0.2176646033655234,0.6190482100570721
304,0,80,15,5,0.1456416805247629,-0.2098234595238061,0.6393012364977402
305,5,80,5,10,0.1448078498790084,-0.22649918736967134,0.6096901251112298
306,5,80,10,5,0.1477612185001762,-0.21870576233770422,0.6309872526860342
307,10,80,5,5,0.14971844748126495,-0.22763322641671935,0.6200429078026164
