,Final Wealth,XIRR (%),MDD (%),Sharpe,Sortino
Defensive: JEPI,82600.53918709685,17.733293389996298,-14.530379461115462,2.563742355766327,4.102906093157323
Defensive: BIL,82138.2562262488,17.570114094672377,-9.560310766219104,2.7946921977933514,4.682326394674506
Defensive: XLU,84405.97516896122,18.362511314711536,-14.013050880600186,2.56863803233354,4.089115070641482
