Date,BIL,GLD,JEPI,QQQ,SCHD,SPY,TLT,^KS200,^VIX
2020-05-21,78.47045135498047,162.25,30.789974212646484,221.31515502929688,13.7687406539917,271.8061828613281,139.47430419921875,263.739990234375,29.530000686645508
2020-05-22,78.46189880371094,163.2100067138672,30.88802146911621,222.07913208007812,13.78504753112793,272.3223876953125,140.3134002685547,259.6199951171875,28.15999984741211
2020-05-25,78.46189880371094,163.2100067138672,30.88802146911621,222.07913208007812,13.78504753112793,272.3223876953125,140.3134002685547,262.760009765625,28.15999984741211
2020-05-26,78.47045135498047,160.88999938964844,30.976806640625,221.4795684814453,14.029706001281738,275.67755126953125,138.43177795410156,267.30999755859375,28.010000228881836
2020-05-27,78.46189880371094,161.17999267578125,31.216672897338867,222.6882781982422,14.336891174316406,279.779296875,138.17745971679688,267.6400146484375,27.6200008392334
2020-05-28,78.46189880371094,161.72000122070312,31.53297996520996,222.39817810058594,14.25805377960205,279.26318359375,137.66896057128906,268.2900085449219,28.59000015258789
2020-05-29,78.46189880371094,162.91000366210938,31.566272735595703,225.65692138671875,14.277082443237305,280.5075378417969,138.65206909179688,268.32000732421875,27.510000228881836
2020-06-01,78.47045135498047,163.66000366210938,31.550249099731445,226.33383178710938,14.260771751403809,281.6412353515625,137.71859741210938,273.19000244140625,28.229999542236328
2020-06-02,78.47045135498047,162.60000610351562,31.58663558959961,227.85202026367188,14.472808837890625,283.9733581542969,137.21788024902344,276.0799865722656,26.84000015258789
2020-06-03,78.47045135498047,159.60000610351562,31.71734619140625,228.8770294189453,14.70659351348877,287.75250244140625,135.39324951171875,285.9100036621094,25.65999984741211
2020-06-04,78.47045135498047,161.27999877929688,31.534225463867188,227.2718505859375,14.750086784362793,286.99664306640625,133.43292236328125,286.45001220703125,25.809999465942383
2020-06-05,78.45329284667969,158.00999450683594,31.70500946044922,231.7780303955078,15.141536712646484,294.3522033691406,132.48248291015625,290.6199951171875,24.520000457763672
2020-06-08,78.46189880371094,159.72000122070312,31.648290634155273,233.57656860351562,15.359010696411133,297.9101867675781,132.99163818359375,290.7699890136719,25.809999465942383
2020-06-09,78.46189880371094,161.25999450683594,31.481185913085938,235.26885986328125,15.160564422607422,295.6887512207031,134.50225830078125,291.32000732421875,27.56999969482422
2020-06-10,78.47045135498047,163.57000732421875,31.51140594482422,238.0924530029297,14.96755599975586,294.0388488769531,136.4966278076172,291.8999938964844,27.56999969482422
2020-06-11,78.45329284667969,162.38999938964844,30.91206932067871,226.29518127441406,14.048736572265625,277.0877685546875,139.07644653320312,288.6199951171875,40.790000915527344
2020-06-12,78.47045135498047,162.6199951171875,30.78689193725586,228.09376525878906,14.179215431213379,280.4061279296875,137.73556518554688,281.7799987792969,36.09000015258789
2020-06-15,78.47045135498047,162.3300018310547,31.015052795410156,230.8690185546875,14.282519340515137,283.02386474609375,137.81192016601562,267.95001220703125,34.400001525878906
2020-06-16,78.47045135498047,162.25,31.229616165161133,234.83372497558594,14.57066822052002,288.4714660644531,135.6988525390625,282.5899963378906,33.66999816894531
2020-06-17,78.47045135498047,162.55999755859375,31.219135284423828,235.57827758789062,14.494555473327637,287.2732238769531,136.25894165039062,283.0199890136719,33.470001220703125
2020-06-18,78.46189880371094,162.24000549316406,31.25675392150879,236.2164764404297,14.480961799621582,287.3837890625,137.70162963867188,281.9100036621094,32.939998626708984
2020-06-19,78.46189880371094,164.02999877929688,31.233932495117188,236.1778106689453,14.391256332397461,285.7414245605469,137.81192016601562,283.3699951171875,35.119998931884766
2020-06-22,78.46189880371094,165.08999633789062,31.32396125793457,239.01023864746094,14.306981086730957,287.57452392578125,137.8289337158203,281.4200134277344,31.770000457763672
2020-06-23,78.46189880371094,166.47999572753906,31.328285217285156,241.04440307617188,14.350479125976562,288.8984680175781,136.886962890625,281.94000244140625,31.3700008392334
2020-06-24,78.46189880371094,165.89999389648438,31.002099990844727,236.0751495361328,13.890480995178223,281.52899169921875,138.3551025390625,286.70001220703125,33.84000015258789
2020-06-25,78.47045135498047,165.8000030517578,31.044649124145508,238.32244873046875,14.074149131774902,284.54718017578125,138.7539825439453,279.7300109863281,32.220001220703125
2020-06-26,78.46189880371094,166.5399932861328,30.648160934448242,232.69444274902344,13.715031623840332,277.7886657714844,140.23910522460938,283.3800048828125,34.72999954223633
2020-06-29,78.46189880371094,166.6300048828125,30.93735122680664,235.2323760986328,14.00561809539795,281.87152099609375,139.79782104492188,278.0400085449219,31.780000686645508
2020-06-30,78.46189880371094,167.3699951171875,31.407207489013672,239.84327697753906,14.186549186706543,285.482177734375,139.118896484375,280.0899963378906,30.43000030517578
