Strategy,CAGR (%),MDD (%),Sharpe,Trades
SMA 150 (MBB),12.739267721835134,-27.644966692511865,1.0342861983577845,76
SMA 150 (XLU),14.276954352025694,-36.65529405415303,0.9793167164512981,76
SMA 150 (BIL),12.931818586621247,-27.53333436122731,1.0636496833980946,76
Buy & Hold (QQQ),15.094046205980272,-29.619015961017027,0.9605650363489806,0
