Date,BIL,GLD,KS200,QQQ,SCHD,SPY,SWAN,VXUS
2018-03-23,75.5069808959961,127.61000061035156,,150.67462158203125,12.11496639251709,228.6592254638672,,43.261253356933594
2018-03-26,75.49871826171875,128.27999877929688,,156.2733612060547,12.410330772399902,234.91510009765625,,44.148292541503906
2018-03-27,75.51525115966797,127.48999786376953,,151.21640014648438,12.285566329956055,230.91880798339844,,43.67029571533203
2018-03-28,75.52349853515625,125.7300033569336,,149.4768524169922,12.328848838806152,230.23648071289062,,43.81917953491211
2018-03-29,75.53998565673828,125.79000091552734,,152.2145538330078,12.484169006347656,233.17828369140625,,44.31285858154297
2018-04-02,75.53585052490234,127.26000213623047,,147.8228759765625,12.188810348510742,228.14535522460938,,43.623287200927734
2018-04-03,75.52763366699219,126.30000305175781,,149.48635864257812,12.35685920715332,231.06939697265625,,44.03075408935547
2018-04-04,75.54412078857422,126.44999694824219,,151.8437957763672,12.501996040344238,233.54164123535156,,44.101280212402344
2018-04-05,75.55239868164062,125.80000305175781,,152.70880126953125,12.565652847290039,235.38475036621094,,44.391212463378906
2018-04-06,75.55239868164062,126.38999938964844,,148.8874969482422,12.31357479095459,230.13900756835938,,43.928890228271484
2018-04-09,75.56063842773438,126.81999969482422,,149.93321228027344,12.316120147705078,231.27325439453125,,44.25801086425781
2018-04-10,75.55239868164062,127.12000274658203,,153.24110412597656,12.49945068359375,234.95054626464844,,44.783016204833984
2018-04-11,75.56892395019531,128.11000061035156,,152.3570556640625,12.458709716796875,233.7188720703125,,44.649810791015625
2018-04-12,75.56892395019531,126.62000274658203,,154.19174194335938,12.527459144592285,235.64170837402344,,44.775177001953125
2018-04-13,75.56892395019531,127.44999694824219,,153.39321899414062,12.512179374694824,234.95054626464844,,44.704654693603516
2018-04-16,75.58541870117188,127.62999725341797,,154.5624237060547,12.639492988586426,236.88221740722656,,44.79085922241211
2018-04-17,75.58541870117188,127.75,,157.889404296875,12.71588134765625,239.41656494140625,,44.98675537109375
2018-04-18,75.57715606689453,127.8499984741211,,158.21266174316406,12.672595024108887,239.59371948242188,,45.24534606933594
2018-04-19,75.59368133544922,127.5999984741211,,156.7582244873047,12.509634017944336,238.26463317871094,,45.0494384765625
2018-04-20,75.59368133544922,126.62999725341797,,154.27719116210938,12.387415885925293,236.2442169189453,,44.7673454284668
2018-04-23,75.59368133544922,125.62000274658203,,153.88751220703125,12.395055770874023,236.2088165283203,,44.634117126464844
2018-04-24,75.60196685791016,126.2300033569336,,150.62704467773438,12.275378227233887,233.02774047851562,,44.446067810058594
2018-04-25,75.61021423339844,125.41000366210938,,150.8076629638672,12.33903694152832,233.60372924804688,,44.305023193359375
2018-04-26,75.61847686767578,124.97000122070312,,153.98255920410156,12.440885543823242,235.978515625,,44.62628936767578
2018-04-27,75.62672424316406,125.5,,154.0775909423828,12.46125602722168,236.19996643066406,,44.73600387573242
2018-04-30,75.61847686767578,124.58999633789062,,152.98446655273438,12.34412670135498,234.38339233398438,,44.5165901184082
2018-05-01,75.624267578125,123.70999908447266,,154.73353576660156,12.277926445007324,234.79991149902344,,44.41472244262695
2018-05-02,75.6325454711914,123.6500015258789,,153.82095336914062,12.15316390991211,233.2227020263672,,44.29718017578125
2018-05-03,75.6325454711914,124.27999877929688,,153.80197143554688,12.122608184814453,232.708740234375,,44.391212463378906
2018-05-04,75.64909362792969,124.54000091552734,,156.72023010253906,12.28302001953125,235.72154235839844,,44.52442932128906
2018-05-07,75.64909362792969,124.56999969482422,,158.02247619628906,12.267741203308105,236.51904296875,,44.45390701293945
2018-05-08,75.65734100341797,124.58999633789062,,157.8609161376953,12.267741203308105,236.51904296875,,44.571449279785156
2018-05-09,75.65734100341797,124.33000183105469,,159.58140563964844,12.349220275878906,238.80508422851562,,44.61845779418945
2018-05-10,75.65734100341797,125.18000030517578,,161.2354278564453,12.473984718322754,241.03807067871094,,45.08079147338867
2018-05-11,75.65734100341797,125.0,,161.08328247070312,12.527459144592285,241.77357482910156,,45.13564682006836
2018-05-14,75.65734100341797,124.48999786376953,,161.35897827148438,12.57838249206543,241.88873291015625,,45.18266296386719
2018-05-15,75.67388153076172,122.4800033569336,,159.5718536376953,12.501996040344238,240.22288513183594,,44.7595100402832
2018-05-16,75.68215942382812,122.29000091552734,,160.6270294189453,12.591114044189453,241.23300170898438,,44.978912353515625
2018-05-17,75.68215942382812,122.36000061035156,,160.00917053222656,12.614029884338379,241.02928161621094,,44.877044677734375
2018-05-18,75.6904067993164,122.41000366210938,,159.1821746826172,12.575836181640625,240.42666625976562,,44.681148529052734
2018-05-21,75.6904067993164,122.4800033569336,,160.0757598876953,12.69296646118164,242.23439025878906,,44.978912353515625
2018-05-22,75.6904067993164,122.41000366210938,,159.8665771484375,12.629308700561523,241.56089782714844,,44.9632453918457
2018-05-23,75.69871520996094,122.54000091552734,,161.21641540527344,12.654769897460938,242.22540283203125,,44.57927703857422
2018-05-24,75.71524810791016,123.58999633789062,,161.1688690185547,12.639492988586426,241.72927856445312,,44.42255401611328
2018-05-25,75.7235107421875,123.20999908447266,,161.33053588867188,12.629308700561523,241.15330505371094,,44.25801086425781
2018-05-29,75.7235107421875,123.19000244140625,,160.6175537109375,12.532549858093262,238.3798370361328,,43.388206481933594
2018-05-30,75.71524810791016,123.37000274658203,,161.76768493652344,12.710785865783691,241.56089782714844,,43.952396392822266
2018-05-31,75.73177337646484,123.0999984741211,,161.6631317138672,12.565652847290039,240.08114624023438,,43.787837982177734
2018-06-01,75.73676300048828,122.48999786376953,,164.20111083984375,12.685323715209961,242.43817138671875,,44.18748092651367
2018-06-04,75.74503326416016,122.37000274658203,,165.68408203125,12.751524925231934,243.5900421142578,,44.35203552246094
2018-06-05,75.74503326416016,122.8499984741211,,166.1973419189453,12.782082557678223,243.767333984375,,44.25801086425781
2018-06-06,75.73676300048828,122.91999816894531,,167.16696166992188,12.861011505126953,245.80535888671875,,44.71249771118164
2018-06-07,75.74503326416016,122.86000061035156,,165.8076629638672,12.896661758422852,245.77874755859375,,44.359867095947266
2018-06-08,75.76158142089844,123.01000213623047,,165.817138671875,12.955224990844727,246.50535583496094,,44.42255401611328
2018-06-11,75.76988220214844,123.2300033569336,,166.2638702392578,12.98068618774414,246.83323669433594,,44.61845779418945
2018-06-12,75.76988220214844,122.81999969482422,,167.13844299316406,12.988327026367188,247.1521453857422,,44.43040084838867
2018-06-13,75.76158142089844,123.19000244140625,,167.12893676757812,12.919573783874512,246.36358642578125,,44.399044036865234
2018-06-14,75.78645324707031,123.37999725341797,,168.82098388671875,12.919573783874512,246.98394775390625,,44.2344970703125
2018-06-15,75.78645324707031,121.33999633789062,,168.23158264160156,12.965407371520996,246.66871643066406,,43.93672180175781
2018-06-18,75.77814483642578,121.11000061035156,,168.13438415527344,12.853374481201172,246.16136169433594,,43.59193801879883
2018-06-19,75.7947006225586,120.80000305175781,,167.65811157226562,12.820273399353027,245.21792602539062,,43.137447357177734
2018-06-20,75.78645324707031,120.26000213623047,,168.84890747070312,12.817728042602539,245.6362762451172,,43.26282501220703
2018-06-21,75.7947006225586,120.05000305175781,,167.38186645507812,12.759163856506348,244.0964813232422,,42.863189697265625
2018-06-22,75.80301666259766,120.33999633789062,,167.0103759765625,12.817728042602539,244.54151916503906,,43.317108154296875
2018-06-25,75.819580078125,119.88999938964844,,163.24755859375,12.720973014831543,241.21255493164062,,42.72297668457031
2018-06-26,75.811279296875,119.26000213623047,,163.9144287109375,12.691704750061035,241.74659729003906,,42.77842330932617
2018-06-27,75.82784271240234,118.58000183105469,,161.6852569580078,12.59929084777832,239.7439422607422,,42.24766159057617
2018-06-28,75.82784271240234,118.22000122070312,,163.0760955810547,12.648061752319336,241.11465454101562,,42.461551666259766
2018-06-29,75.84442138671875,118.6500015258789,,163.5142822265625,12.6531982421875,241.46180725097656,,42.85763931274414
2018-07-02,75.83365631103516,117.45999908447266,,164.60977172851562,12.63266372680664,241.97799682617188,,42.40607833862305
2018-07-03,75.8502197265625,118.6500015258789,,162.70458984375,12.609559059143066,241.1236114501953,,42.50115203857422
2018-07-05,75.8502197265625,119.05000305175781,,164.72413635253906,12.743047714233398,243.09060668945312,,42.77842330932617
2018-07-06,75.86677551269531,118.86000061035156,,167.28659057617188,12.796960830688477,245.14675903320312,,43.00815963745117
2018-07-09,75.86677551269531,119.1500015258789,,168.79171752929688,12.876537322998047,247.35414123535156,,43.467628479003906
2018-07-10,75.87507629394531,118.93000030517578,,168.91555786132812,12.981788635253906,248.24424743652344,,43.467628479003906
2018-07-11,75.87507629394531,117.63999938964844,,168.0582275390625,12.866266250610352,246.42848205566406,,42.754642486572266
2018-07-12,75.87507629394531,118.12999725341797,,170.9541015625,12.930448532104492,248.66258239746094,,43.11907196044922
2018-07-13,75.88337707519531,117.61000061035156,,171.0969696044922,12.984354972839355,248.85841369628906,,43.25373840332031
2018-07-16,75.89169311523438,117.55000305175781,,170.6873779296875,12.948416709899902,248.6358642578125,,43.16659927368164
2018-07-17,75.89169311523438,116.27999877929688,,171.72572326660156,12.986924171447754,249.6416015625,,43.30919647216797
2018-07-18,75.89996337890625,116.30999755859375,,171.40184020996094,12.999756813049316,250.1667938232422,,43.3012580871582
2018-07-19,75.90825653076172,115.80999755859375,,170.5444793701172,13.007457733154297,249.22328186035156,,43.0794563293457
2018-07-20,75.91657257080078,116.55999755859375,,170.5063934326172,12.989487648010254,248.93844604492188,,43.41217041015625
2018-07-23,75.90825653076172,116.0,,171.04937744140625,12.981788635253906,249.4013214111328,,43.26957702636719
2018-07-24,75.92489624023438,116.04000091552734,,171.7543182373047,13.022863388061523,250.65631103515625,,43.594383239746094
2018-07-25,75.91657257080078,116.68000030517578,,174.15484619140625,13.099872589111328,252.79258728027344,,44.045928955078125
2018-07-26,75.92489624023438,115.7699966430664,,171.5161590576172,13.179450988769531,252.19613647460938,,43.816184997558594
2018-07-27,75.94144439697266,115.83000183105469,,169.20132446289062,13.117844581604004,250.48724365234375,,43.87956237792969
2018-07-30,75.93311309814453,115.6500015258789,,166.81031799316406,13.110142707824707,249.17881774902344,,43.9033317565918
2018-07-31,75.94975280761719,115.98999786376953,,168.08676147460938,13.228228569030762,250.4071502685547,,43.95086669921875
2018-08-01,75.95390319824219,115.13999938964844,,168.7250518798828,13.117844581604004,249.98875427246094,,43.75281524658203
2018-08-02,75.96219635009766,114.5199966430664,,171.0208282470703,13.179450988769531,251.35060119628906,,43.420101165771484
2018-08-03,75.96219635009766,114.91999816894531,,171.54470825195312,13.277002334594727,252.42764282226562,,43.52307891845703
2018-08-06,75.97050476074219,114.33000183105469,,172.55450439453125,13.297537803649902,253.35337829589844,,43.33295440673828
2018-08-07,75.97880554199219,114.58999633789062,,173.18321228027344,13.341180801391602,254.1899871826172,,43.57854080200195
2018-08-08,75.97050476074219,114.91000366210938,,173.39276123046875,13.330911636352539,254.0831756591797,,43.586463928222656
2018-08-09,75.97880554199219,114.73999786376953,,173.28802490234375,13.297537803649902,253.73602294921875,,43.467628479003906
2018-08-10,75.99542236328125,114.69000244140625,,171.9639129638672,13.212828636169434,252.03598022460938,,42.643760681152344
2018-08-13,76.00373077392578,112.95999908447266,,171.77334594726562,13.15634822845459,251.09246826171875,,42.31895065307617
2018-08-14,75.98712921142578,113.06999969482422,,172.84982299804688,13.233363151550293,252.69467163085938,,42.398162841796875
2018-08-15,76.00373077392578,111.19000244140625,,170.7350616455078,13.2153959274292,250.8076629638672,,41.7089729309082
2018-08-16,76.00373077392578,111.0999984741211,,171.29708862304688,13.36941909790039,252.8370361328125,,41.95453643798828
2018-08-17,76.01203155517578,112.12999725341797,,171.33518981933594,13.441293716430664,253.72714233398438,,42.231815338134766
2018-08-20,76.01203155517578,112.69000244140625,,171.1827392578125,13.47467041015625,254.2701416015625,,42.42193603515625
2018-08-21,76.02035522460938,113.0199966430664,,171.8114776611328,13.502907752990723,254.86648559570312,,42.730892181396484
2018-08-22,76.02035522460938,113.2699966430664,,172.47833251953125,13.456700325012207,254.7151641845703,,42.95270538330078
2018-08-23,76.04521942138672,112.19999694824219,,172.23065185546875,13.446429252624512,254.37686157226562,,42.548683166503906
2018-08-24,76.04521942138672,114.16000366210938,,173.8310089111328,13.49263858795166,255.9078369140625,,42.94478225708008
2018-08-27,76.0535659790039,114.58999633789062,,175.60284423828125,13.561951637268066,257.92828369140625,,43.50723648071289
2018-08-28,76.0535659790039,113.68000030517578,,175.8600311279297,13.564516067504883,258.05291748046875,,43.42802047729492
2018-08-29,76.04521942138672,114.19999694824219,,177.88906860351562,13.58761978149414,259.44146728515625,,43.62606430053711
2018-08-30,76.0784683227539,113.63999938964844,,177.57472229003906,13.515741348266602,258.3911437988281,,43.0794563293457
2018-08-31,76.07017517089844,113.51000213623047,,177.80332946777344,13.531146049499512,258.4000549316406,,42.89724349975586
2018-09-04,76.07682037353516,112.93000030517578,,177.041259765625,13.52601146697998,257.9550476074219,,42.38232421875
2018-09-05,76.06849670410156,113.31999969482422,,174.75497436523438,13.628692626953125,257.2607421875,,41.99414825439453
2018-09-06,76.08515167236328,113.54000091552734,,173.19276428222656,13.631264686584473,256.4864501953125,,41.90700912475586
2018-09-07,76.10179901123047,113.2300033569336,,172.52590942382812,13.595322608947754,255.98794555664062,,41.60598373413086
2018-09-10,76.10179901123047,113.1500015258789,,173.1070098876953,13.646663665771484,256.4330139160156,,41.65351486206055
2018-09-11,76.11009979248047,113.22000122070312,,174.4406280517578,13.626124382019043,257.2785339355469,,41.71688461303711
2018-09-12,76.11009979248047,114.16999816894531,,173.92625427246094,13.656932830810547,257.3408203125,,41.87532043457031
2018-09-13,76.11009979248047,113.76000213623047,,175.78379821777344,13.708271026611328,258.8629455566406,,42.24766159057617
2018-09-14,76.1184310913086,113.0199966430664,,175.26943969726562,13.723678588867188,258.90740966796875,,42.23972702026367
2018-09-17,76.13504028320312,113.61000061035156,,172.74502563476562,13.713410377502441,257.5367431640625,,42.208038330078125
2018-09-18,76.13504028320312,113.44000244140625,,174.17398071289062,13.782721519470215,258.93408203125,,42.63582229614258
2018-09-19,76.13504028320312,113.87999725341797,,174.04052734375,13.769883155822754,259.2100524902344,,42.881412506103516
2018-09-20,76.15169525146484,114.2699966430664,,175.96481323242188,13.872566223144531,261.3106384277344,,43.32502746582031
2018-09-21,76.15169525146484,113.48999786376953,,175.00270080566406,13.900809288024902,261.0718994140625,,43.34880828857422
2018-09-24,76.15998840332031,113.47000122070312,,175.4893798828125,13.78785514831543,260.20465087890625,,43.0794563293457
2018-09-25,76.15998840332031,113.6500015258789,,175.7279815673828,13.699195861816406,259.9632873535156,,43.32502746582031
2018-09-26,76.15998840332031,113.05000305175781,,175.8520050048828,13.68110466003418,259.1854248046875,,43.34732437133789
2018-09-27,76.17665100097656,112.05000305175781,,177.3407745361328,13.67593765258789,259.90960693359375,,43.2995719909668
2018-09-28,76.17665100097656,112.76000213623047,,177.30258178710938,13.699195861816406,259.93634033203125,,42.98908233642578
2018-10-01,76.18163299560547,112.56999969482422,,177.66525268554688,13.737972259521484,260.8394775390625,,43.060733795166016
2018-10-02,76.1899642944336,113.87000274658203,,177.26441955566406,13.779321670532227,260.68743896484375,,42.79801559448242
2018-10-03,76.1899642944336,113.41999816894531,,177.4552764892578,13.771568298339844,260.8304748535156,,42.63880157470703
2018-10-04,76.2066421508789,113.4800033569336,,174.04833984375,13.704366683959961,258.7919006347656,,42.049686431884766
2018-10-05,76.21497344970703,113.80000305175781,,171.9202423095703,13.619071006774902,257.3435363769531,,41.8267936706543
2018-10-08,76.21497344970703,112.54000091552734,,170.87049865722656,13.686277389526367,257.3435363769531,,41.66756820678711
2018-10-09,76.2066421508789,112.5999984741211,,171.4239959716797,13.637160301208496,256.9678955078125,,41.524261474609375
2018-10-10,76.22332000732422,112.87999725341797,,163.8848876953125,13.295979499816895,248.8314971923828,,40.52119445800781
2018-10-11,76.23164367675781,115.77999877929688,,161.85223388671875,12.957368850708008,243.35060119628906,,39.9798469543457
2018-10-12,76.23164367675781,115.2300033569336,,166.3565673828125,13.053006172180176,246.7303466796875,,40.3540153503418
2018-10-15,76.23997497558594,116.0,,164.3429718017578,13.037501335144043,245.34449768066406,,40.18684005737305
2018-10-16,76.24827575683594,115.80000305175781,,169.1240997314453,13.244278907775879,250.70913696289062,,40.959041595458984
2018-10-17,76.24827575683594,115.79000091552734,,169.19088745117188,13.179659843444824,250.75387573242188,,40.61672592163086
2018-10-18,76.24827575683594,115.91999816894531,,165.26866149902344,13.037501335144043,247.13267517089844,,39.940032958984375
2018-10-19,76.25663757324219,116.01000213623047,,165.115966796875,13.068517684936523,246.99856567382812,,40.17090606689453
2018-10-22,76.27326965332031,115.70999908447266,,165.96530151367188,13.02974796295166,245.889892578125,,40.10722732543945
2018-10-23,76.27326965332031,116.38999938964844,,165.35455322265625,12.975465774536133,244.63812255859375,,39.685298919677734
2018-10-24,76.28160095214844,116.66000366210938,,157.78677368164062,12.678218841552734,237.2259979248047,,38.57871627807617
2018-10-25,76.28997039794922,116.4000015258789,,163.2454833984375,12.810041427612305,241.48193359375,,39.07229995727539
2018-10-26,76.29830169677734,116.7699966430664,,159.04649353027344,12.657540321350098,237.23484802246094,,38.745906829833984
2018-10-29,76.29830169677734,116.30999755859375,,155.773193359375,12.691143989562988,235.92047119140625,,38.52299118041992
2018-10-30,76.29830169677734,115.80000305175781,,158.34033203125,12.941864013671875,239.41653442382812,,38.98473358154297
2018-10-31,76.30658721923828,115.1500015258789,,162.06214904785156,12.890168190002441,241.97372436523438,,39.31113815307617
2018-11-01,76.32328796386719,116.62999725341797,,164.1998291015625,13.040090560913086,244.54873657226562,,40.02760314941406
2018-11-02,76.32328796386719,116.6500015258789,,161.6422882080078,12.998727798461914,243.10028076171875,,40.250526428222656
2018-11-05,76.33167266845703,116.37000274658203,,161.2414093017578,13.146058082580566,244.44142150878906,,40.25847625732422
2018-11-06,76.33167266845703,116.04000091552734,,162.46292114257812,13.233941078186035,245.98818969726562,20.256017684936523,40.346046447753906
2018-11-07,76.33998107910156,116.02999877929688,,167.5590057373047,13.399362564086914,251.2544403076172,20.668245315551758,40.88740158081055
2018-11-08,76.34833526611328,115.77999877929688,,166.49017333984375,13.394195556640625,250.79855346679688,20.555086135864258,40.425655364990234
2018-11-09,76.36502838134766,114.4800033569336,,163.6845245361328,13.316652297973633,248.3487091064453,20.51466941833496,40.003726959228516
2018-11-12,76.35668182373047,113.66000366210938,,158.73159790039062,13.133134841918945,243.7082061767578,20.312593460083008,39.366851806640625
2018-11-13,76.36502838134766,113.69999694824219,,158.86517333984375,13.122797966003418,243.25230407714844,20.207515716552734,39.57383346557617
2018-11-14,76.35668182373047,114.63999938964844,,157.65322875976562,13.060759544372559,241.5891876220703,20.207515716552734,39.69325637817383
2018-11-15,76.3817138671875,114.7699966430664,,160.41116333007812,13.153812408447266,244.110595703125,20.344924926757812,39.9798469543457
2018-11-16,76.39005279541016,115.62000274658203,,159.84812927246094,13.1899995803833,244.74551391601562,20.40150260925293,39.9798469543457
2018-11-19,76.3817138671875,115.66999816894531,,154.65660095214844,13.078855514526367,240.605712890625,20.142850875854492,39.637516021728516
2018-11-20,76.39839935302734,115.66999816894531,,151.88914489746094,12.815210342407227,236.1530303955078,19.91652488708496,38.83346939086914
2018-11-21,76.41512298583984,115.86000061035156,,153.04385375976562,12.830719947814941,236.9576873779297,19.97311019897461,39.43053436279297
2018-11-23,76.41512298583984,115.7699966430664,,151.93687438964844,12.771268844604492,235.37510681152344,19.97311019897461,39.183746337890625
2018-11-26,76.42344665527344,115.63999938964844,,155.44869995117188,12.908265113830566,239.1751251220703,20.02968978881836,39.70120620727539
2018-11-27,76.42344665527344,114.94999694824219,,155.97357177734375,13.003899574279785,239.97984313964844,20.086267471313477,39.60567855834961
2018-11-28,76.43177795410156,115.37999725341797,,160.99330139160156,13.208093643188477,245.50538635253906,20.264095306396484,40.290321350097656
2018-11-29,76.44010162353516,115.73999786376953,,160.4684600830078,13.182246208190918,244.96897888183594,20.37725830078125,40.09130096435547
2018-11-30,76.44847869873047,115.54000091552734,,161.63270568847656,13.324409484863281,246.46212768554688,20.53891372680664,39.97188186645508
2018-12-03,76.44595336914062,116.41000366210938,,164.4574737548828,13.389023780822754,249.72561645507812,20.781410217285156,40.545074462890625
2018-12-04,76.45431518554688,117.12000274658203,,158.14939880371094,13.032329559326172,241.6339111328125,20.40150260925293,39.55791091918945
2018-12-06,76.4710464477539,117.13999938964844,,159.2659912109375,12.983220100402832,241.2672882080078,20.369176864624023,39.23150634765625
2018-12-07,76.47941589355469,118.08999633789062,,154.0076904296875,12.727330207824707,235.6612548828125,20.19942855834961,38.72201156616211
2018-12-10,76.48777770996094,117.68000030517578,,155.62054443359375,12.748008728027344,236.10826110839844,20.12668228149414,38.387657165527344
2018-12-11,76.47941589355469,117.54000091552734,,156.1358184814453,12.768685340881348,236.16192626953125,20.086267471313477,38.5150260925293
2018-12-12,76.49614715576172,117.79000091552734,,157.510009765625,12.780411720275879,237.3511199951172,20.110519409179688,39.12007141113281
2018-12-13,76.50448608398438,117.52999877929688,,157.55776977539062,12.798657417297363,237.2706298828125,20.086267471313477,39.0643424987793
2018-12-14,76.51286315917969,117.05999755859375,,153.7213897705078,12.631863594055176,232.88954162597656,19.91652488708496,38.52299118041992
2018-12-17,76.52119445800781,117.87000274658203,,150.23818969726562,12.366040229797363,228.32058715820312,19.77103042602539,38.19658660888672
