Ticker,CAGR (%),Vol (%),MDD (%),Sharpe,Final Value
BIL,4.767530125724506,0.24929293741423678,-0.021838978287969102,3.078828199810339,1.1518674321114417
USFR,4.839225082872489,0.415376455272272,-0.3961711360428999,2.0203963711000226,1.154262003389019
SGOV,4.8822880375893885,0.23478884354991106,-0.019919765682485657,3.7577937019900736,1.1557018853061214
BOXX,4.889230779687659,0.3676320670284598,-0.1159052677266903,2.4188063540681832,1.1559341401911642
ICSH,5.351686328569261,0.4721071034108383,-0.13925799380281045,2.8630925457459018,1.1714752012050922
PULS,5.805338299017437,0.7549298324004918,-0.7899676347492113,2.391398804941784,1.186855949328459
