Date,SPY,QQQ,SCHD,KS200,GLD,VIX,BIL,MBB,XLU,JEPI
2008-01-22,93.60308837890625,38.04636764526367,,204.5500030517578,88.16999816894531,31.010000228881836,73.74935913085938,61.90569305419922,10.268710136413574,
2008-01-23,95.85150146484375,37.89997482299805,,207.22999572753906,87.88999938964844,29.020000457763672,73.82979583740234,61.786441802978516,10.5423583984375,
2008-01-24,96.66068267822266,38.675010681152344,,211.1999969482422,90.08000183105469,27.780000686645508,73.86192321777344,61.428707122802734,10.255428314208984,
2008-01-25,95.26428985595703,37.88275146484375,,215.05999755859375,90.30000305175781,29.079999923706055,73.78153991699219,61.63740158081055,10.14383316040039,
2008-01-28,96.83965301513672,38.17555618286133,,206.52000427246094,91.75,27.780000686645508,73.81366729736328,61.643367767333984,10.303248405456543,
2008-01-29,97.31942749023438,38.244422912597656,,208.8000030517578,91.1500015258789,27.31999969482422,73.87801361083984,61.595638275146484,10.337786674499512,
2008-01-30,96.60335540771484,38.21001052856445,,203.5,92.05999755859375,27.6200008392334,73.91016387939453,61.601600646972656,10.284648895263672,
2008-01-31,98.36486053466797,38.86447525024414,,207.77000427246094,91.4000015258789,26.200000762939453,73.91016387939453,61.74470138549805,10.420150756835938,
2008-02-01,99.9473648071289,39.260597229003906,,209.0800018310547,89.3499984741211,24.020000457763672,73.90210723876953,61.761470794677734,10.691147804260254,
2008-02-04,98.68710327148438,38.70947265625,,216.22999572753906,89.0999984741211,25.989999771118164,73.91822814941406,61.641780853271484,10.845244407653809,
2008-02-05,96.04484558105469,37.6071662902832,,216.91000366210938,87.68000030517578,28.239999771118164,73.86984252929688,61.8212776184082,10.518452644348145,
2008-02-06,95.27152252197266,36.866573333740234,,216.91000366210938,88.94999694824219,28.969999313354492,73.93431854248047,61.731536865234375,10.499855995178223,
2008-02-07,95.90161895751953,37.12490463256836,,216.91000366210938,89.8499984741211,27.65999984741211,73.91822814941406,61.444305419921875,10.444060325622559,
2008-02-08,95.28582000732422,37.546897888183594,,216.91000366210938,91.0,28.010000228881836,73.91822814941406,61.647701263427734,10.361699104309082,
2008-02-11,95.77272033691406,37.95164108276367,,208.9199981689453,91.33000183105469,27.600000381469727,73.93431854248047,61.665767669677734,10.4467134475708,
2008-02-12,96.66068267822266,37.736366271972656,,209.00999450683594,89.33000183105469,26.329999923706055,73.91822814941406,61.540008544921875,10.624725341796875,
2008-02-13,97.64881896972656,38.56305694580078,,207.55999755859375,89.44000244140625,24.8799991607666,73.93431854248047,61.390472412109375,10.574247360229492,
2008-02-14,96.78954315185547,37.86553192138672,,216.1999969482422,89.70999908447266,25.540000915527344,73.9504623413086,61.07927322387695,10.441407203674316,
2008-02-15,96.76805114746094,37.736366271972656,,215.3800048828125,89.1500015258789,25.020000457763672,73.9504623413086,61.103187561035156,10.58753490447998,
2008-02-19,97.0401382446289,37.66746520996094,,218.3699951171875,91.58000183105469,25.59000015258789,73.9504623413086,60.57066345214844,10.502511024475098,
2008-02-20,97.32659149169922,37.83968734741211,,213.83999633789062,93.23999786376953,24.399999618530273,73.91822814941406,60.64240646362305,10.523764610290527,
2008-02-21,96.51742553710938,37.477996826171875,,216.3800048828125,93.25,25.1200008392334,73.98274993896484,60.99555587768555,10.292620658874512,
2008-02-22,97.11177062988281,37.61579513549805,,213.72999572753906,93.38999938964844,24.059999465942383,73.98274993896484,60.73814010620117,10.473287582397461,
2008-02-25,98.33623504638672,37.80524826049805,,217.07000732421875,92.73999786376953,23.030000686645508,73.9504623413086,60.48085403442383,10.483912467956543,
2008-02-26,99.07378387451172,37.95164108276367,,217.22000122070312,93.70999908447266,21.899999618530273,73.998779296875,60.6663703918457,10.619412422180176,
2008-02-27,98.9735336303711,38.141090393066406,,218.8699951171875,94.77999877929688,22.690000534057617,74.01497650146484,60.971580505371094,10.364357948303223,
2008-02-28,98.00679779052734,37.99470901489258,,220.58999633789062,95.98999786376953,23.530000686645508,74.01497650146484,61.390472412109375,10.295276641845703,
2008-02-29,95.82286071777344,36.98714828491211,,216.85000610351562,96.18000030517578,26.540000915527344,74.03106689453125,61.68370819091797,9.992398262023926,
2008-03-03,95.59374237060547,36.746009826660156,,211.72999572753906,97.23999786376953,26.280000686645508,74.05848693847656,61.45500183105469,10.14383316040039,
2008-03-04,95.22853088378906,36.95269775390625,,212.13999938964844,95.18000030517578,25.520000457763672,74.05848693847656,61.06499099731445,10.319186210632324,
2008-03-05,95.83002471923828,37.13352584838867,,212.13999938964844,97.72000122070312,24.600000381469727,74.04231262207031,60.48891830444336,10.289958953857422,
2008-03-06,93.8465347290039,36.315425872802734,,214.9199981689453,96.5,27.549999237060547,74.07464599609375,60.35087585449219,10.080073356628418,
2008-03-07,92.87987518310547,36.22932052612305,,210.57000732421875,96.08999633789062,27.489999771118164,74.07464599609375,60.75892639160156,10.016307830810547,
2008-03-10,91.6554183959961,35.53176498413086,,206.2899932861328,95.87000274658203,29.3799991607666,74.07464599609375,60.920982360839844,10.003022193908691,
2008-03-11,94.94925689697266,36.8838005065918,,208.05999755859375,95.98999786376953,26.360000610351562,74.07464599609375,60.88495635986328,10.175716400146484,
2008-03-12,94.06137084960938,36.780460357666016,,210.49000549316406,97.01000213623047,27.219999313354492,74.09078979492188,61.56907272338867,10.175716400146484,
2008-03-13,94.26903533935547,37.064640045166016,,204.4199981689453,98.33999633789062,27.290000915527344,74.07464599609375,61.32903289794922,10.14383316040039,
2008-03-14,92.80823516845703,36.384315490722656,,202.6300048828125,98.70999908447266,31.15999984741211,74.1715316772461,61.539039611816406,10.069443702697754,
2008-03-17,91.87022399902344,35.721214294433594,,199.67999267578125,99.16999816894531,32.2400016784668,74.15535736083984,62.20513916015625,10.074759483337402,
2008-03-18,95.68680572509766,37.31436538696289,,201.7899932861328,96.5,25.790000915527344,74.23612976074219,61.923126220703125,10.252766609191895,
2008-03-19,93.31664276123047,36.3929328918457,,206.47999572753906,93.04000091552734,29.84000015258789,74.25225830078125,62.16913604736328,10.050847053527832,
2008-03-20,95.04515075683594,37.136714935302734,,206.6199951171875,89.91000366210938,26.6200008392334,74.23612976074219,62.12715148925781,10.021678924560547,
2008-03-24,96.94487762451172,38.42083740234375,,211.0,90.0999984741211,25.729999542236328,74.1715316772461,61.64706039428711,10.053791046142578,
2008-03-25,97.03845977783203,38.636295318603516,,213.72999572753906,92.7300033569336,25.719999313354492,74.12310028076172,61.75507736206055,10.024353981018066,
2008-03-26,95.85112762451172,38.52425765991211,,214.41000366210938,93.80000305175781,26.079999923706055,74.1715316772461,61.80908203125,10.061820030212402,
2008-03-27,95.54883575439453,37.67103958129883,,213.85000610351562,93.45999908447266,25.8799991607666,74.18766784667969,61.71302795410156,10.163507461547852,
2008-03-28,94.63495635986328,37.48143005371094,,217.22000122070312,91.87999725341797,25.709999084472656,74.12310028076172,61.923126220703125,10.069849967956543,
2008-03-31,94.96599578857422,37.67965316772461,,217.64999389648438,90.41000366210938,25.610000610351562,74.20386505126953,62.00105285644531,10.152803421020508,
2008-04-01,98.3049545288086,39.29127502441406,,217.80999755859375,86.86000061035156,22.68000030517578,74.15528869628906,61.76935958862305,10.415054321289062,
2008-04-02,98.36974334716797,39.205108642578125,,223.75999450683594,89.2699966430664,23.43000030517578,74.15528869628906,61.59477233886719,10.548853874206543,
2008-04-03,98.61437225341797,39.29127502441406,,226.99000549316406,89.41999816894531,23.209999084472656,74.15528869628906,61.829532623291016,10.492657661437988,
2008-04-04,98.50643157958984,39.52399444580078,,226.9499969482422,90.25,22.450000762939453,74.18765258789062,62.18477249145508,10.481952667236328,
2008-04-07,98.55682373046875,39.437808990478516,,227.7899932861328,91.16999816894531,22.420000076293945,74.15528869628906,62.01015853881836,10.52745246887207,
2008-04-08,98.4560546875,39.136165618896484,,225.10000610351562,90.3499984741211,22.360000610351562,74.2038345336914,61.992103576660156,10.597021102905273,
2008-04-09,97.74366760253906,38.69662094116211,,225.10000610351562,92.29000091552734,22.809999465942383,74.2038345336914,62.10044860839844,10.57026195526123,
2008-04-10,97.88035583496094,39.24821853637695,,226.44000244140625,91.7699966430664,21.979999542236328,74.2038345336914,62.064353942871094,10.495331764221191,
2008-04-11,95.98062133789062,38.16228485107422,,228.8000030517578,91.30000305175781,23.459999084472656,74.2038345336914,62.20281982421875,10.508715629577637,
2008-04-14,95.65682983398438,37.98992919921875,,224.5399932861328,91.11000061035156,23.81999969482422,74.23619079589844,62.052303314208984,10.492657661437988,
2008-04-15,95.8799057006836,38.041629791259766,,223.50999450683594,91.66000366210938,22.780000686645508,74.23619079589844,61.78140640258789,10.607730865478516,
2008-04-16,98.4776611328125,39.1016960144043,,225.36000061035156,93.2699966430664,20.530000686645508,74.18765258789062,61.46232986450195,10.829835891723633,
2008-04-17,98.6215591430664,39.0155029296875,,226.97999572753906,92.55999755859375,20.3700008392334,74.18765258789062,61.5104866027832,10.851242065429688,
2008-04-18,99.6506118774414,40.256561279296875,,227.25,90.62000274658203,20.1299991607666,74.13915252685547,61.63691329956055,10.88603401184082,
2008-04-21,99.70095825195312,40.54094696044922,,231.11000061035156,90.25,20.5,74.17149353027344,61.82353591918945,10.787018775939941,
2008-04-22,99.26202392578125,39.93767166137695,,229.22000122070312,90.2699966430664,20.8700008392334,74.18765258789062,61.955989837646484,10.75490951538086,
2008-04-23,99.10369873046875,40.377220153808594,,230.55999755859375,89.22000122070312,20.260000228881836,74.18765258789062,61.829532623291016,10.770966529846191,
2008-04-24,99.53550720214844,40.73919677734375,,230.77000427246094,87.22000122070312,20.059999465942383,74.2038345336914,61.62488555908203,10.760257720947266,
2008-04-25,100.4565658569336,40.63575744628906,,234.55999755859375,87.2699966430664,19.59000015258789,74.2038345336914,61.55864715576172,10.795049667358398,
2008-04-28,100.4781494140625,40.71333694458008,,234.97000122070312,87.69000244140625,19.639999389648438,74.15528869628906,61.7212028503418,10.690680503845215,
2008-04-29,100.08233642578125,41.023597717285156,,233.24000549316406,85.80999755859375,20.239999771118164,74.23619079589844,61.799442291259766,10.741527557373047,
2008-04-30,99.49229431152344,40.687477111816406,,235.0,86.6500015258789,20.790000915527344,74.15528869628906,62.02216720581055,10.671953201293945,
2008-05-01,101.55033111572266,41.97162628173828,,235.0,83.98999786376953,18.8799991607666,74.21041107177734,62.07896041870117,10.797725677490234,
2008-05-02,101.8310317993164,42.031959533691406,,238.17999267578125,84.58000183105469,18.18000030517578,74.16177368164062,61.933963775634766,10.977015495300293,
2008-05-05,101.34164428710938,41.91130065917969,,238.17999267578125,86.2699966430664,18.899999618530273,74.17798614501953,61.952056884765625,10.819129943847656,
2008-05-06,102.2195816040039,42.169830322265625,,239.52999877929688,86.62999725341797,18.209999084472656,74.14556884765625,61.933963775634766,10.816455841064453,
2008-05-07,100.39900970458984,41.40280532836914,,238.66000366210938,85.81999969482422,19.729999542236328,74.1941909790039,62.08506774902344,10.653218269348145,
2008-05-08,100.13990783691406,41.71305847167969,,237.3699951171875,87.23999786376953,19.399999618530273,74.16177368164062,62.18778991699219,10.679980278015137,
2008-05-09,99.95282745361328,41.5493278503418,,233.97999572753906,87.41999816894531,19.40999984741211,74.1941909790039,62.18172073364258,10.714766502380371,
2008-05-12,101.07542419433594,42.307735443115234,,233.97999572753906,86.98999786376953,17.790000915527344,74.1941909790039,62.01253890991211,10.819129943847656,
2008-05-13,101.08978271484375,42.41977310180664,,237.02000427246094,85.38999938964844,17.979999542236328,74.16177368164062,61.72846603393555,10.803075790405273,
2008-05-14,101.29846954345703,42.32497787475586,,237.0399932861328,85.19999694824219,17.65999984741211,74.16177368164062,61.80101776123047,10.843221664428711,
2008-05-15,102.56501007080078,43.06615447998047,,243.11000061035156,87.0,16.299999237060547,74.16177368164062,62.13942337036133,10.832512855529785,
2008-05-16,102.65855407714844,43.10062026977539,,243.5399932861328,89.0999984741211,16.469999313354492,74.17798614501953,62.09709548950195,10.912793159484863,
2008-05-19,102.9391860961914,42.790367126464844,,242.6699981689453,89.38999938964844,17.010000228881836,74.17798614501953,62.242130279541016,11.035886764526367,
2008-05-20,102.10446166992188,42.46287536621094,,240.6199951171875,90.9000015258789,17.579999923706055,74.14556884765625,62.363067626953125,11.110814094543457,
2008-05-21,100.37744140625,41.523475646972656,,237.14999389648438,91.95999908447266,18.59000015258789,74.14556884765625,62.26634216308594,11.054620742797852,
2008-05-22,100.39178466796875,41.66999053955078,,235.30999755859375,90.9800033569336,18.049999237060547,74.1941909790039,61.994380950927734,11.118844985961914,
2008-05-23,99.04612731933594,41.54070281982422,,234.13999938964844,91.2300033569336,19.549999237060547,74.1941909790039,62.09111022949219,10.947580337524414,
2008-05-27,99.7801513671875,42.27326202392578,,233.97000122070312,89.36000061035156,19.639999389648438,74.1941909790039,61.952056884765625,11.003778457641602,
2008-05-28,100.24071502685547,42.445640563964844,,231.1699981689453,89.13999938964844,19.06999969482422,74.22654724121094,61.6136360168457,11.011809349060059,
2008-05-29,100.74443817138672,42.824851989746094,,236.38999938964844,86.51000213623047,18.139999389648438,74.1941909790039,61.450477600097656,11.129545211791992,
2008-05-30,100.99630737304688,43.10062026977539,,237.4600067138672,87.44999694824219,17.829999923706055,74.22654724121094,61.55322265625,11.054620742797852,
2008-06-02,99.95282745361328,42.57491683959961,,236.77999877929688,87.95999908447266,19.829999923706055,74.28657531738281,61.75534439086914,10.974342346191406,
2008-06-03,99.36996459960938,42.34221649169922,,233.13999938964844,86.87999725341797,20.239999771118164,74.28657531738281,61.876678466796875,10.878002166748047,
2008-06-04,99.31961822509766,42.88516616821289,,235.08999633789062,86.6500015258789,20.799999237060547,74.27033996582031,61.597530364990234,11.009130477905273,
2008-06-05,101.3056869506836,43.56602096557617,,234.75999450683594,86.44999694824219,18.6299991607666,74.22167205810547,61.354698181152344,11.140254020690918,
2008-06-06,98.07465362548828,42.256019592285156,,234.75999450683594,89.05999755859375,23.559999465942383,74.23789978027344,61.57321548461914,10.848569869995117,
2008-06-09,98.31212615966797,42.031959533691406,,231.35000610351562,87.98999786376953,23.1200008392334,74.27033996582031,61.20298385620117,11.017160415649414,
2008-06-10,97.82281494140625,41.833736419677734,,226.55999755859375,85.55000305175781,23.18000030517578,74.31893920898438,60.814605712890625,11.00645637512207,
2008-06-11,96.38360595703125,40.825374603271484,,227.4199981689453,87.0199966430664,24.1200008392334,74.36756134033203,61.11803436279297,10.995744705200195,
2008-06-12,96.75064849853516,40.86847686767578,,221.1699981689453,85.5999984741211,23.329999923706055,74.31893920898438,60.6385383605957,10.950257301330566,
2008-06-13,97.97389221191406,41.68719482421875,,222.7899932861328,85.83000183105469,21.219999313354492,74.36756134033203,60.55360412597656,11.049273490905762,
2008-06-16,98.03153991699219,42.05780792236328,,224.91000366210938,87.01000213623047,20.950000762939453,74.36756134033203,60.492923736572266,11.059977531433105,
2008-06-17,97.55654907226562,41.833736419677734,,223.66000366210938,87.25,21.1299991607666,74.3513412475586,60.790313720703125,11.121521949768066,
2008-06-18,96.60665893554688,41.38556671142578,,226.60000610351562,88.27999877929688,22.239999771118164,74.38380432128906,61.12411880493164,11.078701972961426,
2008-06-19,96.72901153564453,42.031959533691406,,222.02999877929688,88.41999816894531,21.579999923706055,74.36756134033203,60.960208892822266,11.092086791992188,
2008-06-20,95.15896606445312,40.896976470947266,,220.57000732421875,88.94999694824219,22.8700008392334,74.39999389648438,61.063446044921875,10.964035034179688,
2008-06-23,95.06494140625,40.57788848876953,,218.50999450683594,87.08999633789062,22.639999389648438,74.39999389648438,60.89346694946289,11.096132278442383,
2008-06-24,94.87688446044922,40.370887756347656,,217.97000122070312,87.47000122070312,22.420000076293945,74.39999389648438,61.04518508911133,11.00446891784668,
2008-06-25,95.32527923583984,41.02633285522461,,218.9499969482422,87.41999816894531,21.139999389648438,74.41622924804688,61.04518508911133,11.133870124816895,
2008-06-26,92.7362289428711,39.37045669555664,,219.1199951171875,90.61000061035156,23.93000030517578,74.41622924804688,61.13016891479492,10.80228328704834,
2008-06-27,92.22996520996094,39.37045669555664,,214.58999633789062,91.47000122070312,23.440000534057617,74.4486083984375,61.4458122253418,10.710619926452637,
2008-06-30,92.55541229248047,38.95647430419922,,213.52000427246094,91.4000015258789,23.950000762939453,74.39999389648438,61.48219299316406,10.97212028503418,
2008-07-01,92.84469604492188,39.508419036865234,,213.02000427246094,92.66000366210938,23.649999618530273,74.42596435546875,61.42306900024414,11.028735160827637,
2008-07-02,91.25365447998047,38.55976104736328,,207.9600067138672,93.16999816894531,25.920000076293945,74.42596435546875,61.27680587768555,10.999077796936035,
2008-07-03,91.34767150878906,38.49076461791992,,205.7100067138672,92.05999755859375,24.780000686645508,74.42596435546875,61.22804260253906,10.885854721069336,
2008-07-07,90.41473388671875,38.723636627197266,,202.33999633789062,91.2300033569336,25.780000686645508,74.40974426269531,61.16712951660156,10.77801513671875,
2008-07-08,92.0202407836914,39.64643478393555,,196.52000427246094,90.86000061035156,23.149999618530273,74.37725830078125,61.6729736328125,10.834633827209473,
2008-07-09,90.24842071533203,38.594268798828125,,194.61000061035156,91.5,25.229999542236328,74.39350891113281,61.93501663208008,10.964035034179688,
2008-07-10,90.61722564697266,39.05133819580078,,196.33999633789062,93.52999877929688,25.59000015258789,74.45841217041016,62.002105712890625,10.990991592407227,
2008-07-11,89.56135559082031,38.43041229248047,,200.1199951171875,95.16000366210938,27.489999771118164,74.50711822509766,61.55717468261719,10.907427787780762,
2008-07-14,88.75138854980469,38.14578628540039,,199.1199951171875,95.91000366210938,28.479999542236328,74.50711822509766,61.84363555908203,10.83193588256836,
2008-07-15,87.500244140625,38.15441131591797,,193.00999450683594,96.16999816894531,28.540000915527344,74.5233383178711,61.855831146240234,10.756449699401855,
2008-07-16,89.64811706542969,39.10310745239258,,192.47999572753906,94.44000244140625,25.100000381469727,74.53958892822266,61.490142822265625,10.543481826782227,
2008-07-17,90.54491424560547,39.3618278503418,,194.88999938964844,94.22000122070312,25.010000228881836,74.42596435546875,60.819679260253906,10.376334190368652,
2008-07-18,91.10900115966797,38.456268310546875,,192.86000061035156,94.16999816894531,24.049999237060547,74.5233383178711,60.655113220214844,10.387118339538574,
2008-07-21,91.15965270996094,38.62012481689453,,200.0,95.12000274658203,23.049999237060547,74.45841217041016,60.837989807128906,10.570441246032715,
2008-07-22,92.19380187988281,38.62012481689453,,199.77000427246094,93.05999755859375,21.18000030517578,74.49089050292969,60.81359100341797,10.53538990020752,
2008-07-23,92.69281768798828,39.12896728515625,,203.63999938964844,90.56999969482422,21.309999465942383,74.5233383178711,60.78925323486328,10.279285430908203,
2008-07-24,90.76911163330078,38.54250717163086,,208.33999633789062,91.33000183105469,23.440000534057617,74.50711822509766,61.33774948120117,10.263114929199219,
2008-07-25,90.7474136352539,39.042720794677734,,204.27000427246094,91.69000244140625,22.90999984741211,74.5233383178711,61.026893615722656,10.139098167419434,
2008-07-28,89.41670227050781,38.30965042114258,,203.97000122070312,91.7300033569336,24.229999542236328,74.5233383178711,61.37430191040039,10.163362503051758,
2008-07-29,91.32598876953125,39.10310745239258,,199.89999389648438,90.58999633789062,22.030000686645508,74.5233383178711,61.13053894042969,10.176840782165527,
2008-07-30,92.95320129394531,39.30146026611328,,201.82000732421875,89.5199966430664,21.209999084472656,74.53958892822266,61.30116271972656,10.376334190368652,
2008-07-31,91.72370910644531,39.20661163330078,,204.1199951171875,90.08000183105469,22.940000534057617,74.53958892822266,61.490142822265625,10.265809059143066,
2008-08-01,91.23921203613281,38.70637512207031,,201.42999267578125,89.56999969482422,22.56999969482422,74.51679229736328,61.413639068603516,9.971956253051758,
2008-08-04,90.39303588867188,38.31827163696289,,197.55999755859375,88.13999938964844,23.489999771118164,74.53307342529297,61.21770477294922,9.86412525177002,
2008-08-05,92.83023071289062,39.611961364746094,,196.44000244140625,86.08000183105469,21.139999389648438,74.54932403564453,61.003509521484375,9.945000648498535,
2008-08-06,93.24246215820312,40.21564483642578,,202.27999877929688,86.63999938964844,20.229999542236328,74.51679229736328,60.84437942504883,9.99891471862793,
2008-08-07,91.85389709472656,39.90517044067383,,200.30999755859375,86.08999633789062,21.149999618530273,74.5655746459961,61.15656280517578,9.990826606750488,
2008-08-08,93.5606460571289,40.81074523925781,,200.75999450683594,84.43000030517578,20.65999984741211,74.54932403564453,61.40134811401367,10.020486831665039,
2008-08-11,94.52975463867188,41.181583404541016,,202.4199981689453,81.12999725341797,20.1200008392334,74.5655746459961,61.02800369262695,10.131011962890625,
2008-08-12,93.54622650146484,41.224700927734375,,202.1199951171875,80.5199966430664,21.170000076293945,74.51679229736328,61.211639404296875,10.012397766113281,
2008-08-13,92.98209381103516,41.138458251953125,,200.25999450683594,81.55999755859375,21.549999237060547,74.58181762695312,61.08317184448242,10.012397766113281,
2008-08-14,93.68360900878906,41.61279296875,,201.5,79.3499984741211,20.34000015258789,74.5655746459961,61.211639404296875,9.926127433776855,
2008-08-15,94.13920593261719,41.5351676940918,,201.5,77.62999725341797,19.579999923706055,74.58181762695312,61.49930953979492,9.961173057556152,
2008-08-18,92.8519287109375,41.052215576171875,,200.97000122070312,78.80000305175781,20.979999542236328,74.53307342529297,61.49930953979492,9.974655151367188,
2008-08-19,91.83944702148438,40.54337692260742,,197.55999755859375,80.43000030517578,21.280000686645508,74.59809112548828,61.55438995361328,10.028573989868164,
2008-08-20,92.26612091064453,40.612369537353516,,197.35000610351562,80.05999755859375,20.420000076293945,74.59809112548828,61.933895111083984,10.066315650939941,
2008-08-21,92.4252700805664,40.422637939453125,,193.85000610351562,82.30000305175781,19.81999969482422,74.61434936523438,61.79307174682617,10.163362503051758,
2008-08-22,93.7631607055664,40.95735168457031,,192.0399932861328,81.08000183105469,18.809999465942383,74.63059997558594,61.664546966552734,10.203804016113281,
2008-08-25,91.86116790771484,40.09490966796875,,192.99000549316406,80.93000030517578,20.969999313354492,74.61434936523438,61.91548538208008,10.095965385437012,
2008-08-26,92.12870788574219,40.04316711425781,,191.36000061035156,81.2300033569336,20.489999771118164,74.63059997558594,62.19705581665039,10.206499099731445,
2008-08-27,93.02547454833984,40.30189514160156,,191.60000610351562,81.36000061035156,19.760000228881836,74.63059997558594,62.09303665161133,10.279285430908203,
2008-08-28,94.15367889404297,40.62961959838867,,188.75,82.18000030517578,19.43000030517578,74.63059997558594,62.22150421142578,10.295462608337402,
2008-08-29,93.14119720458984,39.77580261230469,,188.9600067138672,81.70999908447266,20.649999618530273,74.59809112548828,62.12971878051758,10.152578353881836,
2008-09-02,92.56262969970703,39.28422927856445,,182.41000366210938,79.19999694824219,21.989999771118164,74.65177154541016,62.415035247802734,10.028573989868164,
2008-09-03,92.48307800292969,38.91336441040039,,184.36000061035156,78.88999938964844,21.43000030517578,74.65177154541016,62.35354232788086,9.869518280029297,
2008-09-04,89.69877624511719,37.65419387817383,,183.57000732421875,78.38999938964844,24.030000686645508,74.65177154541016,62.59337615966797,9.745504379272461,
2008-09-05,89.98082733154297,37.47308349609375,,180.49000549316406,78.9800033569336,23.059999465942383,74.66804504394531,62.513427734375,9.54062271118164,
2008-09-08,91.83944702148438,37.40410614013672,,189.97000122070312,78.86000061035156,22.639999389648438,74.66804504394531,63.583229064941406,9.780550003051758,
2008-09-09,89.11297607421875,36.610633850097656,,186.99000549316406,76.48999786376953,25.469999313354492,74.65177154541016,63.552555084228516,9.473226547241211,
2008-09-10,89.47459411621094,36.91249465942383,,188.5,74.22000122070312,24.520000457763672,74.68435668945312,63.411094665527344,9.578364372253418,
2008-09-11,90.76911163330078,37.602474212646484,,185.27000427246094,73.08000183105469,24.389999389648438,74.66804504394531,63.429534912109375,9.653848648071289,
2008-09-12,91.18856048583984,37.455833435058594,,189.89999389648438,75.55000305175781,25.65999984741211,74.70060729980469,63.263545989990234,9.83447265625,
2008-09-15,86.84932708740234,36.29154586791992,,189.89999389648438,77.55999755859375,31.700000762939453,74.78199005126953,63.63860321044922,9.492098808288574,
2008-09-16,88.302978515625,36.576148986816406,,179.0,76.79000091552734,30.299999237060547,74.81454467773438,63.281978607177734,9.349217414855957,
2008-09-17,84.3326187133789,34.678775787353516,,183.5399932861328,85.45999908447266,36.220001220703125,75.1400146484375,63.6693000793457,8.896312713623047,
2008-09-18,86.83488464355469,35.85169982910156,,179.25,82.80000305175781,33.099998474121094,74.92845153808594,63.07294464111328,9.222513198852539,
2008-09-19,90.28346252441406,37.0236701965332,,188.30999755859375,85.9800033569336,32.06999969482422,74.66804504394531,63.10367965698242,9.518960952758789,
2008-09-22,88.23947143554688,35.2803840637207,,189.16000366210938,89.18000030517578,33.849998474121094,74.70060729980469,62.9192008972168,9.28234577178955,
2008-09-23,86.23188781738281,35.012847900390625,,191.5800018310547,88.31999969482422,35.720001220703125,74.94471740722656,62.69782638549805,9.1218843460083,
2008-09-24,86.50829315185547,35.25448226928711,,193.17999267578125,86.70999908447266,35.189998626708984,74.71690368652344,62.95610427856445,9.206193923950195,
2008-09-25,87.86119842529297,35.81544876098633,,193.8699951171875,86.44999694824219,32.81999969482422,74.79824829101562,63.01758575439453,9.388412475585938,
2008-09-26,87.90484619140625,35.45298767089844,,190.60000610351562,86.63999938964844,34.7400016784668,74.92845153808594,62.70398712158203,9.39113712310791,
2008-09-29,81.0165023803711,32.6395263671875,,188.10000610351562,89.56999969482422,46.720001220703125,75.25392150878906,62.51952362060547,8.898868560791016,
2008-09-30,84.36978149414062,33.580196380615234,,186.6199951171875,85.06999969482422,39.38999938964844,74.97724151611328,62.78395080566406,9.037572860717773,
2008-10-01,84.42070007324219,33.22638702392578,,185.52000427246094,85.97000122070312,39.810001373291016,74.96585083007812,62.64803695678711,8.999497413635254,
2008-10-02,81.3583984375,31.71609115600586,,182.6999969482422,82.33000183105469,45.2599983215332,74.93325805664062,63.13611602783203,8.868950843811035,
2008-10-03,80.2599868774414,31.22417449951172,,182.6999969482422,82.58999633789062,45.13999938964844,74.93325805664062,63.222625732421875,8.735682487487793,
