ticker,name,market
001515.KS,001515,KOSPI
004985.KS,004985,KOSPI
000325.KS,000325,KOSPI
26490K.KS,26490K,KOSPI
090355.KS,090355,KOSPI
007575.KS,007575,KOSPI
000145.KS,000145,KOSPI
000545.KS,000545,KOSPI
009415.KS,009415,KOSPI
36328K.KS,36328K,KOSPI
008355.KS,008355,KOSPI
002995.KS,002995,KOSPI
014285.KS,014285,KOSPI
005745.KS,005745,KOSPI
014825.KS,014825,KOSPI
005965.KS,005965,KOSPI
004545.KS,004545,KOSPI
000227.KS,000227,KOSPI
011155.KS,011155,KOSPI
001525.KS,001525,KOSPI
002785.KS,002785,KOSPI
014915.KS,014915,KOSPI
001527.KS,001527,KOSPI
004415.KS,004415,KOSPI
002787.KS,002787,KOSPI
196170.KQ,196170,KOSDAQ
086520.KQ,086520,KOSDAQ
247540.KQ,247540,KOSDAQ
277810.KQ,277810,KOSDAQ
298380.KQ,298380,KOSDAQ
000250.KQ,000250,KOSDAQ
028300.KQ,028300,KOSDAQ
950160.KQ,950160,KOSDAQ
141080.KQ,141080,KOSDAQ
087010.KQ,087010,KOSDAQ
058470.KQ,058470,KOSDAQ
214370.KQ,214370,KOSDAQ
214450.KQ,214450,KOSDAQ
240810.KQ,240810,KOSDAQ
140410.KQ,140410,KOSDAQ
108490.KQ,108490,KOSDAQ
214150.KQ,214150,KOSDAQ
347850.KQ,347850,KOSDAQ
039030.KQ,039030,KOSDAQ
310210.KQ,310210,KOSDAQ
0009K0.KQ,0009K0,KOSDAQ
403870.KQ,403870,KOSDAQ
145020.KQ,145020,KOSDAQ
319400.KQ,319400,KOSDAQ
263750.KQ,263750,KOSDAQ
058610.KQ,058610,KOSDAQ
068760.KQ,068760,KOSDAQ
357780.KQ,357780,KOSDAQ
030530.KQ,030530,KOSDAQ
257720.KQ,257720,KOSDAQ
237690.KQ,237690,KOSDAQ
226950.KQ,226950,KOSDAQ
095340.KQ,095340,KOSDAQ
041510.KQ,041510,KOSDAQ
160190.KQ,160190,KOSDAQ
035900.KQ,035900,KOSDAQ
064760.KQ,064760,KOSDAQ
005290.KQ,005290,KOSDAQ
475830.KQ,475830,KOSDAQ
067310.KQ,067310,KOSDAQ
084370.KQ,084370,KOSDAQ
098460.KQ,098460,KOSDAQ
083650.KQ,083650,KOSDAQ
222800.KQ,222800,KOSDAQ
476830.KQ,476830,KOSDAQ
437730.KQ,437730,KOSDAQ
323280.KQ,323280,KOSDAQ
140860.KQ,140860,KOSDAQ
445680.KQ,445680,KOSDAQ
039200.KQ,039200,KOSDAQ
065350.KQ,065350,KOSDAQ
491000.KQ,491000,KOSDAQ
101490.KQ,101490,KOSDAQ
458870.KQ,458870,KOSDAQ
348370.KQ,348370,KOSDAQ
178320.KQ,178320,KOSDAQ
090710.KQ,090710,KOSDAQ
290650.KQ,290650,KOSDAQ
466100.KQ,466100,KOSDAQ
036930.KQ,036930,KOSDAQ
082270.KQ,082270,KOSDAQ
388720.KQ,388720,KOSDAQ
281740.KQ,281740,KOSDAQ
099320.KQ,099320,KOSDAQ
089030.KQ,089030,KOSDAQ
060370.KQ,060370,KOSDAQ
085660.KQ,085660,KOSDAQ
031980.KQ,031980,KOSDAQ
232140.KQ,232140,KOSDAQ
035760.KQ,035760,KOSDAQ
007390.KQ,007390,KOSDAQ
319660.KQ,319660,KOSDAQ
293490.KQ,293490,KOSDAQ
195940.KQ,195940,KOSDAQ
003380.KQ,003380,KOSDAQ
253450.KQ,253450,KOSDAQ
032820.KQ,032820,KOSDAQ
096530.KQ,096530,KOSDAQ
204270.KQ,204270,KOSDAQ
456160.KQ,456160,KOSDAQ
122870.KQ,122870,KOSDAQ
328130.KQ,328130,KOSDAQ
397030.KQ,397030,KOSDAQ
131970.KQ,131970,KOSDAQ
095610.KQ,095610,KOSDAQ
166090.KQ,166090,KOSDAQ
183300.KQ,183300,KOSDAQ
174900.KQ,174900,KOSDAQ
115180.KQ,115180,KOSDAQ
056080.KQ,056080,KOSDAQ
080220.KQ,080220,KOSDAQ
161580.KQ,161580,KOSDAQ
388210.KQ,388210,KOSDAQ
078600.KQ,078600,KOSDAQ
137400.KQ,137400,KOSDAQ
218410.KQ,218410,KOSDAQ
036830.KQ,036830,KOSDAQ
124500.KQ,124500,KOSDAQ
348340.KQ,348340,KOSDAQ
056190.KQ,056190,KOSDAQ
112040.KQ,112040,KOSDAQ
036810.KQ,036810,KOSDAQ
043260.KQ,043260,KOSDAQ
358570.KQ,358570,KOSDAQ
347700.KQ,347700,KOSDAQ
440110.KQ,440110,KOSDAQ
389470.KQ,389470,KOSDAQ
376900.KQ,376900,KOSDAQ
036540.KQ,036540,KOSDAQ
417200.KQ,417200,KOSDAQ
086900.KQ,086900,KOSDAQ
295310.KQ,295310,KOSDAQ
032190.KQ,032190,KOSDAQ
490470.KQ,490470,KOSDAQ
213420.KQ,213420,KOSDAQ
348210.KQ,348210,KOSDAQ
006730.KQ,006730,KOSDAQ
082920.KQ,082920,KOSDAQ
486990.KQ,486990,KOSDAQ
042000.KQ,042000,KOSDAQ
078160.KQ,078160,KOSDAQ
189300.KQ,189300,KOSDAQ
241710.KQ,241710,KOSDAQ
052400.KQ,052400,KOSDAQ
222080.KQ,222080,KOSDAQ
376300.KQ,376300,KOSDAQ
131290.KQ,131290,KOSDAQ
365340.KQ,365340,KOSDAQ
048410.KQ,048410,KOSDAQ
468530.KQ,468530,KOSDAQ
121600.KQ,121600,KOSDAQ
225570.KQ,225570,KOSDAQ
090360.KQ,090360,KOSDAQ
476060.KQ,476060,KOSDAQ
033500.KQ,033500,KOSDAQ
060250.KQ,060250,KOSDAQ
399720.KQ,399720,KOSDAQ
214430.KQ,214430,KOSDAQ
009520.KQ,009520,KOSDAQ
014620.KQ,014620,KOSDAQ
067160.KQ,067160,KOSDAQ
424870.KQ,424870,KOSDAQ
086450.KQ,086450,KOSDAQ
336570.KQ,336570,KOSDAQ
251970.KQ,251970,KOSDAQ
100790.KQ,100790,KOSDAQ
102710.KQ,102710,KOSDAQ
060280.KQ,060280,KOSDAQ
025980.KQ,025980,KOSDAQ
287840.KQ,287840,KOSDAQ
127120.KQ,127120,KOSDAQ
383310.KQ,383310,KOSDAQ
032500.KQ,032500,KOSDAQ
102940.KQ,102940,KOSDAQ
211050.KQ,211050,KOSDAQ
053800.KQ,053800,KOSDAQ
372320.KQ,372320,KOSDAQ
074600.KQ,074600,KOSDAQ
038500.KQ,038500,KOSDAQ
253590.KQ,253590,KOSDAQ
023160.KQ,023160,KOSDAQ
089970.KQ,089970,KOSDAQ
278280.KQ,278280,KOSDAQ
033100.KQ,033100,KOSDAQ
420770.KQ,420770,KOSDAQ
025320.KQ,025320,KOSDAQ
041190.KQ,041190,KOSDAQ
018290.KQ,018290,KOSDAQ
125490.KQ,125490,KOSDAQ
064260.KQ,064260,KOSDAQ
093320.KQ,093320,KOSDAQ
488900.KQ,488900,KOSDAQ
126340.KQ,126340,KOSDAQ
101730.KQ,101730,KOSDAQ
047920.KQ,047920,KOSDAQ
084110.KQ,084110,KOSDAQ
095660.KQ,095660,KOSDAQ
460930.KQ,460930,KOSDAQ
030520.KQ,030520,KOSDAQ
015750.KQ,015750,KOSDAQ
475960.KQ,475960,KOSDAQ
079370.KQ,079370,KOSDAQ
044490.KQ,044490,KOSDAQ
376270.KQ,376270,KOSDAQ
389650.KQ,389650,KOSDAQ
272290.KQ,272290,KOSDAQ
067630.KQ,067630,KOSDAQ
356860.KQ,356860,KOSDAQ
228760.KQ,228760,KOSDAQ
119850.KQ,119850,KOSDAQ
049630.KQ,049630,KOSDAQ
089010.KQ,089010,KOSDAQ
036620.KQ,036620,KOSDAQ
094170.KQ,094170,KOSDAQ
455900.KQ,455900,KOSDAQ
220100.KQ,220100,KOSDAQ
478340.KQ,478340,KOSDAQ
117730.KQ,117730,KOSDAQ
083450.KQ,083450,KOSDAQ
069080.KQ,069080,KOSDAQ
171090.KQ,171090,KOSDAQ
252990.KQ,252990,KOSDAQ
059090.KQ,059090,KOSDAQ
484590.KQ,484590,KOSDAQ
052020.KQ,052020,KOSDAQ
200710.KQ,200710,KOSDAQ
215600.KQ,215600,KOSDAQ
025900.KQ,025900,KOSDAQ
053030.KQ,053030,KOSDAQ
368770.KQ,368770,KOSDAQ
199800.KQ,199800,KOSDAQ
045100.KQ,045100,KOSDAQ
041960.KQ,041960,KOSDAQ
039440.KQ,039440,KOSDAQ
058970.KQ,058970,KOSDAQ
194480.KQ,194480,KOSDAQ
050890.KQ,050890,KOSDAQ
318060.KQ,318060,KOSDAQ
389500.KQ,389500,KOSDAQ
230360.KQ,230360,KOSDAQ
450950.KQ,450950,KOSDAQ
475400.KQ,475400,KOSDAQ
179900.KQ,179900,KOSDAQ
352480.KQ,352480,KOSDAQ
104830.KQ,104830,KOSDAQ
114190.KQ,114190,KOSDAQ
298830.KQ,298830,KOSDAQ
200670.KQ,200670,KOSDAQ
215200.KQ,215200,KOSDAQ
494120.KQ,494120,KOSDAQ
089890.KQ,089890,KOSDAQ
394800.KQ,394800,KOSDAQ
107640.KQ,107640,KOSDAQ
425420.KQ,425420,KOSDAQ
079940.KQ,079940,KOSDAQ
464080.KQ,464080,KOSDAQ
099440.KQ,099440,KOSDAQ
031330.KQ,031330,KOSDAQ
078340.KQ,078340,KOSDAQ
448900.KQ,448900,KOSDAQ
099190.KQ,099190,KOSDAQ
053610.KQ,053610,KOSDAQ
034950.KQ,034950,KOSDAQ
010170.KQ,010170,KOSDAQ
309710.KQ,309710,KOSDAQ
046890.KQ,046890,KOSDAQ
206650.KQ,206650,KOSDAQ
304360.KQ,304360,KOSDAQ
200130.KQ,200130,KOSDAQ
122640.KQ,122640,KOSDAQ
078350.KQ,078350,KOSDAQ
024850.KQ,024850,KOSDAQ
041830.KQ,041830,KOSDAQ
027360.KQ,027360,KOSDAQ
462350.KQ,462350,KOSDAQ
144510.KQ,144510,KOSDAQ
101360.KQ,101360,KOSDAQ
065660.KQ,065660,KOSDAQ
033640.KQ,033640,KOSDAQ
098070.KQ,098070,KOSDAQ
317330.KQ,317330,KOSDAQ
101930.KQ,101930,KOSDAQ
094480.KQ,094480,KOSDAQ
138610.KQ,138610,KOSDAQ
459510.KQ,459510,KOSDAQ
340570.KQ,340570,KOSDAQ
094360.KQ,094360,KOSDAQ
078130.KQ,078130,KOSDAQ
101160.KQ,101160,KOSDAQ
091700.KQ,091700,KOSDAQ
168360.KQ,168360,KOSDAQ
200470.KQ,200470,KOSDAQ
042520.KQ,042520,KOSDAQ
014940.KQ,014940,KOSDAQ
095500.KQ,095500,KOSDAQ
314930.KQ,314930,KOSDAQ
338840.KQ,338840,KOSDAQ
304100.KQ,304100,KOSDAQ
114810.KQ,114810,KOSDAQ
006910.KQ,006910,KOSDAQ
199430.KQ,199430,KOSDAQ
013030.KQ,013030,KOSDAQ
419530.KQ,419530,KOSDAQ
049070.KQ,049070,KOSDAQ
215000.KQ,215000,KOSDAQ
003800.KQ,003800,KOSDAQ
441270.KQ,441270,KOSDAQ
035890.KQ,035890,KOSDAQ
0015G0.KQ,0015G0,KOSDAQ
354320.KQ,354320,KOSDAQ
378340.KQ,378340,KOSDAQ
033790.KQ,033790,KOSDAQ
445090.KQ,445090,KOSDAQ
481070.KQ,481070,KOSDAQ
110990.KQ,110990,KOSDAQ
474650.KQ,474650,KOSDAQ
077360.KQ,077360,KOSDAQ
064820.KQ,064820,KOSDAQ
108860.KQ,108860,KOSDAQ
064550.KQ,064550,KOSDAQ
403850.KQ,403850,KOSDAQ
462860.KQ,462860,KOSDAQ
060720.KQ,060720,KOSDAQ
216080.KQ,216080,KOSDAQ
294570.KQ,294570,KOSDAQ
156100.KQ,156100,KOSDAQ
0007C0.KQ,0007C0,KOSDAQ
180400.KQ,180400,KOSDAQ
256840.KQ,256840,KOSDAQ
099430.KQ,099430,KOSDAQ
190510.KQ,190510,KOSDAQ
236200.KQ,236200,KOSDAQ
270660.KQ,270660,KOSDAQ
448280.KQ,448280,KOSDAQ
037460.KQ,037460,KOSDAQ
332570.KQ,332570,KOSDAQ
416180.KQ,416180,KOSDAQ
203400.KQ,203400,KOSDAQ
357550.KQ,357550,KOSDAQ
452430.KQ,452430,KOSDAQ
243070.KQ,243070,KOSDAQ
036200.KQ,036200,KOSDAQ
035810.KQ,035810,KOSDAQ
950250.KQ,950250,KOSDAQ
484810.KQ,484810,KOSDAQ
136480.KQ,136480,KOSDAQ
394280.KQ,394280,KOSDAQ
314130.KQ,314130,KOSDAQ
012860.KQ,012860,KOSDAQ
051500.KQ,051500,KOSDAQ
274090.KQ,274090,KOSDAQ
451760.KQ,451760,KOSDAQ
265520.KQ,265520,KOSDAQ
234340.KQ,234340,KOSDAQ
204620.KQ,204620,KOSDAQ
308430.KQ,308430,KOSDAQ
140670.KQ,140670,KOSDAQ
482630.KQ,482630,KOSDAQ
0008Z0.KQ,0008Z0,KOSDAQ
041920.KQ,041920,KOSDAQ
035600.KQ,035600,KOSDAQ
338220.KQ,338220,KOSDAQ
054950.KQ,054950,KOSDAQ
402030.KQ,402030,KOSDAQ
206640.KQ,206640,KOSDAQ
093520.KQ,093520,KOSDAQ
067080.KQ,067080,KOSDAQ
389260.KQ,389260,KOSDAQ
151860.KQ,151860,KOSDAQ
051980.KQ,051980,KOSDAQ
393890.KQ,393890,KOSDAQ
472850.KQ,472850,KOSDAQ
092730.KQ,092730,KOSDAQ
023410.KQ,023410,KOSDAQ
086390.KQ,086390,KOSDAQ
036890.KQ,036890,KOSDAQ
058820.KQ,058820,KOSDAQ
092870.KQ,092870,KOSDAQ
045390.KQ,045390,KOSDAQ
025770.KQ,025770,KOSDAQ
900290.KQ,900290,KOSDAQ
372170.KQ,372170,KOSDAQ
078020.KQ,078020,KOSDAQ
043150.KQ,043150,KOSDAQ
418550.KQ,418550,KOSDAQ
170920.KQ,170920,KOSDAQ
115450.KQ,115450,KOSDAQ
211270.KQ,211270,KOSDAQ
018310.KQ,018310,KOSDAQ
300080.KQ,300080,KOSDAQ
080580.KQ,080580,KOSDAQ
065680.KQ,065680,KOSDAQ
053300.KQ,053300,KOSDAQ
002230.KQ,002230,KOSDAQ
255220.KQ,255220,KOSDAQ
473980.KQ,473980,KOSDAQ
382900.KQ,382900,KOSDAQ
092460.KQ,092460,KOSDAQ
484120.KQ,484120,KOSDAQ
101170.KQ,101170,KOSDAQ
042370.KQ,042370,KOSDAQ
082800.KQ,082800,KOSDAQ
032940.KQ,032940,KOSDAQ
267980.KQ,267980,KOSDAQ
034810.KQ,034810,KOSDAQ
013120.KQ,013120,KOSDAQ
051370.KQ,051370,KOSDAQ
061090.KQ,061090,KOSDAQ
084990.KQ,084990,KOSDAQ
065710.KQ,065710,KOSDAQ
327260.KQ,327260,KOSDAQ
950170.KQ,950170,KOSDAQ
144960.KQ,144960,KOSDAQ
194700.KQ,194700,KOSDAQ
054210.KQ,054210,KOSDAQ
089980.KQ,089980,KOSDAQ
182400.KQ,182400,KOSDAQ
114840.KQ,114840,KOSDAQ
299030.KQ,299030,KOSDAQ
108380.KQ,108380,KOSDAQ
452450.KQ,452450,KOSDAQ
005710.KQ,005710,KOSDAQ
019210.KQ,019210,KOSDAQ
389020.KQ,389020,KOSDAQ
176750.KQ,176750,KOSDAQ
121800.KQ,121800,KOSDAQ
285490.KQ,285490,KOSDAQ
214180.KQ,214180,KOSDAQ
457550.KQ,457550,KOSDAQ
322310.KQ,322310,KOSDAQ
023760.KQ,023760,KOSDAQ
126700.KQ,126700,KOSDAQ
380550.KQ,380550,KOSDAQ
377460.KQ,377460,KOSDAQ
217270.KQ,217270,KOSDAQ
126600.KQ,126600,KOSDAQ
041020.KQ,041020,KOSDAQ
061970.KQ,061970,KOSDAQ
0015S0.KQ,0015S0,KOSDAQ
067390.KQ,067390,KOSDAQ
488280.KQ,488280,KOSDAQ
043370.KQ,043370,KOSDAQ
254490.KQ,254490,KOSDAQ
179290.KQ,179290,KOSDAQ
118990.KQ,118990,KOSDAQ
293780.KQ,293780,KOSDAQ
371950.KQ,371950,KOSDAQ
086890.KQ,086890,KOSDAQ
264850.KQ,264850,KOSDAQ
241770.KQ,241770,KOSDAQ
012210.KQ,012210,KOSDAQ
474170.KQ,474170,KOSDAQ
018000.KQ,018000,KOSDAQ
054450.KQ,054450,KOSDAQ
051360.KQ,051360,KOSDAQ
234030.KQ,234030,KOSDAQ
112290.KQ,112290,KOSDAQ
083310.KQ,083310,KOSDAQ
323990.KQ,323990,KOSDAQ
237880.KQ,237880,KOSDAQ
439090.KQ,439090,KOSDAQ
094820.KQ,094820,KOSDAQ
243840.KQ,243840,KOSDAQ
036800.KQ,036800,KOSDAQ
353810.KQ,353810,KOSDAQ
950140.KQ,950140,KOSDAQ
036030.KQ,036030,KOSDAQ
033160.KQ,033160,KOSDAQ
095700.KQ,095700,KOSDAQ
334970.KQ,334970,KOSDAQ
100120.KQ,100120,KOSDAQ
235980.KQ,235980,KOSDAQ
088800.KQ,088800,KOSDAQ
115310.KQ,115310,KOSDAQ
469610.KQ,469610,KOSDAQ
084850.KQ,084850,KOSDAQ
456010.KQ,456010,KOSDAQ
102120.KQ,102120,KOSDAQ
079960.KQ,079960,KOSDAQ
039840.KQ,039840,KOSDAQ
272110.KQ,272110,KOSDAQ
199820.KQ,199820,KOSDAQ
042420.KQ,042420,KOSDAQ
064290.KQ,064290,KOSDAQ
290740.KQ,290740,KOSDAQ
330860.KQ,330860,KOSDAQ
215100.KQ,215100,KOSDAQ
017890.KQ,017890,KOSDAQ
047560.KQ,047560,KOSDAQ
073490.KQ,073490,KOSDAQ
476040.KQ,476040,KOSDAQ
219130.KQ,219130,KOSDAQ
361390.KQ,361390,KOSDAQ
241520.KQ,241520,KOSDAQ
047310.KQ,047310,KOSDAQ
282880.KQ,282880,KOSDAQ
123410.KQ,123410,KOSDAQ
068930.KQ,068930,KOSDAQ
356680.KQ,356680,KOSDAQ
107600.KQ,107600,KOSDAQ
083930.KQ,083930,KOSDAQ
048870.KQ,048870,KOSDAQ
036560.KQ,036560,KOSDAQ
232680.KQ,232680,KOSDAQ
260970.KQ,260970,KOSDAQ
0004V0.KQ,0004V0,KOSDAQ
405100.KQ,405100,KOSDAQ
432720.KQ,432720,KOSDAQ
461300.KQ,461300,KOSDAQ
092070.KQ,092070,KOSDAQ
182360.KQ,182360,KOSDAQ
060150.KQ,060150,KOSDAQ
290690.KQ,290690,KOSDAQ
032620.KQ,032620,KOSDAQ
038390.KQ,038390,KOSDAQ
080160.KQ,080160,KOSDAQ
046440.KQ,046440,KOSDAQ
166480.KQ,166480,KOSDAQ
377450.KQ,377450,KOSDAQ
123860.KQ,123860,KOSDAQ
217730.KQ,217730,KOSDAQ
251370.KQ,251370,KOSDAQ
417010.KQ,417010,KOSDAQ
267320.KQ,267320,KOSDAQ
091580.KQ,091580,KOSDAQ
425040.KQ,425040,KOSDAQ
039860.KQ,039860,KOSDAQ
036190.KQ,036190,KOSDAQ
078150.KQ,078150,KOSDAQ
121440.KQ,121440,KOSDAQ
109740.KQ,109740,KOSDAQ
256940.KQ,256940,KOSDAQ
138080.KQ,138080,KOSDAQ
024060.KQ,024060,KOSDAQ
138360.KQ,138360,KOSDAQ
054540.KQ,054540,KOSDAQ
217820.KQ,217820,KOSDAQ
086820.KQ,086820,KOSDAQ
360070.KQ,360070,KOSDAQ
230240.KQ,230240,KOSDAQ
475230.KQ,475230,KOSDAQ
489460.KQ,489460,KOSDAQ
458650.KQ,458650,KOSDAQ
143160.KQ,143160,KOSDAQ
160980.KQ,160980,KOSDAQ
059270.KQ,059270,KOSDAQ
217330.KQ,217330,KOSDAQ
146320.KQ,146320,KOSDAQ
078070.KQ,078070,KOSDAQ
381620.KQ,381620,KOSDAQ
322180.KQ,322180,KOSDAQ
092130.KQ,092130,KOSDAQ
119610.KQ,119610,KOSDAQ
322510.KQ,322510,KOSDAQ
333430.KQ,333430,KOSDAQ
016790.KQ,016790,KOSDAQ
452280.KQ,452280,KOSDAQ
073010.KQ,073010,KOSDAQ
365270.KQ,365270,KOSDAQ
042600.KQ,042600,KOSDAQ
340450.KQ,340450,KOSDAQ
108230.KQ,108230,KOSDAQ
456070.KQ,456070,KOSDAQ
489500.KQ,489500,KOSDAQ
038290.KQ,038290,KOSDAQ
380540.KQ,380540,KOSDAQ
220260.KQ,220260,KOSDAQ
264660.KQ,264660,KOSDAQ
226590.KQ,226590,KOSDAQ
158430.KQ,158430,KOSDAQ
413630.KQ,413630,KOSDAQ
019010.KQ,019010,KOSDAQ
098120.KQ,098120,KOSDAQ
119830.KQ,119830,KOSDAQ
214680.KQ,214680,KOSDAQ
290550.KQ,290550,KOSDAQ
148150.KQ,148150,KOSDAQ
101970.KQ,101970,KOSDAQ
011040.KQ,011040,KOSDAQ
067280.KQ,067280,KOSDAQ
365330.KQ,365330,KOSDAQ
336680.KQ,336680,KOSDAQ
263860.KQ,263860,KOSDAQ
418420.KQ,418420,KOSDAQ
297890.KQ,297890,KOSDAQ
023910.KQ,023910,KOSDAQ
321370.KQ,321370,KOSDAQ
052330.KQ,052330,KOSDAQ
305090.KQ,305090,KOSDAQ
040300.KQ,040300,KOSDAQ
308080.KQ,308080,KOSDAQ
464490.KQ,464490,KOSDAQ
250060.KQ,250060,KOSDAQ
264450.KQ,264450,KOSDAQ
053700.KQ,053700,KOSDAQ
246710.KQ,246710,KOSDAQ
321550.KQ,321550,KOSDAQ
085910.KQ,085910,KOSDAQ
136150.KQ,136150,KOSDAQ
049950.KQ,049950,KOSDAQ
234690.KQ,234690,KOSDAQ
071200.KQ,071200,KOSDAQ
053080.KQ,053080,KOSDAQ
003310.KQ,003310,KOSDAQ
033340.KQ,033340,KOSDAQ
036220.KQ,036220,KOSDAQ
388050.KQ,388050,KOSDAQ
439580.KQ,439580,KOSDAQ
085670.KQ,085670,KOSDAQ
307750.KQ,307750,KOSDAQ
203650.KQ,203650,KOSDAQ
067000.KQ,067000,KOSDAQ
382840.KQ,382840,KOSDAQ
054920.KQ,054920,KOSDAQ
445180.KQ,445180,KOSDAQ
122990.KQ,122990,KOSDAQ
460940.KQ,460940,KOSDAQ
294140.KQ,294140,KOSDAQ
187660.KQ,187660,KOSDAQ
095190.KQ,095190,KOSDAQ
066620.KQ,066620,KOSDAQ
293580.KQ,293580,KOSDAQ
080420.KQ,080420,KOSDAQ
297090.KQ,297090,KOSDAQ
240550.KQ,240550,KOSDAQ
086980.KQ,086980,KOSDAQ
045970.KQ,045970,KOSDAQ
104480.KQ,104480,KOSDAQ
008830.KQ,008830,KOSDAQ
035080.KQ,035080,KOSDAQ
066410.KQ,066410,KOSDAQ
025950.KQ,025950,KOSDAQ
046070.KQ,046070,KOSDAQ
096250.KQ,096250,KOSDAQ
417970.KQ,417970,KOSDAQ
310200.KQ,310200,KOSDAQ
069510.KQ,069510,KOSDAQ
101670.KQ,101670,KOSDAQ
021080.KQ,021080,KOSDAQ
337930.KQ,337930,KOSDAQ
331740.KQ,331740,KOSDAQ
086960.KQ,086960,KOSDAQ
104460.KQ,104460,KOSDAQ
122450.KQ,122450,KOSDAQ
013990.KQ,013990,KOSDAQ
007330.KQ,007330,KOSDAQ
317830.KQ,317830,KOSDAQ
011560.KQ,011560,KOSDAQ
299170.KQ,299170,KOSDAQ
205100.KQ,205100,KOSDAQ
006620.KQ,006620,KOSDAQ
259630.KQ,259630,KOSDAQ
123330.KQ,123330,KOSDAQ
039830.KQ,039830,KOSDAQ
014950.KQ,014950,KOSDAQ
143240.KQ,143240,KOSDAQ
263720.KQ,263720,KOSDAQ
005160.KQ,005160,KOSDAQ
126730.KQ,126730,KOSDAQ
432470.KQ,432470,KOSDAQ
223250.KQ,223250,KOSDAQ
056090.KQ,056090,KOSDAQ
063080.KQ,063080,KOSDAQ
023600.KQ,023600,KOSDAQ
289930.KQ,289930,KOSDAQ
017510.KQ,017510,KOSDAQ
041440.KQ,041440,KOSDAQ
493330.KQ,493330,KOSDAQ
307180.KQ,307180,KOSDAQ
029480.KQ,029480,KOSDAQ
208370.KQ,208370,KOSDAQ
101330.KQ,101330,KOSDAQ
052710.KQ,052710,KOSDAQ
037070.KQ,037070,KOSDAQ
402490.KQ,402490,KOSDAQ
463020.KQ,463020,KOSDAQ
950130.KQ,950130,KOSDAQ
052420.KQ,052420,KOSDAQ
408920.KQ,408920,KOSDAQ
443670.KQ,443670,KOSDAQ
091120.KQ,091120,KOSDAQ
123040.KQ,123040,KOSDAQ
071280.KQ,071280,KOSDAQ
063570.KQ,063570,KOSDAQ
424960.KQ,424960,KOSDAQ
255440.KQ,255440,KOSDAQ
049720.KQ,049720,KOSDAQ
377480.KQ,377480,KOSDAQ
068790.KQ,068790,KOSDAQ
147830.KQ,147830,KOSDAQ
005990.KQ,005990,KOSDAQ
131030.KQ,131030,KOSDAQ
357580.KQ,357580,KOSDAQ
125020.KQ,125020,KOSDAQ
366030.KQ,366030,KOSDAQ
053580.KQ,053580,KOSDAQ
142210.KQ,142210,KOSDAQ
032300.KQ,032300,KOSDAQ
074430.KQ,074430,KOSDAQ
192440.KQ,192440,KOSDAQ
205500.KQ,205500,KOSDAQ
309960.KQ,309960,KOSDAQ
089600.KQ,089600,KOSDAQ
475580.KQ,475580,KOSDAQ
009780.KQ,009780,KOSDAQ
251120.KQ,251120,KOSDAQ
036710.KQ,036710,KOSDAQ
278650.KQ,278650,KOSDAQ
039560.KQ,039560,KOSDAQ
039980.KQ,039980,KOSDAQ
109610.KQ,109610,KOSDAQ
059210.KQ,059210,KOSDAQ
417840.KQ,417840,KOSDAQ
044990.KQ,044990,KOSDAQ
136540.KQ,136540,KOSDAQ
013310.KQ,013310,KOSDAQ
063170.KQ,063170,KOSDAQ
083500.KQ,083500,KOSDAQ
289080.KQ,289080,KOSDAQ
054050.KQ,054050,KOSDAQ
389030.KQ,389030,KOSDAQ
084650.KQ,084650,KOSDAQ
078140.KQ,078140,KOSDAQ
038110.KQ,038110,KOSDAQ
461030.KQ,461030,KOSDAQ
096240.KQ,096240,KOSDAQ
205470.KQ,205470,KOSDAQ
217500.KQ,217500,KOSDAQ
201490.KQ,201490,KOSDAQ
226400.KQ,226400,KOSDAQ
269620.KQ,269620,KOSDAQ
081180.KQ,081180,KOSDAQ
370090.KQ,370090,KOSDAQ
052260.KQ,052260,KOSDAQ
131370.KQ,131370,KOSDAQ
072870.KQ,072870,KOSDAQ
049430.KQ,049430,KOSDAQ
388870.KQ,388870,KOSDAQ
453450.KQ,453450,KOSDAQ
003100.KQ,003100,KOSDAQ
007820.KQ,007820,KOSDAQ
282720.KQ,282720,KOSDAQ
149950.KQ,149950,KOSDAQ
048550.KQ,048550,KOSDAQ
251630.KQ,251630,KOSDAQ
212560.KQ,212560,KOSDAQ
099750.KQ,099750,KOSDAQ
131400.KQ,131400,KOSDAQ
027710.KQ,027710,KOSDAQ
067990.KQ,067990,KOSDAQ
246720.KQ,246720,KOSDAQ
030960.KQ,030960,KOSDAQ
048530.KQ,048530,KOSDAQ
092190.KQ,092190,KOSDAQ
066590.KQ,066590,KOSDAQ
106190.KQ,106190,KOSDAQ
046120.KQ,046120,KOSDAQ
950220.KQ,950220,KOSDAQ
105550.KQ,105550,KOSDAQ
039340.KQ,039340,KOSDAQ
172670.KQ,172670,KOSDAQ
049960.KQ,049960,KOSDAQ
093640.KQ,093640,KOSDAQ
362320.KQ,362320,KOSDAQ
288330.KQ,288330,KOSDAQ
006140.KQ,006140,KOSDAQ
078890.KQ,078890,KOSDAQ
067900.KQ,067900,KOSDAQ
459550.KQ,459550,KOSDAQ
051160.KQ,051160,KOSDAQ
389140.KQ,389140,KOSDAQ
0015N0.KQ,0015N0,KOSDAQ
396470.KQ,396470,KOSDAQ
090850.KQ,090850,KOSDAQ
