Date,Open,High,Low,Close,Volume
2016-02-01,8795.643762236161,8910.61957137267,8450.717202012285,8479.4609375,24606.0
2016-02-02,8508.203496108577,8536.947227620378,8019.556591665873,8077.044921875,68979.0
2016-02-03,7962.069128642274,8163.276116410399,7875.837066921347,8077.044921875,30165.0
2016-02-04,8220.764699162677,8278.2521639523,8048.3005704227,8163.2763671875,25799.0
2016-02-05,8249.507646678876,8249.507646678876,7962.068615707314,8048.2998046875,22435.0
2016-02-11,7760.86021680438,7818.347671999261,7272.21337890625,7272.21337890625,85788.0
2016-02-12,7071.006031009272,7185.981809333441,6438.639683819054,6984.7744140625,102643.0
2016-02-15,6956.0302734375,7013.518162771092,6726.079149695843,6956.0302734375,46133.0
2016-02-16,7071.00632570589,7099.75048828125,6898.542651031911,7099.75048828125,34818.0
2016-02-17,6984.774244521324,7185.981634908366,6927.286356754642,7071.005859375,30154.0
2016-02-18,7157.237590599484,7617.1407002105925,7128.493863045142,7588.39697265625,57453.0
2016-02-19,7559.65169345899,7588.396285596181,7329.70102665878,7387.1884765625,44341.0
2016-02-22,7473.421662377771,7559.652850430655,6956.03063172588,7329.7021484375,127462.0
2016-02-23,7502.164525958218,7502.164525958218,7185.981371622394,7214.72509765625,22290.0
2016-02-24,7272.2137464453335,7358.44580078125,7013.518450623038,7358.44580078125,57080.0
2016-02-25,7358.445859878773,7645.884887059718,7300.957534131308,7559.65283203125,46144.0
2016-02-26,7617.141982943865,8163.2763671875,7473.422453784253,8163.2763671875,83488.0
2016-02-29,8278.251456149324,8278.251456149324,7962.068692469392,8019.55615234375,46462.0
2016-03-02,8019.554883223075,8220.7626953125,8019.554883223075,8220.7626953125,35863.0
2016-03-03,8335.739783209163,8335.739783209163,7990.812422406571,8019.55615234375,48953.0
2016-03-04,8048.2998822809295,8134.5319392779475,7847.092905535194,8019.55615234375,25409.0
2016-03-07,7990.8115234375,8249.506798139766,7990.8115234375,7990.8115234375,18083.0
2016-03-08,8019.555954187997,8163.275467508198,7818.348115228439,8134.53173828125,24822.0
2016-03-09,8048.300365451717,8393.227746961642,7990.812902126162,8278.251953125,54543.0
