Date,BIL,VTI,^IRX,^TNX,MA185,Spread,VTI_Pct,BIL_Pct,Signal,Position_VTI,Position_Cash,Strategy_Ret,Strategy_Cum,BuyHold_Cum
2007-05-30,71.82313537597656,54.21757125854492,4.704999923706055,4.877999782562256,49.6680728190654,0.17299985885620117,0.008603581729307308,0.0,1.0,1.0,0.0,0.008603581729307308,100860.35817293073,100860.35817293073
2007-05-31,71.82313537597656,54.302955627441406,4.590000152587891,4.889999866485596,49.71530180235167,0.2999997138977051,0.0015748468054630482,0.0,1.0,1.0,0.0,0.0015748468054630482,101019.19778579722,101019.19778579722
2007-06-01,71.8388671875,54.52350616455078,4.65500020980835,4.955999851226807,49.763229535077066,0.30099964141845703,0.004061483110100239,0.00021903543253976032,1.0,1.0,0.0,0.004061483110100239,101429.48555140012,101429.48555140012
2007-06-04,71.85449981689453,54.612464904785156,4.625,4.928999900817871,49.81427558692726,0.3039999008178711,0.0016315667588562288,0.0002176068471921866,1.0,1.0,0.0,0.0016315667588562288,101594.97452839368,101594.97452839368
2007-06-05,71.85449981689453,54.3349723815918,4.690000057220459,4.97599983215332,49.86473244331979,0.28599977493286133,-0.005081120650334281,0.0,1.0,1.0,0.0,-0.005081120650334281,101078.75820534726,101078.75820534726
2007-06-06,71.8858642578125,53.77999496459961,4.65500020980835,4.96999979019165,49.911696006156305,0.3149995803833008,-0.010214000167233173,0.00043649932847489303,1.0,1.0,0.0,-0.010214000167233173,100046.33975213412,100046.33975213412
2007-06-07,71.87020874023438,52.71982192993164,4.659999847412109,5.098999977111816,49.95285304301494,0.43900012969970703,-0.019713148641345546,-0.00021778297777674815,1.0,1.0,0.0,-0.019713148641345546,98074.11138557775,98074.11138557775
2007-06-08,71.8858642578125,53.442020416259766,4.630000114440918,5.118000030517578,49.99514358108108,0.48799991607666016,0.013698803597780973,0.00021783041753375976,1.0,1.0,0.0,0.013698803597780973,99417.60937547567,99417.60937547567
2007-06-11,71.9172592163086,53.50605773925781,4.590000152587891,5.13700008392334,50.036471186457455,0.5469999313354492,0.001198257897049082,0.00043673340816341444,1.0,1.0,0.0,0.001198257897049082,99536.73731101559,99536.73731101559
2007-06-12,71.85449981689453,52.8479118347168,4.590000152587891,5.248000144958496,50.07477247908309,0.6579999923706055,-0.012300399849083377,-0.0008726611678192553,1.0,1.0,0.0,-0.012300399849083377,98312.39564241692,98312.39564241692
2007-06-13,71.9172592163086,53.67325973510742,4.514999866485596,5.199999809265137,50.11694690601246,0.684999942779541,0.0156174174482413,0.0008734233704776884,1.0,1.0,0.0,0.0156174174482413,99847.7813655012,99847.7813655012
2007-06-14,71.94860076904297,54.057498931884766,4.510000228881836,5.2170000076293945,50.16100865956899,0.7069997787475586,0.007158857104518468,0.0004358001552882129,1.0,1.0,0.0,0.007158857104518468,100562.57736450003,100562.57736450003
2007-06-15,72.01129913330078,54.34565734863281,4.429999828338623,5.171000003814697,50.20727306056667,0.7410001754760742,0.005330590989996331,0.0008714327115140197,1.0,1.0,0.0,0.005330590989996331,101098.63533333004,101098.63533333004
2007-06-18,72.02704620361328,54.2602653503418,4.409999847412109,5.142000198364258,50.25159588375607,0.7320003509521484,-0.001571275469964717,0.00021867499270289414,1.0,1.0,0.0,-0.001571275469964717,100939.78152758387,100939.78152758387
2007-06-19,72.02704620361328,54.40968322753906,4.514999866485596,5.085999965667725,50.29828231399124,0.5710000991821289,0.002753725515946437,0.0,1.0,1.0,0.0,0.002753725515946437,101217.74197955044,101217.74197955044
2007-06-20,72.04270935058594,53.694576263427734,4.599999904632568,5.123000144958496,50.341729344548405,0.5230002403259277,-0.01314300914270683,0.00021746202014694127,1.0,1.0,0.0,-0.01314300914270683,99887.43627130907,99887.43627130907
2007-06-21,72.04270935058594,53.961421966552734,4.559999942779541,5.163000106811523,50.38450608124604,0.6030001640319824,0.004969695669369667,0.0,1.0,1.0,0.0,0.004969695669369667,100383.84643077102,100383.84643077102
2007-06-22,72.10543823242188,53.50605773925781,4.585000038146973,5.138000011444092,50.42308766133076,0.5529999732971191,-0.008438699550526563,0.0008707179727329706,1.0,1.0,0.0,-0.008438699550526563,99536.73731101556,99536.73731101556
2007-06-25,72.07408142089844,53.12787628173828,4.639999866485596,5.078000068664551,50.45932019207929,0.4380002021789551,-0.007068011987772627,-0.00043487443238832135,1.0,1.0,0.0,-0.007068011987772627,98833.21045847752,98833.21045847752
2007-06-26,72.0897445678711,52.69576644897461,4.675000190734863,5.10099983215332,50.4929693067396,0.42599964141845703,-0.008133391789880373,0.00021732010542296898,1.0,1.0,0.0,-0.008133391789880373,98029.36123596702,98029.36123596702
2007-06-27,72.07408142089844,53.474281311035156,4.635000228881836,5.070000171661377,50.53160779798353,0.434999942779541,0.014773764849105753,-0.00021727288765616137,1.0,1.0,0.0,0.014773764849105753,99477.62396717524,99477.62396717524
2007-06-28,72.10543823242188,53.46713638305664,4.639999866485596,5.118000030517578,50.570912459089946,0.4780001640319824,-0.00013361428715530366,0.00043506363043777085,1.0,1.0,0.0,-0.00013361428715530366,99464.33233536096,99464.33233536096
2007-06-29,72.13677978515625,53.345726013183594,4.670000076293945,5.0329999923706055,50.60917989369985,0.36299991607666016,-0.0022707475673134914,0.0004346628146596476,1.0,1.0,0.0,-0.0022707475673134914,99238.47394467598,99238.47394467598
2007-07-02,72.15731048583984,53.96352767944336,4.730000019073486,4.998000144958496,50.64813859269426,0.26800012588500977,0.01158109022842968,0.00028460794541618206,1.0,1.0,0.0,0.01158109022842968,100387.76366556092,100387.76366556092
2007-07-03,72.15731048583984,54.19563674926758,4.815000057220459,5.050000190734863,50.68713257248337,0.2350001335144043,0.004301221210055051,0.0,1.0,1.0,0.0,0.004301221210055051,100819.55364386924,100819.55364386924
2007-07-05,72.15731048583984,54.16707229614258,4.809999942779541,5.144000053405762,50.726467503728095,0.3340001106262207,-0.000527061860296052,0.0,1.0,1.0,0.0,-0.000527061860296052,100766.41550237147,100766.41550237147
2007-07-06,72.18879699707031,54.46706008911133,4.789999961853027,5.195000171661377,50.76717644768792,0.4050002098083496,0.005538194704868937,0.0004363592686378315,1.0,1.0,0.0,0.005538194704868937,101324.47953113532,101324.47953113532
2007-07-09,72.20452117919922,54.43846893310547,4.784999847412109,5.158999919891357,50.807159217628275,0.37400007247924805,-0.0005249256332007235,0.0002178202544300678,1.0,1.0,0.0,-0.0005249256332007235,101271.29171455871,101271.29171455871
2007-07-10,72.22026824951172,53.692115783691406,4.804999828338623,5.038000106811523,50.84356499749261,0.2330002784729004,-0.013710031968959147,0.00021808981010229544,1.0,1.0,0.0,-0.013710031968959147,99882.85906761432,99882.85906761432
2007-07-11,72.22026824951172,54.08493423461914,4.804999828338623,5.079999923706055,50.87956015097129,0.27500009536743164,0.007316129103764002,0.0,1.0,1.0,0.0,0.007316129103764002,100613.61495980606,100613.61495980606
2007-07-12,72.23599243164062,54.902732849121094,4.815000057220459,5.116000175476074,50.91908057960304,0.30100011825561523,0.015120636200727677,0.000217725335422303,1.0,1.0,0.0,0.015120636200727677,102134.95682845337,102134.95682845337
2007-07-13,72.25178527832031,55.067012786865234,4.820000171661377,5.10699987411499,50.95878396936365,0.2869997024536133,0.0029921996450632538,0.00021862850011555857,1.0,1.0,0.0,0.0029921996450632538,102440.56501002402,102440.56501002402
2007-07-16,72.26750183105469,55.02769470214844,4.789999961853027,5.040999889373779,50.999284589612806,0.25099992752075195,-0.0007140043145063002,0.00021752476667291631,1.0,1.0,0.0,-0.0007140043145063002,102367.42200462638,102367.42200462638
2007-07-17,72.29904174804688,54.99558639526367,4.809999942779541,5.078000068664551,51.03924968822582,0.26800012588500977,-0.0005834935855220102,0.0004364329220334362,1.0,1.0,0.0,-0.0005834935855220102,102307.69127052026,102307.69127052026
2007-07-18,72.28326416015625,54.87057113647461,4.815000057220459,5.010000228881836,51.078253173828124,0.19500017166137695,-0.0022731871225184497,-0.0002182267912430591,1.0,1.0,0.0,-0.0022731871225184497,102075.12674418953,102075.12674418953
2007-07-19,72.29904174804688,55.00273132324219,4.829999923706055,5.0279998779296875,51.11804733276367,0.1979999542236328,0.00240858048367798,0.00021827442457045265,1.0,1.0,0.0,0.00240858048367798,102320.98290233454,102320.98290233454
2007-07-20,72.33052062988281,54.50989532470703,4.824999809265137,4.955999851226807,51.15407246770086,0.13100004196166992,-0.008960209551028275,0.00043539832720940197,1.0,1.0,0.0,-0.008960209551028275,101404.16545406243,101404.16545406243
2007-07-23,72.33052062988281,54.61703109741211,4.855000019073486,4.964000225067139,51.19004805281356,0.10900020599365234,0.001965437138832904,0.0,1.0,1.0,0.0,0.001965437138832904,101603.4689668782,101603.4689668782
2007-07-24,72.33052062988281,53.659969329833984,4.875,4.943999767303467,51.21999299332902,0.0689997673034668,-0.017523137899443153,0.0,1.0,1.0,0.0,-0.017523137899443153,99823.0573691098,99823.0573691098
2007-07-25,72.34635162353516,53.67070388793945,4.835000038146973,4.9039998054504395,51.24862435830606,0.0689997673034668,0.0002000477868238093,0.00021887017422916877,1.0,1.0,0.0,0.0002000477868238093,99843.02675081049,99843.02675081049
2007-07-26,72.36205291748047,52.399375915527344,4.769999980926514,4.7769999504089355,51.272384004335144,0.006999969482421875,-0.02368755913964815,0.0002170295197057026,1.0,1.0,0.0,-0.02368755913964815,97477.98914996919,97477.98914996919
2007-07-27,72.39353942871094,51.413719177246094,4.704999923706055,4.788000106811523,51.29072051177154,0.08300018310546875,-0.01881046712980361,0.0004351246262508379,1.0,1.0,0.0,-0.01881046712980361,95644.38263918435,95644.38263918435
2007-07-30,72.33052062988281,52.17436981201172,4.71999979019165,4.803999900817871,51.31349252236856,0.0840001106262207,0.014794701627075968,-0.0008705030770070898,1.0,1.0,0.0,0.014794701627075968,97059.41274263697,97059.41274263697
2007-07-31,72.42507934570312,51.46015930175781,4.809999942779541,4.770999908447266,51.33449962719067,-0.03900003433227539,-0.01368891493710922,0.0013073141876605021,1.0,1.0,0.0,-0.01368891493710922,95730.77469775722,95730.77469775722
2007-08-01,72.4013442993164,51.763702392578125,4.739999771118164,4.758999824523926,51.35729996964738,0.01900005340576172,0.005898603792505952,-0.00032771861075120423,1.0,1.0,0.0,0.005898603792505952,96295.45260844895,96295.45260844895
2007-08-02,72.41716003417969,52.20294189453125,4.744999885559082,4.752999782562256,51.382512561694995,0.007999897003173828,0.008485473056426995,0.0002184453205440473,1.0,1.0,0.0,0.008485473056426995,97112.56507701438,97112.56507701438
2007-08-03,72.38550567626953,50.845924377441406,4.699999809265137,4.699999809265137,51.39753228264886,0.0,-0.025995039126942454,-0.0004371112854358872,0.5,1.0,0.0,-0.025995039126942454,94588.12014811966,94588.12014811966
2007-08-06,72.46458435058594,51.702999114990234,4.715000152587891,4.730999946594238,51.416289375923775,0.015999794006347656,0.016856311455497597,0.0010924655920767634,1.0,0.5,0.5,0.00897438852378718,95436.99068806355,96182.52696132638
2007-08-07,72.48040008544922,52.09223937988281,4.784999847412109,4.743000030517578,51.436483661548515,-0.04199981689453125,0.007528388518176499,0.0002182546826843268,1.0,1.0,0.0,0.007528388518176499,96155.47743296888,96906.62639295124
2007-08-08,72.44879913330078,52.877899169921875,4.804999828338623,4.860000133514404,51.4623536599649,0.05500030517578125,0.015082088990447051,-0.00043599307000485865,1.0,1.0,0.0,0.015082088990447051,97605.70290053185,98368.18075597374
