Window,CAGR,MDD,Recovery (Days),Sharpe,Trades
300,0.10339941809104336,-0.22957863364478232,1292,0.8265983105096392,51
400,0.09733180445873724,-0.274540951640916,1381,0.7501982562160842,41
365,0.09540396519319017,-0.2819922762103743,1376,0.7462823064592597,50
200,0.08637674881997093,-0.2799595872298994,2682,0.7438634793921985,106
250,0.08633250744698784,-0.2452893125682701,1369,0.7249177128520029,85
185,0.0767727486764771,-0.327820135697696,2836,0.6731229669313402,123
150,0.07519900386705958,-0.34503457481000366,2871,0.6709834312941119,145
