Date,SWAN,VTI,^IRX,^TNX,MA185,Spread,VTI_Pct,SWAN_Pct,W_VTI,W_SWAN,Strategy_Ret,Strategy_Cum,VTI_Cum
2019-08-28,23.188974380493164,133.38755798339844,1.940000057220459,1.465999960899353,129.66255072516364,-0.47400009632110596,0.007118632039224471,0.00496119835188269,0.0,1.0,0.00496119835188269,100496.11983518826,100711.86320392245
2019-08-29,23.311622619628906,135.1552734375,1.940000057220459,1.5160000324249268,129.70279751339476,-0.4240000247955322,0.013252476324078,0.005289075623754913,1.0,0.0,0.013252476324078,101827.94228396581,102046.54478658621
2019-08-30,23.344322204589844,135.10997009277344,1.9329999685287476,1.50600004196167,129.76534353720174,-0.42699992656707764,-0.0003351947990953841,0.0014027159539466982,1.0,0.0,-0.0003351947990953841,101793.81008730963,102012.3393155081
2019-09-03,23.28708839416504,134.23060607910156,1.909999966621399,1.465999960899353,129.8239570411476,-0.4440000057220459,-0.006508505723656466,-0.002451722946728019,1.0,0.0,-0.006508505723656466,101131.28449172358,101348.39142118955
2019-09-04,23.45061683654785,135.66294860839844,1.9049999713897705,1.4589999914169312,129.90605027482317,-0.44599997997283936,0.010670759606440372,0.007022279454385938,1.0,0.0,0.010670759606440372,102210.4321172253,102429.85574254449
2019-09-05,23.45061683654785,137.4759979248047,1.9199999570846558,1.565000057220459,129.99721947747307,-0.3549998998641968,0.013364366136842332,0.0,1.0,0.0,0.013364366136842332,103576.40975504476,103798.76583803179
2019-09-06,23.516033172607422,137.503173828125,1.909999966621399,1.5499999523162842,130.0886804116739,-0.36000001430511475,0.00019767743992060716,0.0027895358367553413,1.0,0.0,0.00019767743992060716,103596.8844745613,103819.28451232956
2019-09-09,23.33614730834961,137.58477783203125,1.9079999923706055,1.621999979019165,130.17686561378272,-0.28600001335144043,0.0005934699660696818,-0.007649498660656451,1.0,0.0,0.0005934699660696818,103658.36611407535,103880.89813958647
2019-09-10,23.1971435546875,137.72076416015625,1.9129999876022339,1.7020000219345093,130.26737860602302,-0.2109999656677246,0.000988382074440075,-0.0059565853705583205,1.0,0.0,0.000988382074440075,103760.82018500826,103983.57215718436
2019-09-11,23.221670150756836,138.8448486328125,1.9129999876022339,1.7330000400543213,130.37526401829075,-0.1799999475479126,0.008162055152039827,0.001057311043987541,1.0,0.0,0.008162055152039827,104607.72172197918,104832.29180803741
2019-09-12,23.221670150756836,139.26190185546875,1.8949999809265137,1.7910000085830688,130.49911375303526,-0.10399997234344482,0.00300373565719525,0.0,1.0,0.0,0.00300373565719525,104921.93566573344,105147.18030096672
2019-09-13,23.041786193847656,139.1259307861328,1.899999976158142,1.902999997138977,130.62242147084828,0.003000020980834961,-0.0009763694702162873,-0.007746383259315981,1.0,0.0,-0.0009763694702162873,104819.49309099343,105044.51780424154
2019-09-16,23.090848922729492,138.8435821533203,1.9450000524520874,1.840999960899353,130.75385795799463,-0.10400009155273438,-0.0020294464965451287,0.002129293643690522,1.0,0.0,-0.0020294464965451287,104606.76753797027,104831.33557560245
2019-09-17,23.139904022216797,139.18052673339844,1.937999963760376,1.812000036239624,130.89710850071262,-0.12599992752075195,0.0024267926169323495,0.0021244389780323836,1.0,0.0,0.0024267926169323495,104860.62646911258,105085.73948680046
2019-09-18,23.20531463623047,139.16232299804688,1.8799999952316284,1.7860000133514404,131.05319832466745,-0.09399998188018799,-0.0001307922579315557,0.0028267452600871934,1.0,0.0,-0.0001307922579315557,104846.91151100858,105071.99508565658
2019-09-19,23.238021850585938,139.07125854492188,1.8830000162124634,1.7740000486373901,131.22369797165328,-0.10899996757507324,-0.0006543757761666713,0.0014094708418390667,1.0,0.0,-0.0006543757761666713,104778.3022319099,105003.23851731903
2019-09-20,23.30344009399414,138.46107482910156,1.850000023841858,1.7549999952316284,131.36293021537162,-0.09500002861022949,-0.004387561615567193,0.0028151382173933204,1.0,0.0,-0.004387561615567193,104318.58097489286,104542.53033849019
2019-09-23,23.33614730834961,138.5339813232422,1.8450000286102295,1.7079999446868896,131.49706957018054,-0.13700008392333984,0.0005265486652519247,0.0014035358824080468,1.0,0.0,0.0005265486652519247,104373.50978446615,104597.57706830197
2019-09-24,23.30344009399414,137.24989318847656,1.8799999952316284,1.6349999904632568,131.62504482784786,-0.24500000476837158,-0.009269120272876963,-0.001401568730403313,1.0,0.0,-0.009269120272876963,103406.05916897164,103628.04954620438
2019-09-25,23.262557983398438,138.11500549316406,1.8450000286102295,1.7319999933242798,131.75186932538006,-0.11300003528594971,0.006303191096108884,-0.0017543380046382007,1.0,0.0,0.006303191096108884,104057.84732040919,104281.23694541113
2019-09-26,23.246200561523438,137.69610595703125,1.7699999809265137,1.684999942779541,131.87594394168337,-0.08500003814697266,-0.0030329762840544117,-0.0007031652274299693,1.0,0.0,-0.0030329762840544117,103742.24233731664,103964.95442688385
2019-09-27,23.219968795776367,136.87649536132812,1.7300000190734863,1.6749999523162842,132.00996143237964,-0.05500006675720215,-0.005952314991092722,-0.001128432393829093,1.0,0.0,-0.005952314991092722,103124.73583304265,103346.12227010043
2019-09-30,23.367549896240234,137.51400756835938,1.7699999809265137,1.6749999523162842,132.1273706797007,-0.09500002861022949,0.004657572546318711,0.006355783755002786,1.0,0.0,0.004657572546318711,103605.04677150499,103827.46433195414
2019-10-01,23.187171936035156,135.71990966796875,1.753000020980835,1.6440000534057617,132.2287694157781,-0.10899996757507324,-0.013046655625236991,-0.007719164439832893,1.0,0.0,-0.013046655625236991,102253.3474052406,102472.86316037356
2019-10-02,22.91659927368164,133.5160675048828,1.7350000143051147,1.5959999561309814,132.31174889641838,-0.1390000581741333,-0.016238164087181595,-0.011669066978065579,1.0,0.0,-0.016238164087181595,100592.94077161072,100808.89199389212
2019-10-03,23.105178833007812,134.5997772216797,1.6649999618530273,1.5360000133514404,132.39757550213787,-0.12899994850158691,0.008116698889122365,0.008228950424714387,1.0,0.0,0.008116698889122365,101409.4233822252,101627.1274155526
2019-10-04,23.424949645996094,136.35739135742188,1.6549999713897705,1.5149999856948853,132.48974654738967,-0.13999998569488525,0.013058076112915762,0.013839789568365513,1.0,0.0,0.013058076112915762,102733.6353513172,102954.18218048186
2019-10-07,23.29375648498535,135.82012939453125,1.6729999780654907,1.5529999732971191,132.57886785558753,-0.12000000476837158,-0.003940101504892768,-0.005600573875007897,1.0,0.0,-0.003940101504892768,102328.85440006638,102548.53225233755
