Scenario,CAGR,MDD,Sharpe,Final
With Yield Logic,0.10612531296373628,-0.25320305252232944,0.8521653413351691,27.574138206360068
Without Yield Logic,0.10502393733136306,-0.263106162317673,0.8424150000729524,26.685445011816977
