date,value,cash,holdings
2021-01-04,150000.0,150000.0,0.0
2021-01-05,150000.0,150000.0,0.0
2021-01-06,150000.0,150000.0,0.0
2021-01-07,150000.0,150000.0,0.0
2021-01-08,150000.0,150000.0,0.0
2021-01-11,150000.0,150000.0,0.0
2021-01-12,150000.0,150000.0,0.0
2021-01-13,150000.0,150000.0,0.0
2021-01-14,150000.0,150000.0,0.0
2021-01-15,150000.0,150000.0,0.0
2021-01-19,150000.0,150000.0,0.0
2021-01-20,150000.0,150000.0,0.0
2021-01-21,150000.0,150000.0,0.0
2021-01-22,150000.0,150000.0,0.0
2021-01-25,150000.0,150000.0,0.0
2021-01-26,150000.0,150000.0,0.0
2021-01-27,150000.0,150000.0,0.0
2021-01-28,150000.0,150000.0,0.0
2021-01-29,150000.0,150000.0,0.0
2021-02-01,149550.19856993866,-383.61145050811774,149933.81002044678
2021-02-02,150542.71475951385,-383.61145050811774,150926.32621002197
2021-02-03,152182.48285262298,-383.61145050811774,152566.0943031311
2021-02-04,152789.83324782562,-383.61145050811774,153173.44469833374
2021-02-05,153675.51524321747,-383.61145050811774,154059.1266937256
2021-02-08,155970.4791828842,-383.61145050811774,156354.09063339233
2021-02-09,155977.51605574798,-383.61145050811774,156361.1275062561
2021-02-10,156842.59613387298,-383.61145050811774,157226.2075843811
2021-02-11,156901.90306060028,-383.61145050811774,157285.5145111084
2021-02-12,157602.34954421234,-383.61145050811774,157985.96099472046
2021-02-16,158736.61267440033,-383.61145050811774,159120.22412490845
2021-02-17,160257.62482421112,-383.61145050811774,160641.23627471924
2021-02-18,159023.5820385666,-383.61145050811774,159407.1934890747
2021-02-19,160352.2755047531,-383.61145050811774,160735.88695526123
2021-02-22,161557.79418151092,-383.61145050811774,161941.40563201904
2021-02-23,162131.83092848968,-383.61145050811774,162515.4423789978
2021-02-24,164886.31056182098,-383.61145050811774,165269.9220123291
2021-02-25,162069.88158385467,-383.61145050811774,162453.4930343628
2021-02-26,159544.61945693207,-383.61145050811774,159928.2309074402
2021-03-01,163131.3416602707,90.16075969695765,163041.18090057373
2021-03-02,163108.69912029267,90.16075969695765,163018.5383605957
2021-03-03,163491.50338054658,90.16075969695765,163401.3426208496
2021-03-04,162815.5909774399,90.16075969695765,162725.43021774292
2021-03-05,167195.1929442978,90.16075969695765,167105.03218460083
2021-03-08,168342.93111873628,90.16075969695765,168252.7703590393
2021-03-09,168587.56190181733,90.16075969695765,168497.40114212036
2021-03-10,170626.36626888276,90.16075969695765,170536.2055091858
2021-03-11,171700.91269756318,90.16075969695765,171610.7519378662
