date,value,cash,holdings
2021-01-04,149077.25174825176,149077.25174825176,0.0
2021-01-05,149077.25174825176,149077.25174825176,0.0
2021-01-06,149077.25174825176,149077.25174825176,0.0
2021-01-07,149077.25174825176,149077.25174825176,0.0
2021-01-08,149077.25174825176,149077.25174825176,0.0
2021-01-11,149077.25174825176,149077.25174825176,0.0
2021-01-12,149077.25174825176,149077.25174825176,0.0
2021-01-13,149077.25174825176,149077.25174825176,0.0
2021-01-14,149077.25174825176,149077.25174825176,0.0
2021-01-15,149077.25174825176,149077.25174825176,0.0
2021-01-19,149077.25174825176,149077.25174825176,0.0
2021-01-20,149077.25174825176,149077.25174825176,0.0
2021-01-21,149077.25174825176,149077.25174825176,0.0
2021-01-22,149077.25174825176,149077.25174825176,0.0
2021-01-25,149077.25174825176,149077.25174825176,0.0
2021-01-26,149077.25174825176,149077.25174825176,0.0
2021-01-27,149077.25174825176,149077.25174825176,0.0
2021-01-28,149077.25174825176,149077.25174825176,0.0
2021-01-29,149077.25174825176,149077.25174825176,0.0
2021-02-01,148630.09363630184,-422.61034700504763,149052.70398330688
2021-02-02,149616.64983442196,-422.61034700504763,150039.260181427
2021-02-03,151247.0663688458,-422.61034700504763,151669.67671585083
2021-02-04,151850.88125303158,-422.61034700504763,152273.49160003662
2021-02-05,152731.31016614803,-422.61034700504763,153153.92051315308
2021-02-08,155013.09191587337,-422.61034700504763,155435.70226287842
2021-02-09,155019.88116147884,-422.61034700504763,155442.4915084839
2021-02-10,155880.12176587948,-422.61034700504763,156302.73211288452
2021-02-11,155938.8478668011,-422.61034700504763,156361.45821380615
2021-02-12,156635.2147834576,-422.61034700504763,157057.82513046265
2021-02-16,157762.9954765118,-422.61034700504763,158185.60582351685
2021-02-17,159275.61580732235,-422.61034700504763,159698.2261543274
2021-02-18,158048.82814100155,-422.61034700504763,158471.4384880066
2021-02-19,159369.81436231502,-422.61034700504763,159792.42470932007
2021-02-22,160568.88259199032,-422.61034700504763,160991.49293899536
2021-02-23,161139.69018247494,-422.61034700504763,161562.30052947998
2021-02-24,163878.68246915707,-422.61034700504763,164301.2928161621
2021-02-25,161078.8351943768,-422.61034700504763,161501.44554138184
2021-02-26,158568.27244260677,-422.61034700504763,158990.88278961182
2021-03-01,162133.8835210522,84.8121213634864,162049.07139968872
2021-03-02,162111.3059262951,84.8121213634864,162026.49380493164
2021-03-03,162491.69068429072,84.8121213634864,162406.87856292725
2021-03-04,161819.76512429316,84.8121213634864,161734.9530029297
2021-03-05,166172.466399165,84.8121213634864,166087.6542778015
2021-03-08,167313.03053185542,84.8121213634864,167228.21841049194
2021-03-09,167556.33075615962,84.8121213634864,167471.51863479614
2021-03-10,169582.60708520014,84.8121213634864,169497.79496383667
2021-03-11,170650.68854806025,84.8121213634864,170565.87642669678
2021-03-12,171551.97938820918,84.8121213634864,171467.1672668457
2021-03-15,171628.2653569897,84.8121213634864,171543.45323562622
2021-03-16,170200.99113366206,84.8121213634864,170116.17901229858
2021-03-17,170805.4495191296,84.8121213634864,170720.6373977661
2021-03-18,167919.44731423457,84.8121213634864,167834.6351928711
2021-03-19,168138.4250821789,84.8121213634864,168053.61296081543
2021-03-22,167977.22761437495,84.8121213634864,167892.41549301147
2021-03-23,165516.92595192988,84.8121213634864,165432.1138305664
2021-03-24,166121.3810109814,84.8121213634864,166036.56888961792
2021-03-25,167862.91484734614,84.8121213634864,167778.10272598267
2021-03-26,171303.94356438715,84.8121213634864,171219.13144302368
2021-03-29,170296.58765313227,84.8121213634864,170211.7755317688
2021-03-30,170054.10119912226,84.8121213634864,169969.2890777588
2021-03-31,169008.7750997265,84.8121213634864,168923.96297836304
2021-04-01,170565.2070742329,104.03497035105246,170461.17210388184
2021-04-05,171122.54367549022,104.03497035105246,171018.50870513916
2021-04-06,170306.20337016185,104.03497035105246,170202.1683998108
2021-04-07,170332.96802622874,104.03497035105246,170228.9330558777
2021-04-08,170055.19043070872,104.03497035105246,169951.15546035767
2021-04-09,170513.68730647166,104.03497035105246,170409.6523361206
2021-04-12,169672.89911753734,104.03497035105246,169568.86414718628
2021-04-13,169861.6018572529,104.03497035105246,169757.56688690186
2021-04-14,171326.21244914134,104.03497035105246,171222.17747879028
2021-04-15,171652.14351374705,104.03497035105246,171548.108543396
2021-04-16,172387.0575152119,104.03497035105246,172283.02254486084
2021-04-19,172140.08476359447,104.03497035105246,172036.0497932434
2021-04-20,169750.00730998119,104.03497035105246,169645.97233963013
2021-04-21,171742.12766367992,104.03497035105246,171638.09269332886
2021-04-22,170086.11351115306,104.03497035105246,169982.078540802
2021-04-23,171463.96812541087,104.03497035105246,171359.9331550598
2021-04-26,171310.9205218037,104.03497035105246,171206.88555145264
2021-04-27,171938.6776400288,104.03497035105246,171834.64266967773
2021-04-28,173575.2027483662,104.03497035105246,173471.16777801514
2021-04-29,174788.2033091267,104.03497035105246,174684.16833877563
2021-04-30,171422.32337672313,104.03497035105246,171318.28840637207
2021-05-03,174194.13902384837,104.03497035105246,174090.1040534973
2021-05-04,173824.2324572285,104.03497035105246,173720.19748687744
2021-05-05,176125.5932398518,104.03497035105246,176021.55826950073
2021-05-06,177091.21422679027,104.03497035105246,176987.1792564392
2021-05-07,179025.3917895039,104.03497035105246,178921.35681915283
2021-05-10,178481.64246852,104.03497035105246,178377.60749816895
2021-05-11,175402.17836100658,104.03497035105246,175298.14339065552
2021-05-12,173028.5065928181,104.03497035105246,172924.47162246704
2021-05-13,174018.0604525288,104.03497035105246,173914.02548217773
2021-05-14,177084.55664927562,104.03497035105246,176980.52167892456
2021-05-17,177881.6077242573,104.03497035105246,177777.57275390625
2021-05-18,175816.2325869282,104.03497035105246,175712.19761657715
2021-05-19,173284.60094554027,104.03497035105246,173180.5659751892
2021-05-20,174370.12411982616,104.03497035105246,174266.0891494751
2021-05-21,174749.91965205272,104.03497035105246,174645.88468170166
2021-05-24,176085.8524409016,104.03497035105246,175981.81747055054
2021-05-25,174875.41477305492,104.03497035105246,174771.37980270386
2021-05-26,175604.0542841633,104.03497035105246,175500.01931381226
2021-05-27,175412.60918147166,104.03497035105246,175308.5742111206
2021-05-28,175776.1841669758,104.03497035105246,175672.14919662476
2021-06-01,178039.126991515,104.87850594981317,177934.2484855652
2021-06-02,178843.45946145518,104.87850594981317,178738.58095550537
2021-06-03,178106.10987115366,104.87850594981317,178001.23136520386
2021-06-04,179397.64655328257,104.87850594981317,179292.76804733276
2021-06-07,179382.24005914194,104.87850594981317,179277.36155319214
2021-06-08,180035.92898965342,104.87850594981317,179931.0504837036
2021-06-09,179043.23056054575,104.87850594981317,178938.35205459595
