Run_ID,CAGR,MDD
1,0.12731401499657036,-0.2461476837160413
2,0.24669660459757425,-0.13084169658226127
3,0.10270343219462963,-0.21756655512932485
4,0.12408281612865335,-0.22013003063779452
5,0.16088592975155658,-0.24573243721240043
6,0.08807427064159867,-0.21489500724760047
7,0.15485232866127707,-0.18867838096171552
8,0.16918022196950644,-0.1826024736208298
9,0.09367234871464136,-0.23619496949388302
10,0.12344233823703887,-0.1957095787389203
11,0.10592735268766718,-0.26220784962889665
12,0.20510586587129453,-0.2515989523906818
13,0.13830639137089396,-0.25302014102670245
14,0.1480010643090992,-0.23388860057103977
15,0.09463684027090635,-0.3088506628284338
16,0.18765014210894737,-0.22800490041030078
17,0.13252747870013315,-0.2120706541865586
18,0.23170307704865856,-0.14927244520634028
19,0.1731699320558462,-0.21381218353448067
20,0.11342476710990779,-0.23795934657436993
21,0.08526186055535945,-0.27679363556999886
22,0.15687083902824628,-0.1789310833830287
23,0.1794105137849351,-0.16552022822631723
24,0.045632747290280884,-0.47744955361901126
25,0.10736694824600024,-0.2615111408320497
26,0.15572141599481193,-0.24189329571318005
27,0.2422586591264575,-0.17260745772116823
28,0.1796515668904919,-0.29099898843533467
29,0.09854887946063506,-0.24774882951867916
30,0.19570376600235284,-0.1708154010124084
31,0.21742778094473514,-0.2027270349922875
32,0.12394317127612742,-0.15886239112736947
33,0.17275258560266593,-0.23117779668975072
34,0.24104894476141636,-0.1567534265401003
35,0.14745841615376198,-0.327639335479915
36,0.1271702936392889,-0.3208767386735713
37,0.21567956375336617,-0.2350396899506968
38,0.15664762527878562,-0.18516892743059796
39,0.09478642345638155,-0.30833312130770085
40,0.19166214649927915,-0.14568972665577398
41,0.16754836195468759,-0.17253125760431806
42,0.1308787234451434,-0.3654458928098275
43,0.14739703791322833,-0.20386981300913726
44,0.11634251264628936,-0.250221905020601
45,0.07534801719515016,-0.3833593310459427
46,0.15626269196970033,-0.16874631969225296
47,0.13162125833460792,-0.22172763795733197
48,0.13242382485368265,-0.2534521708545622
49,0.1662546121571622,-0.19508453931100067
50,0.1363523766826531,-0.19408838508666532
51,0.16843532378522963,-0.22181966008404885
52,0.16652594386497555,-0.2884530155816962
53,0.10091807094369476,-0.3148523368904365
54,0.13753638804075696,-0.31407886428432075
55,0.10918323961056231,-0.2367112770423918
56,0.17272448128254347,-0.13752714763268722
57,0.09264862138055241,-0.32157825168317794
58,0.15150321956990997,-0.1718674897580373
59,0.125634848433422,-0.1889182426266021
60,0.18103963470348683,-0.20979050351189354
61,0.24199183444367667,-0.22007274343068997
62,0.1421608045540208,-0.21221226146732644
63,0.29566990498584755,-0.15474270673230062
64,0.11103512653726688,-0.32259803174114504
65,0.2910949960603757,-0.25529598543678406
66,0.16872704151774753,-0.17607626199460882
67,0.16587216841293762,-0.31104905148439355
68,0.23512035379632001,-0.20533092932080482
69,0.054073169391227305,-0.3344457629854113
70,0.1617807813677532,-0.30726961974271727
71,0.12765370498745732,-0.27800259751159406
72,0.04297884747637326,-0.47737664704805455
73,0.2052457372586105,-0.204699810505287
74,0.22791128294671936,-0.1282318787972333
75,0.08113864009599014,-0.23058363360117226
76,0.11481869786074839,-0.2945127567728964
77,0.2518705219046351,-0.14249965500481232
78,0.22796957561093412,-0.168129844743973
79,0.1557228420662624,-0.225743998361517
80,0.19654601446648412,-0.1556274357337423
81,0.12048471495468838,-0.2883671515350956
82,0.20809018672816681,-0.22300052573109821
83,0.23534888311258073,-0.3069083359022179
84,0.13381193921276524,-0.2212699996074565
85,0.12569187352841427,-0.23751148157231014
