date,ticker,side,qty,price,cost
2022-04-01,TLT,BUY,24,115.434326171875,8.311271484375
2022-06-01,AVGO,BUY,2,53.49493408203125,0.32096960449218753
2022-06-01,MSFT,BUY,1,264.7491149902344,0.7942473449707032
2022-06-01,AAPL,BUY,5,146.05435180664062,2.1908152770996097
2022-06-01,BIL,SELL,46,78.41560363769531,10.821353302001954
2022-06-01,TLT,BUY,24,101.69606018066406,7.322116333007813
2022-07-01,AVGO,BUY,25,44.93208312988281,3.3699062347412108
2022-07-01,MSFT,BUY,1,252.2707061767578,0.7568121185302734
2022-07-01,AAPL,BUY,2,136.4490203857422,0.818694122314453
2022-07-01,BIL,SELL,11,78.46964263916016,2.5894982070922854
2022-07-01,TLT,SELL,8,101.54666137695312,2.437119873046875
2022-08-01,AVGO,BUY,147,50.43574905395508,22.242165332794187
2022-08-01,MSFT,BUY,29,270.1817932128906,23.505816009521485
2022-08-01,AAPL,BUY,45,158.62579345703125,21.41448211669922
2022-08-01,BIL,SELL,132,78.5099868774414,31.089954803466796
2022-08-01,TLT,SELL,115,105.4378890991211,36.376071739196775
2022-09-01,AVGO,SELL,154,46.26449966430664,21.37419884490967
2022-09-01,MSFT,SELL,29,253.60479736328125,22.063617370605467
2022-09-01,AAPL,SELL,52,155.3546905517578,24.235331726074218
2022-09-01,BIL,BUY,124,78.6723861694336,29.2661276550293
2022-09-01,TLT,BUY,134,96.47135162353516,38.781483352661134
2022-11-01,AVGO,SELL,3,44.36632537841797,0.3992969284057617
2022-11-01,MSFT,BUY,2,222.2158203125,1.333294921875
2022-11-01,AAPL,SELL,1,148.16525268554688,0.44449575805664066
2022-11-01,BIL,SELL,37,78.95056915283203,8.763513175964356
2022-11-01,TLT,BUY,29,85.59170532226562,7.44647836303711
2022-12-01,AVGO,BUY,569,52.22217559814453,89.14325374603271
2022-12-01,MSFT,BUY,121,248.74282836914062,90.29364669799806
2022-12-01,AAPL,BUY,213,146.1058349609375,93.36162854003906
2023-02-01,AVGO,SELL,53,57.62968826293945,9.163120433807373
2023-02-01,MSFT,BUY,5,246.8480987548828,3.702721481323242
2023-02-01,AAPL,BUY,11,143.2686004638672,4.727863815307617
2023-03-01,AVGO,SELL,543,56.75196838378906,92.44895649719238
2023-03-01,MSFT,SELL,126,241.12185668945312,91.14406182861329
2023-03-01,AAPL,SELL,219,143.36895751953125,94.19340509033204
2023-03-01,BIL,BUY,578,79.98546600341797,138.69479804992676
2023-03-01,TLT,BUY,516,89.65235137939453,138.78183993530274
2023-05-01,AVGO,BUY,520,61.4342155456543,95.8373762512207
2023-05-01,MSFT,BUY,102,299.1723937988281,91.54675250244142
2023-05-01,AAPL,BUY,187,167.3246307373047,93.86911784362793
2023-06-01,AVGO,SELL,178,76.07173919677734,40.6223087310791
2023-06-01,MSFT,SELL,23,326.33935546875,22.51741552734375
2023-06-01,AAPL,SELL,36,177.93016052246094,19.216457336425783
2023-06-01,BIL,BUY,168,80.93932342529297,40.793419006347655
2023-06-01,TLT,BUY,146,92.8213119506836,40.655734634399415
2023-08-01,AVGO,SELL,42,89.06745910644531,11.22249984741211
2023-08-01,MSFT,BUY,6,330.02886962890625,5.940519653320313
2023-08-01,AAPL,SELL,4,193.26402282714844,2.3191682739257815
2023-08-01,BIL,BUY,10,81.60193634033203,2.448058090209961
2023-08-01,TLT,BUY,17,88.8219985961914,4.529921928405762
2023-09-01,AVGO,BUY,121,84.47081756591797,30.662906776428223
2023-09-01,MSFT,BUY,28,323.17578125,27.146765625
2023-09-01,AAPL,BUY,50,187.44053649902344,28.116080474853515
2023-11-01,AVGO,SELL,445,83.02496337890625,110.83832611083984
2023-11-01,MSFT,SELL,118,340.2952575683594,120.46452117919921
2023-11-01,AAPL,SELL,197,172.1156463623047,101.72034700012208
2023-11-01,BIL,BUY,671,82.69296264648438,166.46093380737304
2023-11-01,TLT,BUY,714,77.7618637084961,166.56591206359863
2023-12-01,AVGO,BUY,427,90.52594757080078,115.96373883819581
2023-12-01,MSFT,BUY,105,369.0081481933594,116.23756668090822
2023-12-01,AAPL,BUY,204,189.45082092285156,115.94390240478516
2024-02-01,AVGO,SELL,75,117.34577178955078,26.402798652648926
2024-02-01,MSFT,BUY,4,397.8481750488281,4.774178100585938
2024-02-01,AAPL,BUY,36,185.11180114746094,19.992074523925783
2024-03-01,AVGO,SELL,213,136.8210906982422,87.42867695617676
2024-03-01,MSFT,SELL,53,410.1530456542969,65.21433425903321
2024-03-01,AAPL,SELL,101,178.20628356933594,53.99650392150879
2024-03-01,BIL,BUY,407,84.16091918945312,102.76048233032228
2024-03-01,TLT,BUY,392,87.42963409423828,102.81724969482423
2024-04-01,AVGO,BUY,174,132.60064697265625,69.21753771972656
2024-04-01,MSFT,BUY,51,419.1063232421875,64.12326745605469
2024-04-01,AAPL,BUY,141,168.65420532226562,71.34072885131836
2024-05-01,AVGO,SELL,337,122.05355834960938,123.39614749145508
2024-05-01,MSFT,SELL,107,389.85760498046875,125.14429119873049
2024-05-01,AAPL,SELL,270,167.9301300048828,136.0234053039551
2024-05-01,BIL,BUY,753,84.86485290527344,191.70970271301272
2024-05-01,TLT,BUY,774,82.51932525634766,191.60987324523924
2024-07-01,AVGO,BUY,261,161.6444091796875,126.56757238769532
2024-07-01,MSFT,BUY,97,451.6656799316406,131.43471286010742
2024-07-01,AAPL,BUY,198,215.28778076171875,127.88094177246094
2024-08-01,AVGO,SELL,130,144.83766174316406,56.48668807983399
2024-08-01,MSFT,SELL,48,412.4849853515625,59.397837890625
2024-08-01,AAPL,SELL,115,216.88693237304688,74.82599166870118
2024-08-01,BIL,BUY,368,85.98298645019531,94.92521704101563
2024-08-01,TLT,BUY,353,89.69379425048828,94.9857281112671
2024-10-01,AVGO,SELL,18,165.5267333984375,8.938443603515625
2024-10-01,MSFT,BUY,3,416.7751770019531,3.750976593017578
2024-10-01,AAPL,BUY,1,224.9440460205078,0.6748321380615235
2024-10-01,BIL,BUY,13,86.74372863769531,3.3830054168701174
2024-10-01,TLT,BUY,2,93.2885513305664,0.5597313079833984
2024-11-01,AVGO,SELL,136,166.9599151611328,68.11964538574219
2024-11-01,MSFT,SELL,53,406.5511474609375,64.64163244628907
2024-11-01,AAPL,SELL,99,221.66250610351562,65.83376431274414
2024-11-01,BIL,BUY,364,87.10334777832031,95.11685577392578
2024-11-01,TLT,BUY,396,86.33299255371094,102.5635951538086
2025-04-01,AVGO,BUY,1,167.51620483398438,0.5025486145019531
2025-04-01,MSFT,BUY,2,380.15203857421875,2.2809122314453125
2025-04-01,AAPL,BUY,1,222.4293975830078,0.6672881927490235
2025-04-01,BIL,SELL,5,88.64266204833984,1.3296399307250977
2025-04-01,TLT,SELL,10,88.49781799316406,2.654934539794922
2025-05-01,AVGO,SELL,9,196.15460205078125,5.296174255371094
2025-05-01,MSFT,SELL,2,423.1316223144531,2.5387897338867185
2025-05-01,AAPL,BUY,2,212.59304809570312,1.275558288574219
2025-05-01,BIL,BUY,2,88.94522857666016,0.533671371459961
2025-05-01,TLT,BUY,25,86.10504150390625,6.457878112792969
2025-07-01,AVGO,BUY,159,263.7824401855469,125.82422396850586
2025-07-01,MSFT,BUY,90,490.32470703125,132.3876708984375
2025-07-01,AAPL,BUY,223,207.3833770751953,138.73947926330567
2025-08-01,AVGO,SELL,9,287.5960388183594,7.765093048095703
2025-08-01,MSFT,SELL,3,522.2722778320312,4.700450500488282
2025-08-01,AAPL,BUY,19,201.95480346679688,11.51142379760742
2025-10-01,AVGO,SELL,4,332.7533264160156,3.9930399169921875
2025-10-01,MSFT,BUY,16,518.7391357421875,24.899478515625
2025-10-01,AAPL,SELL,29,255.20260620117188,22.202626739501955
2025-12-01,AVGO,SELL,16,385.3426818847656,18.49644873046875
2025-12-01,MSFT,BUY,18,486.739990234375,26.283959472656253
2025-12-01,AAPL,SELL,10,283.1000061035156,8.493000183105469
