Date,AAPL_mom,AAPL_vol,MSFT_mom,MSFT_vol,GOOGL_mom,GOOGL_vol,AMZN_mom,AMZN_vol,META_mom,META_vol,NVDA_mom,NVDA_vol,TSLA_mom,TSLA_vol,NFLX_mom,NFLX_vol,AVGO_mom,AVGO_vol
2018-01-31,-0.02803907640611447,0.009461476049871959,0.10541021332088696,0.010623803084640377,0.10157385169995026,0.007432288461351305,0.2202504884311376,0.009819129832596956,0.030151100209916626,0.015685169755797528,0.23300749757011552,0.018992103423269083,0.10538789517693647,0.019161126861541294,0.3443079631400876,0.028084354205174612,-0.07108322971835512,0.016352097067244328
2018-02-01,-0.02583751271215573,0.009490152434289802,0.09160349929847844,0.01101345785265368,0.08251808058913701,0.006938847120575543,0.154293324311362,0.015183437681933665,0.0455950778869183,0.016848377499359295,0.13192478009056896,0.015345272532805652,0.1008668200782219,0.01935308337432069,0.2927091467626002,0.029097843171131666,-0.11536306973176025,0.01760707151930481
2018-02-02,-0.07241522270889711,0.013249459947493741,0.05361051620158963,0.012917111219333356,0.02139163107591635,0.014473217963765004,0.1821773952340362,0.01589766464742752,0.03227904383729463,0.017250478353559442,0.09330969159121039,0.017265310599101087,0.09258794812947757,0.019691349187141625,0.30053982335853235,0.029014268150056775,-0.1279164266017111,0.017626051146309593
2018-02-05,-0.10577119616188102,0.01356689937200542,-0.0021545764196444495,0.015989887298293162,-0.043141973710264625,0.01824455081982397,0.13087197832182862,0.017734689880209754,-0.029917211999745508,0.020182442889544513,-0.00789207346212284,0.02637880858695846,0.05227751723793905,0.02122174206068923,0.21081955950139175,0.03215119407778507,-0.16022345444717223,0.018185155916618317
2018-02-06,-0.06492665055634061,0.01720713587644819,0.034549435448838484,0.018093181227775007,-0.026727574631643547,0.018914983371017005,0.1571695580008876,0.01903865593608979,-0.015774400898876162,0.020784612940028434,0.016126165245236468,0.028418151498453267,-0.0072530387259063245,0.015879612549343138,0.25310071205583773,0.03308818716580422,-0.1171263287468921,0.022851560225577404
2018-02-07,-0.08483895999659885,0.017658333369033132,0.01575551610906767,0.018673120988566768,-0.051564075972236556,0.019761284518583572,0.13098106147555177,0.019876510014947325,-0.04093257464173694,0.02165173342589285,0.030909102601448524,0.02856448601310529,0.03389372023090176,0.01739936386790994,0.2639625284493934,0.0328051089589889,-0.11590324634471039,0.022828784196210813
2018-02-08,-0.10981727028131094,0.018369207135475907,-0.03199734837632917,0.02202722538121174,-0.09226760542899703,0.021950744770429215,0.07667044954264268,0.023157898531875967,-0.0865629269211241,0.02394613152428438,-0.027539241319260888,0.03071757432857848,-0.05845280183707069,0.02626792180388423,0.176830381948075,0.036036366629886414,-0.12654563254155526,0.023387546131527624
2018-02-09,-0.1040184975301065,0.01863811180245097,0.0011354235574394522,0.023661204426448344,-0.05915201523071456,0.02393537792722162,0.04928413919216901,0.02306572315407706,-0.06209732582573646,0.024903063162621666,0.03570194656981984,0.034270665843045556,-0.08146173167101933,0.026250087299109316,0.14836123341287633,0.03597557710682292,-0.10626186426865081,0.02441750439768766
2018-02-12,-0.07745543007002254,0.021012913035364605,-0.0052452029376469644,0.023460575247015173,-0.0672975163650027,0.023637147440194694,0.06208241312386753,0.023782958243059635,-0.016502296454373178,0.02288005038733975,0.022647773800437365,0.03452371729180658,-0.06094220422318697,0.02666304723631892,0.1659811517082379,0.036390222543162605,-0.07525804962822191,0.0262146825989303
2018-02-13,-0.06345418246213808,0.021235042701841213,0.016751617958515652,0.023284117082326593,-0.0677102014987655,0.023634150725213077,0.0840320971802706,0.024067804547627258,-0.029373888714851137,0.02320900887643832,0.0568806525902088,0.034580719078119965,-0.04822681956079433,0.027217356419545195,0.16584660346778768,0.036391396643287235,-0.0660587869352397,0.02630110584512139
2018-02-14,-0.06168396420108413,0.02133238541122083,0.012165116720370461,0.02310675690841437,-0.058291728101908746,0.02398272522831096,0.1205018975099541,0.024356938264782933,0.01081087487997956,0.02469270472099504,0.07431459159155684,0.03523076566091209,-0.07158079270842954,0.026674929018684814,0.22298852328596452,0.036136140622069775,-0.06828144502770095,0.02624494072675032
2018-02-15,-0.031042619404335836,0.022841906026483047,0.03324407371859062,0.023510222952267158,-0.039270442754062995,0.024400835581508906,0.13023841002408942,0.024297532572064153,0.000890046790054555,0.02454746055141983,0.09828888620772736,0.03540196698834478,-0.030472714374131127,0.02809172723204262,0.27204644051345817,0.037391885366976796,-0.06660486811440358,0.02631474514757407
2018-02-16,-0.029849458895212844,0.022834695505840413,0.027024055167791383,0.023589074997565608,-0.0419763526856074,0.024358019120921406,0.11904255919767648,0.024514745077240854,-0.02167798834506185,0.02468574705473564,0.05966695234363373,0.03524961984391905,-0.041511969100102575,0.02784174595628481,0.26335842694519784,0.03753987287020833,-0.06569383481611946,0.026297261572278317
2018-02-20,-0.025137801130532433,0.02278328448354058,0.016870940240981014,0.023329253517906292,-0.05202889507377295,0.02401283694423602,0.10626005686623641,0.02416546276234054,-0.05049346679227318,0.024100683522411223,0.06585617458997328,0.035381134151823077,-0.047758480041198204,0.027804224146763642,0.22396521012096637,0.037332175888045674,-0.04765181717545719,0.026145595418756128
2018-02-21,-0.029781112695150824,0.022794408823569395,0.0002153708729759618,0.023540942239805917,-0.053070620092377396,0.023983183130669192,0.08834977202638172,0.023678906087278424,-0.06041720951304619,0.02366046929932111,0.01088295497249736,0.03588767154767684,-0.055245341298578055,0.027777056776943414,0.12285751909482423,0.03091008907409538,-0.05431747481950877,0.026120222984471232
