Date,QQQ,SPY,SMA110,SMA250,Ret_Strategy,Strategy_Idx,Benchmark_Idx
2012-07-11,56.017486572265625,105.78968811035156,57.14081216291948,52.88919567871094,-0.0039241196006494,147699.83082240133,122644.77339040322
2012-07-12,55.49301528930664,105.27718353271484,57.14588023099032,52.907458267211915,-0.013982189962705734,145634.663730383,122050.61332708747
2012-07-13,56.337459564208984,107.04347229003906,57.15902775851163,52.93019030761719,0.0223533538043338,148890.08689492344,124098.31843193737
2012-07-16,56.177494049072266,106.79121398925781,57.169674578579986,52.94766946411133,-0.0035657212908595413,148359.1863420843,123805.86873586783
2012-07-17,56.47078323364258,107.52449035644531,57.180331802368165,52.967202117919925,0.00777363183745396,149512.47603641188,124655.97535299331
2012-07-18,57.23523712158203,108.3209457397461,57.19431644786488,52.988419250488285,0.011518394864139341,151234.61977251444,125579.32706850831
2012-07-19,57.8663330078125,108.60478973388672,57.21757978959517,53.01001272583008,0.013317780786052315,153248.72928590677,125908.39489129357
2012-07-20,57.1019172668457,107.61126708984375,57.22922585227273,53.02897114562988,-0.015216384874508406,150916.83763956305,124756.5779069219
2012-07-23,56.408565521240234,106.52305603027344,57.23328084078702,53.04462786865234,-0.01837543539214219,148143.67503993085,123494.98614702643
2012-07-24,55.964134216308594,105.60836029052734,57.23683697093617,53.06392984008789,-0.00931598730557085,146763.57044385825,122434.55527019742
2012-07-25,55.59080123901367,105.63204193115234,57.23007746609775,53.08138635253906,-0.003320831861099244,146276.1933030796,122462.01002027604
2012-07-26,56.32856750488281,107.37466430664062,57.231634521484374,53.102462875366214,0.020203163085725673,149231.43509194086,124482.2780649636
2012-07-27,57.661903381347656,109.35387420654297,57.24386430220171,53.129823577880856,0.034973361412350246,154450.56000549498,126776.82826169314
2012-07-30,57.617469787597656,109.35387420654297,57.25802397294478,53.16214772033691,-0.0029683551672060274,153992.0958876248,126776.82826169314
2012-07-31,57.59967803955078,108.58899688720703,57.26864155856046,53.19249917602539,0.0008461433279171925,154122.3952721121,125890.08582793568
2012-08-01,57.430789947509766,108.49442291259766,57.27595315413041,53.23147143554687,-0.0027174177057362413,153703.5803463492,125780.44372678403
2012-08-02,57.226356506347656,107.74528503417969,57.28068181818182,53.27082313537598,-0.009780738032195762,152200.24589237096,124911.94844167744
2012-08-03,58.31077194213867,109.88223266601562,57.290037432583894,53.32592166137695,0.026613051794799527,156250.75891948587,127389.3681480319
2012-08-06,58.75522232055664,110.09510803222656,57.30576737143777,53.37420590209961,0.009586851665642836,157748.7117678911,127636.16017016271
2012-08-07,59.244117736816406,110.64710998535156,57.32183713045987,53.43208708190918,0.009710768521940201,159280.57299250335,128276.11058178938
2012-08-08,59.21745300292969,110.78119659423828,57.33806696805087,53.48197370910645,0.00013501639588709422,159302.07848140365,128431.56072116824
2012-08-09,59.395225524902344,110.87577056884766,57.36130537553267,53.530916442871096,0.006831195529448209,160390.3021277576,128541.20282231987
2012-08-10,59.43076705932617,111.05712890625,57.3899375221946,53.577219482421874,0.0034213693560420037,160939.05659246384,128751.45632235827
2012-08-13,59.57299041748047,111.00191497802734,57.41591876636852,53.625711242675784,-0.0017175233758638278,160662.6400006768,128687.44536027094
2012-08-14,59.59965896606445,111.01768493652344,57.43658894625577,53.67543653869629,0.0012382807480792793,160861.58545472525,128705.72788875438
2012-08-15,59.750789642333984,111.14383697509766,57.45645998174494,53.73502746582031,0.0018256288127616372,161155.2589999979,128851.97927166359
2012-08-16,60.46188735961914,111.96395874023438,57.48255389820446,53.80070245361328,0.01489006611549859,163554.87146136817,129802.76804734093
2012-08-17,60.728553771972656,112.11375427246094,57.501333340731534,53.866810256958004,0.002494564050953707,163962.86956407406,129976.42995553801
2012-08-20,60.81740951538086,112.12164306640625,57.51906949823553,53.92598431396485,0.0027896882561021185,164420.27485573376,129985.57564225882
2012-08-21,60.57744598388672,111.7825927734375,57.53309482227672,53.982754791259765,-0.003918706226445251,163775.96010090274,129592.50570234438
2012-08-22,60.82631301879883,111.82990264892578,57.549761581420896,54.04354902648926,0.00476994000352785,164557.16160460422,129647.35328779464
2012-08-23,60.32856369018555,110.91515350341797,57.55811399980025,54.09777447509766,-0.008889368706385648,163094.3523218246,128586.86049625863
2012-08-24,60.701873779296875,111.58540344238281,57.5688926003196,54.14828158569336,0.006752984007879237,164195.7258748293,129363.89891415743
2012-08-27,60.7996711730957,111.6091079711914,57.580479708584875,54.19791226196289,-0.001572106283081415,163937.59274252638,129391.3801991105
2012-08-28,60.7996711730957,111.49871826171875,57.593195516412905,54.24722599792481,0.0001688335018004583,163965.2709003858,129263.40249972657
2012-08-29,60.7996711730957,111.58540344238281,57.606233874234285,54.29830049133301,0.0002755441282384199,164010.45056801746,129363.89891415743
2012-08-30,60.18632888793945,110.78119659423828,57.60426344438033,54.3514288482666,-0.01381719255757775,161744.28659106407,128431.56072116824
2012-08-31,60.586326599121094,111.30950164794922,57.60512334650213,54.406121994018555,0.012385358607540132,163747.54758321517,129044.0386928
2012-09-04,60.524105072021484,111.20699310302734,57.60759443803267,54.45581245422363,-0.0023887510986243254,163356.3954490287,128925.19783517868
2012-09-05,60.46188735961914,111.11235046386719,57.61159598610618,54.50613436889648,-0.004459770170874461,162627.86346938356,128815.47612940375
2012-09-06,61.80410385131836,113.3675537109375,57.628847573020245,54.56608595275879,0.028952736294912608,167336.38511461767,131429.99268698847
2012-09-07,61.715206146240234,113.80914306640625,57.63964757052335,54.62328746032715,0.007497932707565757,168591.06206973438,131941.93886435678
2012-09-10,60.92411804199219,113.1624755859375,57.64341711564497,54.67478924560547,-0.016317578143403556,165840.06424013208,131192.24021208074
2012-09-11,60.82631301879883,113.4779052734375,57.65379517295144,54.72315316772461,0.0013757754186882575,166068.22292394735,131557.92616158168
2012-09-12,61.004112243652344,113.85640716552734,57.662403730912644,54.76934074401856,0.005615370179861224,167000.757470777,131996.73338005817
2012-09-13,61.830753326416016,115.59115600585938,57.68263886191628,54.81702156066895,0.02309972824484304,170858.4295850349,134007.87342794123
2012-09-14,62.38187789916992,116.10377502441406,57.71659147089178,54.86683636474609,0.013207523694569456,173115.04634219618,134602.1661656291
2012-09-17,62.4085578918457,115.70950317382812,57.74820667613636,54.91763987731934,-0.003962654547571926,172429.05121655515,134145.07641866922
2012-09-18,62.46186828613281,115.61480712890625,57.7741792158647,54.97211389160156,0.0021507066647264983,172799.89552619908,134035.29279818726
2012-09-19,62.57741165161133,115.677978515625,57.809425423362036,55.03340023803711,0.0021441110457195434,173170.397690896,134108.52905161868
