Date,Current_Pool_CumRet,Expanded_Pool_CumRet
2021-10-26,1.0609382921717387,1.0609382921717387
2021-10-27,1.0597473620617832,1.0597473620617832
2021-10-28,1.0649501895130544,1.0649501895130544
2021-10-29,1.062047997178106,1.062047997178106
2021-11-01,1.0658893847713216,1.0658893847713216
2021-11-02,1.0712925615350943,1.0712925615350943
2021-11-03,1.0716603087343501,1.0716603087343501
2021-11-04,1.0821947834357628,1.0821947834357628
2021-11-05,1.0847014710498002,1.0847014710498002
2021-11-08,1.0847241056174624,1.0847241056174624
2021-11-09,1.0826108180420284,1.0826108180420284
2021-11-10,1.0740744262773565,1.0740744262773565
2021-11-11,1.076464974361747,1.076464974361747
2021-11-12,1.0858576518877059,1.0858576518877059
2021-11-15,1.0882147686438393,1.0882147686438393
2021-11-16,1.0903582035860484,1.0903582035860484
2021-11-17,1.0891424471789553,1.0891424471789553
2021-11-18,1.0924931449855502,1.0924931449855502
2021-11-19,1.0955464873088778,1.0955464873088778
2021-11-22,1.0905914779723849,1.0905914779723849
2021-11-23,1.0848151461739417,1.0848151461739417
2021-11-24,1.0857578024856358,1.0857578024856358
2021-11-25,1.0833756698616028,1.0833756698616028
2021-11-26,1.0666259193397825,1.0666259193397825
2021-11-29,1.075674941062579,1.075674941062579
2021-11-30,1.0591147630240978,1.0591147630240978
2021-12-01,1.0576907341800692,1.0576907341800692
2021-12-02,1.066062781262821,1.066062781262821
2021-12-03,1.060173804779945,1.060173804779945
2021-12-06,1.06533228826427,1.06533228826427
2021-12-07,1.0850744156819938,1.0850744156819938
2021-12-08,1.0883207230715783,1.0883207230715783
2021-12-09,1.0816930353348653,1.0816930353348653
2021-12-10,1.0867852210312205,1.0867852210312205
2021-12-13,1.0788273546114193,1.0788273546114193
2021-12-14,1.0697820453982656,1.0697820453982656
2021-12-15,1.0835155687260338,1.0835155687260338
2021-12-16,1.0740266654299393,1.0740266654299393
2021-12-17,1.0708766741689248,1.0708766741689248
2021-12-20,1.059063921123668,1.059063921123668
2021-12-21,1.0732674457374152,1.0732674457374152
2021-12-22,1.0836840393762097,1.0836840393762097
2021-12-23,1.0899460839948691,1.0899460839948691
2021-12-24,1.0915749154915895,1.0915749154915895
2021-12-27,1.1004466930498895,1.1004466930498895
2021-12-28,1.0989075243168542,1.0989075243168542
2021-12-29,1.0958345931008355,1.0958345931008355
2021-12-30,1.093883889378065,1.093883889378065
2021-12-31,1.0920289577989093,1.0920289577989093
2022-01-03,1.0940319457753402,1.0940319457753402
2022-01-04,1.0900611848145223,1.0900611848145223
2022-01-05,1.068789814659285,1.068789814659285
2022-01-06,1.0628801250807614,1.0628801250807614
2022-01-07,1.061431548292357,1.061431548292357
2022-01-10,1.0599983302046831,1.0599983302046831
2022-01-11,1.0716787156559555,1.0716787156559555
2022-01-12,1.0783663891412587,1.0783663891412587
2022-01-13,1.062874580222413,1.062874580222413
2022-01-14,1.0615295136291967,1.0615295136291967
2022-01-17,1.0590362997579745,1.0590362997579745
2022-01-18,1.0430160923882563,1.0430160923882563
2022-01-19,1.0381743099979661,1.0381743099979661
2022-01-20,1.031934324697049,1.031934324697049
2022-01-21,1.0134359717442052,1.0134359717442052
2022-01-24,1.013847430913494,1.013847430913494
2022-01-25,0.9965995785014334,0.9965995785014334
2022-01-26,0.9913530345419201,0.9913530345419201
2022-01-27,0.9753996294795775,0.9753996294795775
2022-01-28,0.997584762645861,0.997584762645861
2022-01-31,1.0149190101583867,1.0149190101583867
2022-02-01,1.0188811205896677,1.0188811205896677
2022-02-02,1.0243351572382915,1.0243351572382915
2022-02-03,1.0055372031014362,1.0055372031014362
2022-02-04,1.0153235462515935,1.0153235462515935
2022-02-07,1.0104556658428538,1.0104556658428538
2022-02-08,1.017403430945597,1.017403430945597
2022-02-09,1.0329036385063404,1.0329036385063404
2022-02-10,1.0217894432041044,1.0217894432041044
2022-02-11,1.0070478277759274,1.0070478277759274
2022-02-14,1.0045124524358406,1.0045124524358406
2022-02-15,1.0136989835488293,1.0136989835488293
2022-02-16,1.020612712775569,1.020612712775569
2022-02-17,1.0091249043617143,1.0091249043617143
2022-02-18,1.0024614966264185,1.0024614966264185
2022-02-21,1.0022847097625458,1.0022847097625458
2022-02-22,0.9938456741233331,0.9938456741233331
2022-02-23,0.9821585394904957,0.9821585394904957
2022-02-24,0.9908885939536468,0.9908885939536468
2022-02-25,1.001701640829353,1.001701640829353
2022-02-28,1.0070305375282722,1.0070305375282722
2022-03-01,1.0022164601455028,1.0022164601455028
2022-03-02,1.008883365962646,1.008883365962646
2022-03-03,1.0076226029227011,1.0076226029227011
2022-03-04,0.9997577024969792,0.9997577024969792
2022-03-07,0.9772055535490721,0.9772055535490721
2022-03-08,0.9772418923038603,0.9772418923038603
2022-03-09,0.9898854391243316,0.9898854391243316
2022-03-10,0.9912224858910086,0.9912224858910086
2022-03-11,0.9774497709307842,0.9774497709307842
2022-03-14,0.9648598863005099,0.9648598863005099
2022-03-15,0.9745558797730215,0.9745558797730215
2022-03-16,0.9977136235814547,0.9977136235814547
2022-03-17,1.0091341507837066,1.0091341507837066
2022-03-18,1.018367473080379,1.018367473080379
2022-03-21,1.0161183170160217,1.0161183170160217
2022-03-22,1.026866406450624,1.026866406450624
2022-03-23,1.0239656806895945,1.0239656806895945
2022-03-24,1.0362133898494292,1.0362133898494292
2022-03-25,1.0345407850136161,1.0345407850136161
2022-03-28,1.0387131441508766,1.0387131441508766
2022-03-29,1.0493615176479762,1.0493615176479762
2022-03-30,1.0457112146751846,1.0457112146751846
2022-03-31,1.0391462163172398,1.0391462163172398
2022-04-01,1.0355083216254104,1.0355083216254104
2022-04-04,1.0482403427257423,1.0482403427257423
2022-04-05,1.0349854401342842,1.0349854401342842
2022-04-06,1.0216775338141244,1.0216775338141244
2022-04-07,1.0203232484598497,1.0203232484598497
2022-04-08,1.0151114536266916,1.0151114536266916
2022-04-11,1.0034125279760389,1.0034125279760389
2022-04-12,1.0002344745794094,1.0002344745794094
2022-04-13,1.0162283585453884,1.0162283585453884
2022-04-14,1.0026879311799621,1.0026879311799621
2022-04-15,1.0002049132468303,1.0002049132468303
2022-04-18,1.0010630571049277,1.0010630571049277
2022-04-19,1.012361544059214,1.012361544059214
2022-04-20,1.0067467001033137,1.0067467001033137
2022-04-21,0.9962069984933761,0.9962069984933761
2022-04-22,0.9773072192145185,0.9773072192145185
2022-04-25,0.9755768472793404,0.9755768472793404
2022-04-26,0.9802574002519854,0.9802574002519854
2022-04-27,0.9790023677755447,0.9790023677755447
2022-04-28,0.9890078964617469,0.9857900833832518
2022-04-29,0.9854354984151886,0.9822293084078509
2022-05-02,0.9884044495687564,0.9945579932660163
2022-05-03,0.9826863444330988,0.9834467549629174
2022-05-04,1.0017769563429337,0.982215511464871
2022-05-05,0.995073431865964,0.9756428850123714
2022-05-06,0.9918744834631978,0.9845067690108914
2022-05-09,0.9656384319184786,0.9652872515145454
2022-05-10,0.9579705517542111,0.9653808647508474
2022-05-11,0.9684458431343862,0.9398446231211359
2022-05-12,0.9635560862395979,0.9392729356478594
2022-05-13,0.9756448770295656,0.9598379289150677
2022-05-16,0.9832140341203554,0.9419695453049702
2022-05-17,0.9817531775608244,0.9600935913619403
2022-05-18,0.9689087657280122,0.9283053369768526
2022-05-19,0.9731520963096337,0.9205001912964653
2022-05-20,0.9782460118206039,0.8970703770752677
2022-05-23,0.9850276843539598,0.903289301009725
2022-05-24,0.9810426431622411,0.8996349417163378
2022-05-25,0.9849462899051029,0.9032146607371908
2022-05-26,0.9904419582567565,0.9082542941432329
2022-05-27,1.000982844557818,0.9179204892869292
2022-05-30,1.004182444618427,0.9208545839810837
2022-05-31,0.9999757260621138,0.9169969422877245
2022-06-01,1.0026281074009948,0.9194292269063851
2022-06-02,1.0144461967496958,0.9302666417695622
2022-06-03,1.0161251537367384,0.9318062775659365
2022-06-06,1.0175290144858193,0.9330936448297145
2022-06-07,1.0183014537068347,0.9338019864277286
2022-06-08,1.0215064595583285,0.9367410383359261
2022-06-09,1.0194757583833234,0.9348788463650141
2022-06-10,1.011268468403482,0.9273526038574876
2022-06-13,0.9880876308378304,0.9434497464561542
2022-06-14,0.980063757164416,0.9545570064134399
2022-06-15,0.9798237039785628,0.9255202422476735
2022-06-16,0.9807523352030704,0.9177178566758991
2022-06-17,0.9619612081830591,0.9200299263396282
2022-06-20,0.9577162497205399,0.9159700029369342
2022-06-21,0.9598356509822498,0.9378429631196624
2022-06-22,0.9464239199873167,0.9173244678177552
2022-06-23,0.9346130097932495,0.9065400789398345
2022-06-24,0.9464468921506836,0.9304130454825016
2022-06-27,0.9480827526523224,0.9329281208376338
2022-06-28,0.9531080590264527,0.9244057538784262
2022-06-29,0.940857065214243,0.9028384644143627
2022-06-30,0.9396101131081019,0.8869585384572403
2022-07-01,0.9370454091164839,0.887546004453013
2022-07-04,0.9370377196479402,0.8875387211804886
2022-07-05,0.9237187191522693,0.8883370579416325
2022-07-06,0.9194184292252767,0.8928509840626423
2022-07-07,0.9137787250738387,0.8989458067968085
2022-07-08,0.9179389929557132,0.9094044329275474
2022-07-11,0.9230900362219752,0.8909312210202797
2022-07-12,0.9173816595572847,0.8845544879188223
2022-07-13,0.9189512276295712,0.872806443018727
2022-07-14,0.9185505257312081,0.8738664211474153
2022-07-15,0.9185564414977171,0.8589920846515953
2022-07-18,0.9182622129792354,0.8714635239603317
2022-07-19,0.9165089372265112,0.8779419897927107
2022-07-20,0.9065265085692884,0.8798349732349003
2022-07-21,0.9057859895503458,0.876050618072042
2022-07-22,0.8988787199593665,0.8634970067611443
2022-07-25,0.9065239269769543,0.8728219013317364
2022-07-26,0.9069454660765703,0.8649615485122653
2022-07-27,0.9205632465966657,0.8743631425365213
2022-07-28,0.9256335039763082,0.8687343162500406
2022-07-29,0.9306425413015287,0.8734354453655093
2022-08-01,0.9226762583630248,0.8659588541100002
2022-08-02,0.9179117014209458,0.8614871770374541
2022-08-03,0.9177670921576432,0.8495413888997522
2022-08-04,0.9175047172077108,0.8528452978090707
2022-08-05,0.9152279785704741,0.8693190224123128
2022-08-08,0.921451496215483,0.8531913725134166
2022-08-09,0.9257284752812842,0.8589628513730787
2022-08-10,0.9303004927358494,0.8571739612087991
2022-08-11,0.9419387759214823,0.8819651506547589
2022-08-12,0.9435391263232635,0.8613834312329757
2022-08-15,0.9362920610364537,0.8547673813109685
2022-08-16,0.9321920942031183,0.853036792422193
2022-08-17,0.9306572736227401,0.8628385841258546
2022-08-18,0.9360430270351063,0.8703364419609767
2022-08-19,0.9318219543587297,0.8920381912384333
2022-08-22,0.9294941271062296,0.8992325105412835
2022-08-23,0.934498946317439,0.8900372840372003
2022-08-24,0.9406301983689741,0.9045839192310892
2022-08-25,0.9393265040833492,0.8913275203336903
2022-08-26,0.9358203275014109,0.8717385844132909
2022-08-29,0.9360241229591735,0.8756905454758241
2022-08-30,0.9240662405224173,0.8732180046543823
2022-08-31,0.9157384361382308,0.8870980941947797
2022-09-01,0.8999754625132602,0.9026871864794132
2022-09-02,0.9018467937551177,0.8969190798355642
2022-09-05,0.9015225558918886,0.8965966136163027
2022-09-06,0.898117571526552,0.9232494005965571
2022-09-07,0.888452025752765,0.9077753064765577
2022-09-08,0.8894757346969623,0.9180889079017993
2022-09-09,0.8889384526095729,0.9177599143439541
2022-09-12,0.8963092401873755,0.924158368566018
2022-09-13,0.8948853121800073,0.9200593445325254
2022-09-14,0.8921804455902561,0.9055017174375716
2022-09-15,0.8746223904668209,0.90673725556683
2022-09-16,0.8735602432437712,0.9164911609787916
2022-09-19,0.8725483273750313,0.9181360895420195
2022-09-20,0.8655888585553617,0.9218489334022523
2022-09-21,0.8666897908100363,0.9004847080705639
2022-09-22,0.8642372433641129,0.915008160952195
2022-09-23,0.8631258575803274,0.8992228595410191
2022-09-26,0.8588431797697464,0.908972126832335
2022-09-27,0.859420732788972,0.9265700055963094
2022-09-28,0.8544508247213002,0.9073248094890715
2022-09-29,0.8507011378443895,0.9163276414119538
2022-09-30,0.8484260080054554,0.9222684424166561
2022-10-03,0.8530181698797628,0.9136065206772225
2022-10-04,0.8580988755525721,0.9225977411449406
2022-10-05,0.8611817804168685,0.9361630328898087
2022-10-06,0.8656364084644664,0.937087895287962
2022-10-07,0.8622411562451647,0.9329835835419514
2022-10-10,0.8606260329444831,0.9437432475644368
2022-10-11,0.8559435642091061,0.935905784369646
2022-10-12,0.8581764577792226,0.9418525421451195
2022-10-13,0.8533386660436786,0.9439106348173291
2022-10-14,0.8570597650316683,0.9470514158557146
2022-10-17,0.8559854979600684,0.9615486385725356
2022-10-18,0.860074829974593,0.9623540359588397
2022-10-19,0.858302183214387,0.9775575416465659
2022-10-20,0.8555912046902289,1.0045179740025028
2022-10-21,0.8573952527457908,1.0323229219315917
2022-10-24,0.8604118767755827,1.0460951023396214
2022-10-25,0.8529962022440812,1.015311035652967
2022-10-26,0.8511076554628699,0.9957488598055596
2022-10-27,0.8569744509190846,0.9815467193227845
2022-10-28,0.8552159817961038,0.9953855118811703
2022-10-31,0.859708243007529,1.0020465990809413
2022-11-01,0.8640425825656025,1.0029811783553424
2022-11-02,0.8623458347677421,0.9959179110819497
2022-11-03,0.8624512795676861,0.9954037806710159
2022-11-04,0.863618897565132,1.0133323065070552
2022-11-07,0.8640572431138869,1.0273330500988818
2022-11-08,0.8719714920438186,1.0244417748395316
2022-11-09,0.876922427267492,1.0244181041828355
2022-11-10,0.8667687350539682,1.0003169443516458
2022-11-11,0.863206747705246,1.005905066035984
2022-11-14,0.8653411812178703,1.0052856161092099
2022-11-15,0.8619478735899777,0.989515689851973
2022-11-16,0.859849046351556,0.9736468143333139
2022-11-17,0.8592874568267136,0.9749503882533185
2022-11-18,0.8617884748698825,0.9808663381715302
2022-11-21,0.8647173180247175,0.9648231830345639
2022-11-22,0.8642633896117919,0.9539267860131847
2022-11-23,0.8650875892762624,0.9575116216072406
2022-11-24,0.8672839787978601,0.9599426684961061
2022-11-25,0.8678947254283836,0.9653661988582632
2022-11-28,0.867384139176077,0.9516643410758603
2022-11-29,0.8704328479876344,0.9716274679338216
2022-11-30,0.8727955782696305,0.982121656374226
2022-12-01,0.8762537401442557,0.95230340458999
2022-12-02,0.8705940256023995,0.9461524859915371
2022-12-05,0.8713502013498704,0.9558835827066162
2022-12-06,0.869265129163098,0.9439651683147756
2022-12-07,0.8688201405284265,0.9365098449461942
2022-12-08,0.8679494745224506,0.9355713454245781
2022-12-09,0.8716109271035679,0.9601860415470249
2022-12-12,0.8655470984996884,0.9533434577370953
2022-12-13,0.8659090848228054,0.9453724174279495
2022-12-14,0.8682587323303727,0.9381657259848483
2022-12-15,0.8627069451366473,0.9141761540047292
2022-12-16,0.8650718387499181,0.9171464939082821
2022-12-19,0.8661479695718153,0.9299151214726733
2022-12-20,0.866479831640481,0.9486659990615752
2022-12-21,0.8669042594086732,0.9478999567971973
2022-12-22,0.8719994727979908,0.9542630899478941
2022-12-23,0.8710323210360166,0.9677844292285268
2022-12-26,0.8711764850633162,0.9679446066381429
2022-12-27,0.877557384880724,0.9895204753519649
2022-12-28,0.8728063388599024,0.9861694952847976
2022-12-29,0.8665709270353836,0.9729333175828309
2022-12-30,0.8662364008614893,0.9771002573850546
2023-01-02,0.865261849550513,0.9760009797099963
2023-01-03,0.8713295093436415,0.9517783381588407
2023-01-04,0.876449699363578,0.9568347943363441
2023-01-05,0.8766950770165783,0.9484024096785846
2023-01-06,0.8839444467620341,0.9333900874023007
2023-01-09,0.8843373999631883,0.9338050214223218
2023-01-10,0.8849916853046078,0.9543877137702599
2023-01-11,0.8867809887321075,0.9376631527168086
2023-01-12,0.8862439888678658,0.937898254025774
2023-01-13,0.8927806863113177,0.956796001717852
2023-01-16,0.8943954277349798,0.9585265254194246
2023-01-17,0.8917099118018651,0.9567821377024409
2023-01-18,0.8775374166218489,0.9364744024404539
2023-01-19,0.8872863587612823,0.9375141422172177
2023-01-20,0.8882667795961555,0.9511594198177327
2023-01-23,0.8904275171178088,0.9531399118420223
2023-01-24,0.8924262594234306,0.9398750144937178
2023-01-25,0.8987925056008953,0.9426458132451966
2023-01-26,0.8978595822445231,0.9471970732986941
2023-01-27,0.8989145064064132,0.9511570996408736
2023-01-30,0.8926485687526206,0.9474543746964575
2023-01-31,0.8923292508850279,0.9358673877210133
2023-02-01,0.9015019883792031,0.94042561139701
2023-02-02,0.9155549952062977,0.9550853766639699
2023-02-03,0.9040533524085307,0.9430871341757789
2023-02-06,0.8955588605857773,0.934225880657878
2023-02-07,0.9064523808482919,0.9455897440605086
2023-02-08,0.9022476812290221,0.9412035005899846
2023-02-09,0.8959436871881765,0.9346273226929575
2023-02-10,0.8930143141949398,0.9315714698787807
2023-02-13,0.8982540686107022,0.9370374581001409
2023-02-14,0.9025353616442177,0.941503602013869
2023-02-15,0.9003186959363734,0.9391912286298566
2023-02-16,0.8956541458254438,0.9343252799724946
2023-02-17,0.8908279191038749,0.929290674088228
2023-02-20,0.8915291355927537,0.930022166590492
2023-02-21,0.8794167569190356,0.917386818841362
2023-02-22,0.8747597384279027,0.9125287269921305
2023-02-23,0.8809928985968399,0.9190310126646748
2023-02-24,0.8704222561982506,0.9080039678342744
2023-02-27,0.8721464063402496,0.9098025605964987
2023-02-28,0.8727086249936287,0.9103890538351807
2023-03-01,0.8702241726199594,0.9077973317174122
2023-03-02,0.8750490799446671,0.9128305612379924
2023-03-03,0.8865389748675121,0.924816548620151
2023-03-06,0.8893673233730177,0.9277670150714963
2023-03-07,0.8791959458203438,0.9171564739112702
2023-03-08,0.8781940793417969,0.9161113504309332
2023-03-09,0.8705240348773033,0.9081101409517041
2023-03-10,0.8651713456561237,0.9025263418050197
2023-03-13,0.8736887322892242,0.9114114786490761
2023-03-14,0.8778348688079259,0.9157366304743602
2023-03-15,0.883256230227708,0.92139206683892
2023-03-16,0.8951330931881223,0.9337817301508193
2023-03-17,0.9000663474842616,0.9389279846765191
2023-03-20,0.900577451773801,0.93946115661643
2023-03-21,0.9047812234846588,0.9438464321147843
2023-03-22,0.9035155432504074,0.9425261043468234
2023-03-23,0.9120261108425012,0.951404127728136
2023-03-24,0.9110354741357348,0.9503707188808543
2023-03-27,0.905659644149056,0.9447627798334006
2023-03-28,0.9073151876263074,0.9464898037411211
2023-03-29,0.9156446310203228,0.9551788826310047
2023-03-30,0.9224871537635418,0.9623168409685774
2023-03-31,0.9326155056961389,0.9728824988167442
2023-04-03,0.9321000033005616,0.9723447388763484
2023-04-04,0.9346394675647353,0.9749938481007774
2023-04-05,0.9314078057683172,0.9716226547369238
2023-04-06,0.9291373016296822,0.9692541183717471
2023-04-07,0.9331862917158875,0.9734779293299525
2023-04-10,0.9338420597827146,0.9741620111102814
2023-04-11,0.9355624765873019,0.9759567093429725
2023-04-12,0.9332384695951124,0.9735323600628893
2023-04-13,0.945927067713023,0.9867688063454546
2023-04-14,0.9419640681333199,0.982634698655455
2023-04-17,0.941991613471124,0.9826634333021663
2023-04-18,0.9425145318089221,0.9832089293785738
2023-04-19,0.9415891756401321,0.9822436196487985
2023-04-20,0.9378036117715812,0.9782946087076635
2023-04-21,0.9352500126166855,0.9756307542986197
2023-04-24,0.9334561248244663,0.9737594128645221
2023-04-25,0.922004027464547,0.9618128550085121
2023-04-26,0.9227649169134875,0.9626065969352625
2023-04-27,0.9367003062547302,0.977143666415115
2023-04-28,0.9414451765920561,0.9820934032382158
2023-05-01,0.9400184413230231,0.9806050666566246
2023-05-02,0.940793761135341,0.9814138619980948
2023-05-03,0.937136244835637,0.9775984272606432
2023-05-04,0.9360510099079244,0.9764663357804698
2023-05-05,0.9438072285833593,0.9845574401640428
2023-05-08,0.9470911393864291,0.9879831384592872
2023-05-09,0.9448294037658437,0.985623749205325
2023-05-10,0.9480586837346104,0.9889924579027507
2023-05-11,0.9471042912553479,0.9879968581787425
2023-05-12,0.9439119820598881,0.9846667165200357
2023-05-15,0.9475617261628768,0.9884740434851893
2023-05-16,0.945663046664995,0.986493385815368
2023-05-17,0.9522518814165672,0.9933667028235551
2023-05-18,0.9610117808314496,1.0025048232816454
2023-05-19,0.9649977725406641,1.0066629158188576
2023-05-22,0.9675156406459177,1.0092894964396695
2023-05-23,0.961732963954961,1.0032571445062242
2023-05-24,0.9568363678707419,0.9981491309625768
2023-05-25,0.9654911253863813,1.00717756987126
2023-05-26,0.9798807803292069,1.0221885185123478
2023-05-30,0.9863211226412719,1.0289069317099924
2023-05-31,0.9818353606496599,1.0242274906017952
2023-06-01,0.9886705081952459,1.031357755307149
2023-06-02,0.9938765540970314,1.0367885796017793
2023-06-05,0.996097226906764,1.0391051330999699
2023-06-06,0.9964570288227707,1.0394804699724383
2023-06-07,0.9856116790018457,1.028166856838323
2023-06-08,0.9939802684156069,1.0368967719327051
2023-06-09,0.9982638584327961,1.0413653120056248
2023-06-12,1.004986754212686,1.0483784783165813
2023-06-13,1.0089706219916403,1.0525343552198412
2023-06-14,1.0112351580442933,1.054896665818485
2023-06-15,1.01826225467546,1.062227167282594
2023-06-16,1.0161871082537874,1.0600624234800335
2023-06-19,1.0146856522296308,1.0584961399690656
2023-06-20,1.0109983788768155,1.05464966337566
2023-06-21,1.0016713932189638,1.0449199719242344
2023-06-22,1.0066040113632688,1.050065562831345
2023-06-23,0.9999378747927763,1.0431116063889057
2023-06-26,0.9952706575836593,1.038242875477621
2023-06-27,1.0031044611428985,1.0464149145820567
2023-06-28,1.0021655368614528,1.0454354509171773
2023-06-29,0.9999471148936762,1.0431212454442267
2023-06-30,1.0105576988068214,1.0541899563205488
2023-07-03,1.015806684561927,1.0596655744573809
2023-07-04,1.0147037770044707,1.0585150473066867
2023-07-05,1.011930402911384,1.055621928865747
2023-07-06,1.0049476258880419,1.0483376605711958
2023-07-07,1.001240267848125,1.0444702321059245
2023-07-10,1.0012471202220952,1.0444773803408298
2023-07-11,1.009537022453315,1.053125210822305
