N,CAGR,MDD,Sharpe
1,0.2279546009605269,-0.3281100340980626,0.9718858051726701
2,0.22723793811442317,-0.3174324970434521,1.0119231677695164
3,0.22912055254495467,-0.30403252630785804,1.0385569986857808
5,0.22472019624144557,-0.30506273411232476,1.0221199844024913
8,0.225408384480138,-0.31068121524062486,1.0301001581089295
10,0.22374545488440378,-0.3119729365119047,1.0216284902041088
15,0.22564889083383544,-0.30716188835515734,1.033751238596556
