Metric,Pure_1x,Leveraged_2x
CAGR,0.24676162604289265,0.2368706438229886
MDD,-0.3040327429094637,-0.33923816256891914
Vol,0.19051735415384569,0.1913670967731518
Sharpe,1.13775265778599,1.0810146953748003
