,SPY,QQQ,GLD,KOSPI,CAGR,MDD,Sharpe
0,40,10,20,30,0.07486408254354693,-0.14554354972532124,0.44571835104456387
1,45,10,15,30,0.07943617908398015,-0.15077237832068136,0.4753513771441516
2,45,10,20,25,0.07981061081188856,-0.14333212621586933,0.49677262686932555
3,50,10,10,30,0.08392361347353794,-0.15604479602761212,0.49612317815213325
4,50,10,15,25,0.08436329088366223,-0.14861721807429917,0.5206298350010692
5,50,10,20,20,0.08470838202368403,-0.14118858712464455,0.5398813353892891
6,55,10,5,30,0.08832510128260962,-0.16135970875800554,0.5098207356337182
7,55,10,10,25,0.08883058189211845,-0.1539455164207567,0.5362850095077331
8,55,10,15,20,0.08924107942430881,-0.14652977319275695,0.5585920741843493
9,55,10,20,15,0.08955655264892748,-0.13911347298151588,0.5751101197678248
10,60,10,5,25,0.09321120270018168,-0.15931591768370035,0.5455994174143749
11,60,10,10,20,0.09368766433669906,-0.1519137730126059,0.5698894311952977
12,60,10,15,15,0.09406870291505154,-0.1445105713620224,0.5895006587223329
13,60,10,20,10,0.09435428492504272,-0.13710730880501132,0.6030387299178933
14,65,10,5,20,0.09804685908864497,-0.15980273605292272,0.5755876328838364
15,65,10,10,15,0.09849402090068526,-0.15245724009429984,0.5972819411912513
16,65,10,15,10,0.09884532547492486,-0.1450784819393135,0.6139760193391555
17,65,10,20,5,0.09910074708804517,-0.1376666266692338,0.6245412319256474
18,70,10,5,15,0.10283123257082694,-0.16380705689896757,0.6001457406158089
19,70,10,10,10,0.10324881772973082,-0.15650754552506319,0.6190526592128207
20,70,10,15,5,0.10357011736399802,-0.14917510641512655,0.6328263682609551
21,75,10,5,10,0.10756349146393984,-0.16781991128334706,0.6198014563493095
22,75,10,10,5,0.10795122725276163,-0.16056634619894827,0.6359113094138168
23,80,10,5,5,0.11224281051048712,-0.17184101367428384,0.63516013696536
24,35,15,20,30,0.07489443676974816,-0.14004605212631094,0.4478206330279922
25,40,15,15,30,0.07948124297115355,-0.1453026351528649,0.47847144649377493
26,40,15,20,25,0.07985135119757736,-0.13781572090187055,0.4998501774015675
27,45,15,10,30,0.08398348964055424,-0.15060314208904158,0.5000354469732563
28,45,15,15,25,0.08441883778746928,-0.14312893598461718,0.5246537432675324
29,45,15,20,20,0.0847595895553177,-0.13565368075340156,0.543878686182515
30,50,15,5,30,0.0883998888888693,-0.15594647291519936,0.514295068210073
31,50,15,10,25,0.08890103654280423,-0.14848569089681285,0.5409954201320964
32,50,15,15,20,0.08930718927092451,-0.14102335878409278,0.5634218325137763
33,50,15,20,15,0.08961830689861894,-0.13356047670699223,0.5799040748033516
34,55,15,5,25,0.09329666283165228,-0.15388487606530432,0.5507599187308384
35,55,15,10,20,0.09376877631248637,-0.1464361823833985,0.5752835699109272
36,55,15,15,15,0.0941454541929827,-0.13898643565447455,0.5949964671149228
37,55,15,20,10,0.09442666402365618,-0.13153663819183858,0.6084707873222631
38,60,15,5,20,0.09814306947779405,-0.1568413861474316,0.5813197458398095
39,60,15,10,15,0.09858586758219245,-0.14914078645412632,0.6032221981582078
40,60,15,15,10,0.09893279520827569,-0.14173565988343884,0.6199825514328123
41,60,15,20,5,0.09918382769858569,-0.13429733593460225,0.630446151976709
42,65,15,5,15,0.10293826946633144,-0.16061411274516757,0.606323504780218
43,65,15,10,10,0.10335147501018671,-0.15319715339483841,0.625397648948804
44,65,15,15,5,0.10366838108602217,-0.14583843032204702,0.6391931253324383
45,70,15,5,10,0.10768142960430205,-0.1645418014002319,0.6263012027828525
46,70,15,10,5,0.10806476951175115,-0.15726213712102843,0.6425296557445338
47,75,15,5,5,0.11237172309796017,-0.1685691221653861,0.6418696443174337
48,30,20,20,30,0.07488970777719173,-0.13454578659915928,0.4470770582068083
49,35,20,15,30,0.07949108504722058,-0.139830083635208,0.47889404988900985
50,35,20,20,25,0.07985685670564391,-0.13229649414845224,0.499940278138694
51,40,20,10,30,0.08400800829511823,-0.1451586401166084,0.5014759552542664
52,40,20,15,25,0.08443901199672843,-0.13763779234242712,0.5259099317400363
53,40,20,20,20,0.08477541220127338,-0.1301158994385826,0.5448612268209908
54,45,20,5,30,0.08843918621157165,-0.150530350097977,0.5165529085342716
55,45,20,10,25,0.08893598359599242,-0.14302296445298202,0.5432102691691462
56,45,20,15,20,0.08933777720848046,-0.1355140296366376,0.565502458885802
57,45,20,20,15,0.08964452793165001,-0.12800455200403604,0.5817513716047593
58,50,20,5,25,0.09334648341573026,-0.15028383260399303,0.5537070583827636
59,50,20,10,20,0.09381423229263297,-0.1420485164421018,0.57822426557332
60,50,20,15,15,0.09418653604244431,-0.13430469142944745,0.5978318935642984
61,50,20,20,10,0.0944633632777494,-0.12679315485586473,0.6110934230975616
62,55,20,5,20,0.09820349276043316,-0.15404846899886127,0.5848894104151305
63,55,20,10,15,0.09864191158289182,-0.14586025459088625,0.606801233636127
64,55,20,15,10,0.09898444971480225,-0.13840449659684595,0.6234658737687482
65,55,20,20,5,0.09923108356569843,-0.13093982030456774,0.6337214242450203
66,60,20,5,15,0.10300937342691441,-0.1578240334422203,0.6104252017867876
67,60,20,10,10,0.10341818466351405,-0.1498981877103025,0.6295071815087518
68,60,20,15,5,0.10373068552966491,-0.14251329518029154,0.6432021440026658
69,65,20,5,10,0.10776329073780033,-0.16161025110550975,0.6308346191198624
70,65,20,10,5,0.10814222096177173,-0.1539692381826756,0.6470572337453655
71,70,20,5,5,0.11246441638863125,-0.1654068473567326,0.6467354999432484
72,25,25,20,30,0.07484987788680009,-0.12904315509673225,0.44352294484719035
73,30,25,15,30,0.07946568647154062,-0.13435512340497102,0.47660351146983304
74,30,25,20,25,0.0798271088156084,-0.12677484905681502,0.4970406259300165
75,35,25,10,30,0.08399714942893044,-0.13971168741210582,0.5003945355135903
76,35,25,15,25,0.0844237938225536,-0.13214418790823523,0.5243512517357766
77,35,25,20,20,0.08475583059412006,-0.12457564740057225,0.5427902074077215
78,40,25,5,30,0.08844297206893126,-0.14511173525327226,0.5165250984819
79,40,25,10,25,0.08893540218839635,-0.13755773548938122,0.54285579381511
80,40,25,15,20,0.08933282269436837,-0.13000218760506976,0.5647599172157933
81,40,25,20,15,0.08963519552819199,-0.12244610418281976,0.5805832743630304
82,45,25,5,25,0.0933606424090132,-0.1475031940381728,0.5543551902118314
83,45,25,10,20,0.09382401055347578,-0.13924354353982682,0.5786196050519746
84,45,25,15,15,0.09419192706174995,-0.13097964033554332,0.5979132418159268
