ma_window,vol_window,ma_percentile,vol_percentile,danger_ratio,switches,Final Value,Total Return,CAGR,MDD,Sharpe,Volatility,Score
10,15,35,70,39.43452380952381,116,263864.1548545193,163.8641548545193,18.64938657665205,-22.357883431342117,1.3433634903612455,14.319967355639093,-0.8924248527729661
10,15,35,75,38.02083333333333,114,271549.87443294236,171.54987443294237,19.25129739647582,-21.22467031527305,1.374428024603387,14.39651977491664,-0.7480390069239176
10,15,35,80,37.5,114,271267.7704776513,171.26777047765134,19.229453940402674,-20.868570960353907,1.3705603122927437,14.426023453162271,-0.7162967837426468
10,15,35,85,36.45833333333333,124,265327.78439554776,165.32778439554775,18.765114730973753,-22.065865399112276,1.336043508225023,14.495055054355735,-0.8705430316862044
10,20,15,65,28.794642857142854,65,296732.2895712461,196.7322895712461,21.12984490882466,-20.44953859610575,1.4496257825208358,14.84396652112688,-0.5953280770897393
10,20,15,70,26.711309523809522,71,297138.2394884879,197.13823948848787,21.159034431664004,-19.79780293831256,1.4414076681532588,14.95817230754429,-0.5383726256779973
10,20,15,75,25.520833333333332,77,286418.4976374093,186.4184976374093,20.37696876519952,-22.191947201363856,1.3924839308858918,14.991843617002651,-0.8267107892504937
10,20,15,80,23.809523809523807,79,272285.75786608947,172.28575786608945,19.30818938066796,-23.787958519054975,1.3227823133850485,15.07292597201382,-1.056013538520449
10,20,15,85,21.13095238095238,85,273443.46386471624,173.44346386471625,19.397437100031034,-23.964981931770627,1.3144907638735357,15.248706080034951,-1.082007429303527
10,20,20,65,31.25,63,295380.69329116144,195.38069329116144,21.032421712626203,-19.947646272448235,1.453574312321756,14.733364553214262,-0.5411903149230677
10,20,20,70,29.389880952380953,69,295937.1042802113,195.93710428021134,21.07257225216099,-19.17320969544363,1.44623326935576,14.843835361574428,-0.47108770018860313
10,20,20,75,28.422619047619047,71,287931.58632900374,187.93158632900372,20.48880345189903,-20.723652135571285,1.4087698708782317,14.87647155453456,-0.6635953426788967
10,20,20,80,26.785714285714285,77,273096.0604475465,173.09606044754648,19.370688461385434,-22.73596752800414,1.3352115477021005,14.961852769456135,-0.9383852050983135
10,20,20,85,24.330357142857142,89,271295.3574430651,171.2953574430651,19.231590838746904,-22.739158035602046,1.3149970469463066,15.11468691813568,-0.9589187566138981
10,20,25,65,34.672619047619044,79,290302.3758663231,190.30237586632316,20.663062427228173,-20.42916494507918,1.4509538439957153,14.513290704244724,-0.5919626505122029
10,20,25,70,32.961309523809526,81,292874.63415059756,192.8746341505976,20.850808885749593,-19.698172094938528,1.4518068578634507,14.630599062327319,-0.5180103516304022
10,20,25,75,31.994047619047617,83,285050.80262020626,185.05080262020627,20.275460786589218,-21.235368455675125,1.4136692211088562,14.669680046347306,-0.7098676244586564
10,20,25,80,30.431547619047617,91,271026.5029809826,171.0265029809826,19.21075762217368,-23.029028511545633,1.3411960262534337,14.766937459267718,-0.9617068249011296
10,20,25,85,28.497023809523807,97,263819.03386447555,163.81903386447556,18.64581049787999,-23.245013605603248,1.2987027697950277,14.872287627148461,-1.0257985907652971
10,20,30,65,37.723214285714285,86,286836.7965835176,186.83679658351755,20.407934457238277,-20.50323785569093,1.4469045826584865,14.385270508632683,-0.6034192029106065
10,20,30,70,36.086309523809526,86,291605.9904828747,191.6059904828747,20.75838240540202,-19.784444067349312,1.4583010172031585,14.496124012702852,-0.5201433895317726
10,20,30,75,35.19345238095239,86,285801.1707882891,185.80117078828914,20.331201375368792,-20.750214859636813,1.4282034836812847,14.541905458360137,-0.6468180022823966
10,20,30,80,33.705357142857146,96,271021.04934098024,171.02104934098023,19.21033484988004,-22.633593359004024,1.3513149264003046,14.642555825343639,-0.9120444095000979
10,20,30,85,32.06845238095239,102,264841.1037701185,164.8411037701185,18.72669172541055,-23.097686734932367,1.3139584668051385,14.739972308788008,-0.9958102066880983
10,20,35,65,41.517857142857146,100,280615.47895616683,180.61547895616684,19.943494722483535,-19.76134812959947,1.4350821372141083,14.197971144192875,-0.5410526757458387
10,20,35,70,40.25297619047619,104,284157.72923334426,184.15772923334427,20.208961680480808,-19.203539869207685,1.4423125144028526,14.300162144382309,-0.47804147251791584
10,20,35,75,39.360119047619044,104,278683.9437281728,178.68394372817284,19.797574615655744,-20.177430509772805,1.4123895408250544,14.349546965161508,-0.605353510152226
10,20,35,80,38.169642857142854,114,272440.3527330697,172.4403527330697,19.32012518326762,-20.94526649798,1.377951423497683,14.405234214733156,-0.7165752263003169
10,20,35,85,36.607142857142854,118,266572.1474722125,166.57214747221252,18.863092761777732,-21.554702247345986,1.3406028400287207,14.51307479853907,-0.814867384705878
10,30,15,65,29.761904761904763,61,287010.75622949284,187.01075622949284,20.420801331755722,-21.09053315947755,1.4233532604618162,14.659238288111467,-0.6857000554859387
10,30,15,70,28.273809523809522,61,286151.88894936786,186.15188894936784,20.35721290378123,-22.158552476406932,1.4134800609703249,14.729142927248514,-0.8023751866703683
10,30,15,75,26.934523809523807,69,295775.3999321726,195.7753999321726,21.060910103455587,-21.65013030576889,1.4411884958046188,14.893884817388756,-0.7238245347722703
10,30,15,80,23.958333333333336,71,283255.39001708047,183.2553900170805,20.141597548698687,-23.93040252972096,1.3774970864003975,15.005061227243111,-1.0155431665716987
10,30,15,85,22.098214285714285,73,276430.1037473739,176.43010374737395,19.62624860579163,-23.306106273742234,1.3332606341535669,15.179278212467537,-0.9973499932206564
10,30,20,65,31.994047619047617,61,283905.52525136864,183.90552525136866,20.19015115640539,-20.939682023321467,1.4162208973005805,14.580700260685694,-0.6777473050315663
10,30,20,70,30.80357142857143,61,281544.86138756975,181.54486138756974,20.013411379962463,-21.95457198576062,1.4011025640524855,14.631483243748896,-0.7943546345235766
10,30,20,75,29.613095238095237,69,287780.46000091184,187.78046000091186,20.47765526646177,-21.43139738597613,1.4166569596635146,14.77622434788152,-0.7264827789340984
10,30,20,80,27.00892857142857,71,278975.96898185514,178.97596898185512,19.819689358437476,-23.243124058862,1.369899873114501,14.864198149300368,-0.9544125327716992
10,30,20,85,25.297619047619047,75,274224.9420895133,174.22494208951332,19.457505557157575,-22.062771687190704,1.3341630509739701,15.040511743517202,-0.8721141177451002
10,30,25,65,35.11904761904761,77,282306.4213899904,182.30642138999045,20.070561315387003,-20.913023680835753,1.4245741343749085,14.402636840120403,-0.6667282337086669
10,30,25,70,34.077380952380956,73,279636.49200729537,179.6364920072954,19.869639762267433,-21.774676595280688,1.4075186028324114,14.455909810547544,-0.7699490566956573
10,30,25,75,33.18452380952381,79,280102.7723929669,180.1027723929669,19.90484256153453,-21.57590710163919,1.4011649503280181,14.553980041847915,-0.7564257598359005
10,30,25,80,30.877976190476193,85,270512.3951980235,170.51239519802354,19.170872566832564,-23.282577401993525,1.3490960907478216,14.640151517829288,-0.9791616494515307
10,30,25,85,29.538690476190478,89,265840.8390808483,165.84083908084835,18.805557135351812,-22.581279417164225,1.3150931894485898,14.78641956270898,-0.9430347522678328
10,30,30,65,38.24404761904761,84,278339.52210642555,178.33952210642553,19.771467407515896,-20.99390110021798,1.4172014334698022,14.277395600214444,-0.6821886765519958
10,30,30,70,37.202380952380956,80,275756.90169684886,175.75690169684884,19.57485188686052,-21.909905096324632,1.4001958302113071,14.331356544869085,-0.790794679421156
10,30,30,75,36.30952380952381,86,276207.9343153242,176.20793431532417,19.609298124714947,-21.715397593261752,1.3939381758965512,14.427682320373176,-0.7776015834296242
10,30,30,80,34.077380952380956,92,266154.44796804327,166.15444796804329,18.83024623570817,-23.31723775844021,1.3385207496653084,14.514277912919372,-0.9932030261787128
10,30,30,85,32.961309523809526,98,265032.72058142844,165.03272058142846,18.74182663981985,-22.630351097101258,1.3212400519030545,14.660314620197767,-0.9417950578070713
10,30,35,65,42.1875,96,273437.8308865942,173.4378308865942,19.397003607147024,-20.985841872056678,1.4076283252390949,14.121632421654112,-0.6909558619665728
10,30,35,70,41.36904761904761,96,272894.0974288206,172.89409742882063,19.355125250351723,-21.14637566217522,1.4023601320921337,14.150973839653744,-0.7122774341253881
10,30,35,75,40.55059523809524,100,273751.96241148084,173.75196241148086,19.421166766231647,-20.947597079477585,1.3978741720538854,14.248491664308352,-0.696885535893873
10,30,35,80,38.467261904761905,106,262414.5930038921,162.4145930038921,18.534248368004945,-22.75651639169837,1.3347639406907776,14.336646540569644,-0.9408876984790593
10,30,35,85,37.5,114,264155.3357990979,164.1553357990979,18.672452110426985,-22.05610679408223,1.3354018460588413,14.433025746138394,-0.8702088333493818
15,10,15,65,27.529761904761905,85,281534.4037952909,181.53440379529093,20.012625722407982,-23.4114948970185,1.3694464373160076,15.010357877032417,-0.9717030523858423
15,10,15,70,24.18154761904762,83,268031.8358210396,168.03183582103964,18.977545931546835,-26.07703762297141,1.3001232167081127,15.112679393931622,-1.3075805455890281
15,10,15,75,21.726190476190478,75,276320.4628470898,176.3204628470898,19.617884924696472,-23.534457613162648,1.3246671474823395,15.284043311199506,-1.0287786138339254
15,10,15,80,19.345238095238095,69,270431.7946948584,170.4317946948584,19.164613828835385,-24.64212649972423,1.2940598388282807,15.339521229718958,-1.1701528111441426
15,10,15,85,18.526785714285715,71,273547.30928899086,173.54730928899085,19.40542733713686,-25.142510601470903,1.2983721216789033,15.469212061328822,-1.215878938468187
15,10,20,65,30.729166666666668,83,272342.6409970787,172.34264099707866,19.31258180432376,-23.817627894120065,1.3388325646304364,14.872657693747101,-1.0429302247815702
15,10,20,70,27.380952380952383,95,259869.73772719735,159.86973772719736,18.330837927865783,-26.42427561117436,1.2717938997982374,14.976626346450342,-1.3706336613191983
15,10,20,75,25.148809523809522,89,267041.06962862087,167.04106962862087,18.899916793718184,-23.941252785849706,1.294893809489979,15.120931468580952,-1.0992314690949916
15,10,20,80,23.065476190476193,87,261544.45458186086,161.54445458186086,18.464881688459634,-25.019898580913804,1.2654479515452748,15.170049617017794,-1.2365419065461054
15,10,20,85,22.395833333333336,89,264880.03981383465,164.88003981383463,18.729767831202683,-25.505805335947727,1.2715876684065353,15.298975224590658,-1.2789928651882376
15,10,25,65,33.482142857142854,83,274100.08658357576,174.10008658357575,19.447917990183726,-23.97974551948125,1.3597186426413472,14.715941354134538,-1.0382559093067778
15,10,25,70,30.580357142857146,91,265239.67489710276,165.23967489710273,18.758162870203154,-26.537121053267203,1.3099905411793853,14.814652218719605,-1.343721564147335
15,10,25,75,28.57142857142857,91,271253.4334760853,171.2534334760853,19.228343319330186,-24.147597013004894,1.327924621060126,14.94631360143276,-1.0868350802403632
15,10,25,80,26.636904761904763,89,269226.6705626553,169.22667056265533,19.070850575774358,-25.204911532248502,1.3135333470538262,15.01014009247923,-1.2069578061710242
15,10,25,85,26.264880952380953,87,273517.6830359607,173.5176830359607,19.40314804240284,-25.641535985555304,1.3231141282643606,15.140295394249348,-1.24103947029117
15,10,30,65,35.56547619047619,80,268701.25468889205,168.70125468889205,19.029862956309106,-23.3427045621961,1.3424516210185555,14.61609011577733,-0.9918188352010546
15,10,30,70,32.961309523809526,90,262144.6788788324,162.14467887883237,18.512751345543556,-25.70674979419031,1.3036657102771245,14.705076327853032,-1.2670092691419061
15,10,30,75,31.026785714285715,88,268684.3555566498,168.6843555566498,19.02854356183923,-23.26343717154413,1.3249246485016237,14.832510139297437,-1.001419068652789
15,10,30,80,29.24107142857143,90,266205.52022846014,166.20552022846016,18.834264669266897,-24.338138026877406,1.3083190409382657,14.894827813619768,-1.1254947617494748
15,10,30,85,28.869047619047617,88,270376.7515355452,170.37675153554522,19.160338770064953,-24.78472172724643,1.3176664476295348,15.02511730135773,-1.1608057250951083
15,10,35,65,39.80654761904761,98,261225.7774388084,161.2257774388084,18.439429457992663,-22.989711566600914,1.3176629318277107,14.473123248840771,-0.9813082248323808
15,10,35,70,37.723214285714285,110,254539.67672053626,154.53967672053625,17.899431469432827,-25.46992433191546,1.278290745195998,14.546298250518438,-1.2687016879955482
15,10,35,75,36.01190476190476,108,258839.22503538174,158.83922503538176,18.248001986933083,-23.063405663795795,1.2905642373392898,14.665057994877223,-1.0157763290402895
15,10,35,80,34.672619047619044,110,257653.9446567602,157.6539446567602,18.15238870917404,-24.120003486552232,1.280285331907475,14.722021371076508,-1.1317150167477483
15,10,35,85,34.30059523809524,108,261486.12706468726,161.48612706468728,18.460225074243517,-24.560474784251777,1.2893101066426373,14.848031015042833,-1.1667373717825402
15,15,15,65,25.892857142857146,61,272766.5692750761,172.76656927507608,19.345293080410375,-24.64804241963212,1.3337294187625766,14.961337064954334,-1.1310748232006356
15,15,15,70,24.25595238095238,57,271224.8980131766,171.22489801317658,19.22613266534534,-25.52539469227087,1.323196018940381,15.00492149438452,-1.2293434502867058
15,15,15,75,22.321428571428573,59,277115.33004821796,177.11533004821797,19.67845755728723,-24.5617837717024,1.3384953079081303,15.151549116753356,-1.11768306926211
15,15,15,80,21.428571428571427,55,275146.4162037524,175.14641620375238,19.52815392416627,-24.64225063964761,1.3273940265736144,15.180769399279168,-1.1368310373911465
15,15,15,85,20.238095238095237,63,275547.4566478855,175.5474566478855,19.558840379177568,-25.28480894432669,1.316621158924501,15.344235246460345,-1.2118597355081684
15,15,20,65,28.943452380952383,75,265176.41076290776,165.17641076290778,18.753170141276286,-25.026853972346842,1.3100661550427641,14.80984755224243,-1.1926192421919202
15,15,20,70,27.306547619047617,75,263739.4334829344,163.73943348293437,18.63950051509171,-25.884821198405326,1.2997520293695446,14.85387890080293,-1.288730090470988
15,15,20,75,25.818452380952383,75,268797.1562133725,168.7971562133725,19.03734914350157,-24.944788671374546,1.3134745714832645,14.985378740893696,-1.1810042956541902
15,15,20,80,25.074404761904763,71,267451.7097460854,167.45170974608538,18.932120268647257,-24.882829722776563,1.30495686913703,15.014350848102312,-1.1833261031406266
15,15,20,85,24.107142857142858,83,268222.4073622192,168.22240736221917,18.99245059904957,-25.510395039154893,1.296469945364778,15.17222889395771,-1.254569558550711
15,15,25,65,32.217261904761905,75,269079.9787302295,169.0799787302295,19.05941380124123,-25.166114190261123,1.3421782522879424,14.641435317811121,-1.1744331667381698
15,15,25,70,30.80357142857143,75,267554.7650477652,167.55476504776522,18.94019574170944,-26.048392396238384,1.3321969792504962,14.674646801236104,-1.272642260373342
15,15,25,75,29.389880952380953,79,272204.44351665396,172.20444351665395,19.301909104933458,-25.129469254800203,1.3439296160793706,14.80134678111272,-1.1690173094006495
15,15,25,80,28.645833333333332,75,270816.4706553598,170.81647065535978,19.194470616146052,-25.06995091434705,1.3351216969699564,14.830347851610409,-1.1718733944647486
15,15,25,85,27.901785714285715,83,274436.36685376405,174.43636685376407,19.47373251992346,-25.6925051724679,1.3386421712052619,14.995570795728936,-1.2306083460415282
15,15,30,65,34.523809523809526,78,263164.1119739062,163.16411197390624,18.59384763709302,-24.54536504445691,1.322543740107713,14.531026272915703,-1.1319927643379781
15,15,30,70,33.25892857142857,80,262894.0476854866,162.89404768548664,18.572389151772107,-25.207479854934007,1.318113514053811,14.569467540902847,-1.2026344714395898
15,15,30,75,31.845238095238095,84,267340.3531101857,167.3403531101857,18.92339141643582,-24.26641510600113,1.3295490532727254,14.695028585219266,-1.0970924573273875
15,15,30,80,31.175595238095237,78,267536.89863284084,167.53689863284086,18.93879590272136,-24.199977792577606,1.3293064466243216,14.709728896193768,-1.0906913326334389
15,15,30,85,30.505952380952383,84,271269.7908184588,171.2697908184588,19.22961044295557,-24.836853503018137,1.3335835656772792,14.875610832371386,-1.1501017846245345
15,15,35,65,39.657738095238095,98,255221.94244711165,155.22194244711164,17.95506589398894,-24.240909698011677,1.2951428450004556,14.376893223710837,-1.1289481248007123
15,15,35,70,38.54166666666667,102,253793.17959068622,153.7931795906862,17.83841847400993,-24.977545420724496,1.2851498449489147,14.410396903168083,-1.212604697123535
15,15,35,75,37.202380952380956,106,257132.2815042085,157.13228150420852,18.110192727231713,-24.050815290928938,1.2927940396446271,14.528427631537156,-1.1122874894482668
15,15,35,80,36.532738095238095,100,257309.9601801068,157.3099601801068,18.124572607832732,-23.98373425495644,1.2925529042610382,14.542800073511653,-1.1058205212346057
15,15,35,85,35.9375,104,262306.57771285845,162.30657771285846,18.52564779246617,-24.61189303105873,1.3050109016791265,14.697593113544002,-1.1561784014267464
15,20,15,65,27.380952380952383,53,293235.4801688717,193.23548016887167,20.877037914179297,-21.469034832392573,1.4293396609418627,14.90532397512426,-0.7175638222973948
15,20,15,70,25.520833333333332,53,300241.7479615424,200.24174796154242,21.381110853243037,-20.75626788412605,1.447548456075994,15.037791264897166,-0.6280783323366113
15,20,15,75,24.25595238095238,55,288142.21415528835,188.14221415528834,20.504332866313057,-23.39839115091088,1.3950260440996454,15.051784816781835,-0.9448130709914424
15,20,15,80,22.842261904761905,59,275538.2610541107,175.5382610541107,19.558137171182043,-24.49723670720299,1.3348304786977734,15.10789537068194,-1.1148931920225256
15,20,15,85,20.535714285714285,71,267328.6993386064,167.32869933860636,18.922477745451683,-25.422699210613292,1.2895758085150477,15.209414609490942,-1.2526941125462814
15,20,20,65,30.580357142857146,71,285466.9111542943,185.46691115429434,20.306386034110567,-21.939981261813234,1.4082931716439229,14.754110694269718,-0.7857049545374004
15,20,20,70,28.943452380952383,69,290184.18757507246,190.18418757507246,20.654403106830177,-21.243408819900907,1.4195906802612284,14.865021202248755,-0.7047502017288625
15,20,20,75,27.976190476190478,69,279055.6295357021,179.0556295357021,19.825718651724532,-23.661256188887254,1.3689793469728149,14.879813499428298,-0.9971462719159105
15,20,20,80,26.711309523809522,77,267236.664561591,167.236664561591,18.91526094519753,-24.886181432102138,1.3097697688032723,14.938973336920983,-1.1788483744069413
15,20,20,85,24.553571428571427,89,260660.51857744268,160.66051857744264,18.39422015369736,-25.386219318669035,1.2706914977591208,15.042234477087973,-1.2679304341077828
15,20,25,65,34.00297619047619,71,291894.42651452805,191.89442651452805,20.779425337856416,-21.532775166230156,1.4518710670951653,14.58176093892635,-0.7014064495278503
15,20,25,70,32.44047619047619,67,294449.68769003375,194.44968769003376,20.96510092467998,-21.454185645800774,1.4556363726921655,14.664808429400649,-0.6897821918879117
15,20,25,75,31.547619047619047,69,282787.1630197301,182.78716301973014,20.106572373245022,-23.869837073538207,1.4019370135874218,14.687609868647975,-0.9850466937663989
15,20,25,80,30.580357142857146,73,276801.6994163134,176.8016994163134,19.654574539101844,-24.434002531676917,1.368189383494313,14.764811592335006,-1.0752108696733786
15,20,25,85,28.645833333333332,85,270574.40005791624,170.57440005791622,19.175686282659644,-25.264163025212415,1.329950241515387,14.880843267796745,-1.1964660610058546
15,20,30,65,36.30952380952381,72,286049.1610354172,186.04916103541717,20.3495966577391,-20.862131180918002,1.435895668932607,14.467976751372758,-0.6503174491591932
15,20,30,70,34.74702380952381,70,288490.3156251356,188.49031562513562,20.529977612343497,-20.7824624296536,1.4394689064412818,14.551300007255252,-0.6387773365240781
15,20,30,75,33.92857142857143,72,278247.99444731895,178.24799444731894,19.76452512245679,-22.981935745768073,1.3902373123322218,14.581518962146106,-0.9079562622445856
15,20,30,80,32.961309523809526,76,272485.6127501413,172.48561275014129,19.32361851662552,-23.55976844457092,1.3567252856985919,14.660822859090617,-0.9992515587585
15,20,30,85,31.101190476190478,86,266702.34953271324,166.70234953271324,18.873322759256617,-24.39874102512866,1.3195920450327432,14.781405411862705,-1.120282057480123
15,20,35,65,40.99702380952381,88,274308.3035322563,174.30830353225625,19.463904822324473,-21.092355027236746,1.3942839958243485,14.31997070008838,-0.7149515068993262
15,20,35,70,39.657738095238095,88,274557.3791274128,174.5573791274128,19.483015642726876,-21.172729805956273,1.3890602563160377,14.393690903476303,-0.7282127242795895
15,20,35,75,38.98809523809524,94,265686.1551827002,165.6861551827002,18.793370690248267,-22.7827187365647,1.344225298094383,14.417539617761921,-0.934046575562087
15,20,35,80,38.02083333333333,98,260541.1374376014,160.54113743760138,18.384661743316034,-23.356726731720677,1.3123673015488126,14.49667761268853,-1.023305371623255
15,20,35,85,36.30952380952381,108,256816.61518803664,156.81661518803662,18.084625037513202,-24.17977700999736,1.2843934653771267,14.615181785082095,-1.1335842356226093
15,30,15,65,28.794642857142854,43,290769.28767242766,190.76928767242768,20.69724335619196,-20.8843878027004,1.434038909655992,14.727364401591439,-0.6543998706140477
15,30,15,70,27.67857142857143,47,285171.9706331936,185.1719706331936,20.284469846807717,-22.658857418345562,1.4057506358597052,14.768472502934324,-0.8601351059748512
15,30,15,75,26.711309523809522,57,290318.2103933542,190.3182103933542,20.664222357433992,-22.523208707075113,1.418915007613916,14.879775190787669,-0.8334058630935954
