regime_threshold,rsi_crisis,rsi_normal,adx_min,vix_high,danger_ratio,switches,Final Value,Total Return,CAGR,MDD,Sharpe,Volatility
1.0,45,40,20,35,13.988095238095239,39,305194.5851464869,205.19458514648687,21.731632989155546,-20.70967335878409,1.40795880099074,15.756845158986238
1.0,45,40,25,25,13.169642857142858,63,288994.5598518019,188.9945598518019,20.567080277187145,-23.1486272845186,1.3455851902094214,15.722357103615384
1.0,45,40,25,30,12.12797619047619,35,290263.27246035746,190.26327246035746,20.66019775326089,-23.167417025511476,1.3413586216988458,15.84806334696994
1.0,45,40,25,35,11.979166666666668,31,290100.58580901276,190.10058580901276,20.64827608836195,-23.16542262041877,1.3400930635376513,15.856139300413933
1.0,50,30,15,25,16.517857142857142,81,298379.2908225907,198.37929082259072,21.24806802683663,-21.45508907161058,1.4040949285617614,15.465752629568682
1.0,50,30,15,30,15.401785714285715,51,299466.247637793,199.466247637793,21.325796571050184,-21.433980856712466,1.3986792868801754,15.588081734853196
1.0,50,30,15,35,15.252976190476192,47,299291.9786212073,199.29197862120728,21.3133502117252,-21.436669818826832,1.397307108847715,15.59651782233493
1.0,50,30,20,25,15.401785714285715,71,296174.5317903033,196.1745317903033,21.089686061463688,-21.963080970102205,1.389698272057801,15.533378722808722
1.0,50,30,20,30,14.285714285714285,41,297244.04465519334,197.24404465519333,21.166636875383094,-21.944949987147414,1.3843907321972004,15.655645561534689
1.0,50,30,20,35,14.136904761904761,37,297072.57238271355,197.07257238271353,21.15431491597932,-21.94725968157194,1.3830462363344338,15.663984055326777
1.0,50,30,25,25,13.318452380952381,63,287187.30370396475,187.18730370396472,20.43385304761829,-23.1486272845186,1.3397452233229143,15.700397450332032
1.0,50,30,25,30,12.276785714285714,35,288438.1026820865,188.43810268208654,20.52613269371828,-23.167417025511476,1.3355122143432845,15.826159375812432
1.0,50,30,25,35,12.12797619047619,31,288277.71309039823,188.27771309039824,20.51431814799041,-23.16542262041877,1.3342512706906622,15.83425887413287
1.0,50,35,15,25,16.592261904761905,83,299289.2554040874,199.28925540408744,21.313155671156615,-21.45508907161058,1.4079492212590268,15.463816978327664
1.0,50,35,15,30,15.476190476190476,53,300383.4118164854,200.3834118164854,21.391202626062178,-21.433980856712466,1.4025173377448912,15.586155610885074
1.0,50,35,15,35,15.327380952380953,49,300207.98850682605,200.20798850682607,21.378705336795445,-21.436669818826832,1.4011402531794248,15.594593697542486
1.0,50,35,20,25,15.476190476190476,73,297069.89286895294,197.06989286895293,21.154122320229018,-21.963080970102205,1.393497648998005,15.531495298406444
1.0,50,35,20,30,14.360119047619047,43,298146.4897888071,198.14648978880714,21.23139004769037,-21.944949987147414,1.3881744376307465,15.653771260742447
1.0,50,35,20,35,14.211309523809524,39,297973.88174784527,197.97388174784527,21.219017396893513,-21.94725968157194,1.386825127006936,15.66211169707179
1.0,50,35,25,25,13.318452380952381,63,287187.30370396475,187.18730370396472,20.43385304761829,-23.1486272845186,1.3397452233229143,15.700397450332032
1.0,50,35,25,30,12.276785714285714,35,288438.1026820865,188.43810268208654,20.52613269371828,-23.167417025511476,1.3355122143432845,15.826159375812432
1.0,50,35,25,35,12.12797619047619,31,288277.71309039823,188.27771309039824,20.51431814799041,-23.16542262041877,1.3342512706906622,15.83425887413287
1.0,50,40,15,25,16.592261904761905,83,299289.2554040874,199.28925540408744,21.313155671156615,-21.45508907161058,1.4079492212590268,15.463816978327664
1.0,50,40,15,30,15.476190476190476,53,300383.4118164854,200.3834118164854,21.391202626062178,-21.433980856712466,1.4025173377448912,15.586155610885074
1.0,50,40,15,35,15.327380952380953,49,300207.98850682605,200.20798850682607,21.378705336795445,-21.436669818826832,1.4011402531794248,15.594593697542486
1.0,50,40,20,25,15.476190476190476,73,297069.89286895294,197.06989286895293,21.154122320229018,-21.963080970102205,1.393497648998005,15.531495298406444
1.0,50,40,20,30,14.360119047619047,43,298146.4897888071,198.14648978880714,21.23139004769037,-21.944949987147414,1.3881744376307465,15.653771260742447
1.0,50,40,20,35,14.211309523809524,39,297973.88174784527,197.97388174784527,21.219017396893513,-21.94725968157194,1.386825127006936,15.66211169707179
1.0,50,40,25,25,13.318452380952381,63,287187.30370396475,187.18730370396472,20.43385304761829,-23.1486272845186,1.3397452233229143,15.700397450332032
1.0,50,40,25,30,12.276785714285714,35,288438.1026820865,188.43810268208654,20.52613269371828,-23.167417025511476,1.3355122143432845,15.826159375812432
1.0,50,40,25,35,12.12797619047619,31,288277.71309039823,188.27771309039824,20.51431814799041,-23.16542262041877,1.3342512706906622,15.83425887413287
1.5,40,30,15,25,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
1.5,40,30,15,30,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
1.5,40,30,15,35,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
1.5,40,30,20,25,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
1.5,40,30,20,30,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
1.5,40,30,20,35,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
1.5,40,30,25,25,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
1.5,40,30,25,30,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
1.5,40,30,25,35,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
1.5,40,35,15,25,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
1.5,40,35,15,30,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
1.5,40,35,15,35,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
1.5,40,35,20,25,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
1.5,40,35,20,30,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
1.5,40,35,20,35,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
1.5,40,35,25,25,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
1.5,40,35,25,30,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
1.5,40,35,25,35,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
1.5,40,40,15,25,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
1.5,40,40,15,30,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
1.5,40,40,15,35,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
1.5,40,40,20,25,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
1.5,40,40,20,30,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
1.5,40,40,20,35,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
1.5,40,40,25,25,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
1.5,40,40,25,30,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
1.5,40,40,25,35,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
1.5,45,30,15,25,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
1.5,45,30,15,30,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
1.5,45,30,15,35,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
1.5,45,30,20,25,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
1.5,45,30,20,30,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
1.5,45,30,20,35,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
1.5,45,30,25,25,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
1.5,45,30,25,30,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
1.5,45,30,25,35,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
1.5,45,35,15,25,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
1.5,45,35,15,30,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
1.5,45,35,15,35,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
1.5,45,35,20,25,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
1.5,45,35,20,30,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
1.5,45,35,20,35,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
1.5,45,35,25,25,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
1.5,45,35,25,30,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
1.5,45,35,25,35,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
1.5,45,40,15,25,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
1.5,45,40,15,30,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
1.5,45,40,15,35,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
1.5,45,40,20,25,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
1.5,45,40,20,30,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
1.5,45,40,20,35,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
1.5,45,40,25,25,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
1.5,45,40,25,30,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
1.5,45,40,25,35,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
1.5,50,30,15,25,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,30,15,30,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,30,15,35,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,30,20,25,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,30,20,30,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,30,20,35,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,30,25,25,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
1.5,50,30,25,30,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
1.5,50,30,25,35,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
1.5,50,35,15,25,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,35,15,30,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,35,15,35,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,35,20,25,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,35,20,30,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,35,20,35,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,35,25,25,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
1.5,50,35,25,30,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
1.5,50,35,25,35,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
1.5,50,40,15,25,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,40,15,30,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,40,15,35,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,40,20,25,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,40,20,30,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,40,20,35,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,40,25,25,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
1.5,50,40,25,30,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
1.5,50,40,25,35,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
2.0,40,30,15,25,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,30,15,30,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,30,15,35,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,30,20,25,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,30,20,30,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,30,20,35,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,30,25,25,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,40,30,25,30,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,40,30,25,35,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,40,35,15,25,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,35,15,30,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,35,15,35,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,35,20,25,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,35,20,30,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,35,20,35,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,35,25,25,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,40,35,25,30,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,40,35,25,35,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,40,40,15,25,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,40,15,30,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,40,15,35,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,40,20,25,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,40,20,30,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,40,20,35,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,40,25,25,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,40,40,25,30,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,40,40,25,35,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,45,30,15,25,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
2.0,45,30,15,30,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
2.0,45,30,15,35,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
