port_sharpe,port_cagr,win_rate,pl_ratio,name
2.2445549632532993,0.07053200348793216,0.4432066652517485,1.4443561676185632,(Close > SMA_5) AND (VOL_RATIO > 1.0)
2.2445549632532993,0.07053200348793216,0.4432066652517485,1.4443561676185632,(Close > SMA_5) AND (VOL_RATIO > 1.0)
2.1459832545835003,0.04232041430992924,0.4402405273949302,1.451660665053274,(Close > SMA_5) AND (VOL_RATIO > 1.5)
2.1459832545835003,0.04232041430992924,0.4402405273949302,1.451660665053274,(Close > SMA_5) AND (VOL_RATIO > 1.5)
1.9373594929456983,0.10241968847514508,0.4407743604612262,1.4437472805248124,(Close > SMA_5) AND (ROC_1 > 0)
1.9373594929456983,0.10241968847514508,0.4407743604612262,1.4437472805248124,(Close > SMA_5) AND (ROC_1 > 0)
1.8985860374480128,0.055262963436322504,0.44402465465271374,1.5137429264543274,(Close > SMA_5) AND (SMA_200 > BB_UP_20)
1.8599405913297005,0.027378720168604077,0.4370047572357192,1.4513473741357317,(Close > SMA_5) AND (VOL_RATIO > 2.0)
1.8599405913297005,0.027378720168604077,0.4370047572357192,1.4513473741357317,(Close > SMA_5) AND (VOL_RATIO > 2.0)
1.765265555801848,0.04772294368193469,0.4441648023862789,1.5061985330530125,(Close > SMA_5) AND (SMA_120 > BB_UP_20)
1.6912932997470396,0.0733363037583309,0.4435682417486284,1.4934047015910816,(Close > SMA_5) AND (SMA_5 < SMA_200)
1.6912932997470396,0.0733363037583309,0.4435682417486284,1.4934047015910816,(Close > SMA_5) AND (SMA_200 > SMA_5)
1.65474937550794,0.015937472011055647,0.442773283046414,1.4718864296908698,(Close > SMA_5) AND (ROC_20 > BB_WIDTH_20)
1.65474937550794,0.015937472011055647,0.442773283046414,1.4718864296908698,(Close > SMA_5) AND (ROC_20 > BB_WIDTH_20)
1.65474937550794,0.015937472011055647,0.442773283046414,1.4718864296908698,(Close > SMA_5) AND (ROC_20 > BB_WIDTH_20)
1.65474937550794,0.015937472011055647,0.442773283046414,1.4718864296908698,(Close > SMA_5) AND (ROC_20 > BB_WIDTH_20)
1.6481331317920578,0.09054286629382713,0.44174635701275045,1.4239123838068692,(Close > SMA_5) AND (VOL_SMA_20 > SMA_200)
1.6128883511784355,0.07415224415649355,0.4437170318371128,1.4852324170684947,(Close > SMA_5) AND (SMA_5 < SMA_120)
1.6095869256362354,0.07667330321899453,0.4443439813936701,1.4617778102550538,(Close > SMA_5) AND (SMA_60 > SMA_20)
1.6044917650718384,0.06430793589144099,0.4387221050361966,1.4720128358458924,(Close > SMA_5) AND (SMA_200 > SMA_60)
